make,model,ramat_gimur,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלפא_רומיאו,מיטו,SPRINT,2014,3,4,--,4,--,--,--,2008,קדמית,ידנית,5,טורבו בנזין,4,1368,135,5000,21,1750,8.4,207,14,22.2,18.1,--,--,--,--,--,5,5,ABS + EBD + BAS,7,יש,יש,יש,0,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,מערכת DST המפעילה כח היגוי במצבים קיצוניים,406,172,144,251,270,--,1170,400,750,215/45R17,45,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,אין,אין,אין,2,בקרת אקלים מפוצלת,0,1,ללא,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,יש,אין,אין,,,,,,,,,,,,
אלפא_רומיאו,מיטו,,2012,3,4,--,3,--,--,--,2008,קדמית,ידנית,6,טורבו בנזין,4,1368,105,6500,13.2,4000,10.7,187,13.3,21.2,17.5,--,--,--,--,--,4,4,ABS + EBD + BAS,9,יש,יש,יש,0,0,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,מערכת DST המפעילה כח היגוי במצבים קיצוניים,406,172,144,251,270,--,1145,400,750,195/55R16,45,מקורית,אין,אין,אין,--,אין,אין,אין,אין,אין,2,מזגן רגיל,0,1,ללא,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,הגה בלבד,אין,אין,יש,אין,אין,אין,א,,,,,,,
אלפא_רומיאו,מיטו,,2010,3,4,--,4,--,שנתיים,--,2008,קדמית,ידנית,6,טורבו בנזין,4,1368,155,5500,23.5,3000,8,215,11.7,18.8,15.4,--,--,--,--,--,4,4,ABS + EBD + BAS,9,יש,יש,יש,0,0,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,מערכת DST המפעילה כח היגוי במצבים קיצוניים,406,172,144,251,270,--,1145,400,750,195/55R16,45,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,אין,אין,אין,2,בקרת אקלים מפוצלת,0,0,ללא,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,הגה בלבד,א,,,,,,,,,,,,,
אלפא_רומיאו,מיטו,VELOCE,2018,3,4,--,5,--,--,--,2008,קדמית,אוטומטית - רובוטית כפולת מצמדים,6,טורבו בנזין,4,1368,170,5500,25.5,2500,7.3,219,14.3,22.7,18.5,--,--,--,--,--,9,9,ABS + EBD + BAS,7,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית, מערכת DST המפעילה כח היגוי במצבים קיצוניים",406.3,172,144.6,251.1,270,--,1245,400,500,215/40R18,45,מקורית + שליטה מההגה,יש,אין,יש,5,אין,USB + AUX,אין,אין,אין,2,בקרת אקלים מפוצלת,1,1,יש,עור,אין,אי,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלפא_רומיאו,מיטו,DISTINCTIVE,2014,3,4,--,5,--,--,--,2008,קדמית,אוטומטית - רובוטית כפולת מצמדים,6,טורבו בנזין,4,1368,135,5000,23.4,1750,8.2,207,14,22.2,18.1,--,--,--,--,--,4,4,ABS + EBD + BAS,7,יש,יש,יש,0,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,מערכת DST המפעילה כח היגוי במצבים קיצוניים,406,172,144,251,270,--,1245,400,750,195/55R16,45,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,אין,אין,אין,2,מזגן רגיל,0,1,ללא,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,א,,,,,,,,,,,,,,,,,,
אלפא_רומיאו,מיטו,,2014,3,4,--,5,--,--,--,2009,קדמית,ידנית,6,טורבו בנזין,4,1368,170,5500,25,2500,7.5,219,12.3,20.8,15.4,--,--,--,--,--,4,4,ABS + EBD + BAS,7,יש,יש,יש,0,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,מערכת DST המפעילה כח היגוי במצבים קיצוניים,406,172,144,251,270,--,1145,400,500,215/45R17,45,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,אין,אין,אין,2,בקרת אקלים מפוצלת,0,1,ללא,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,יש,אין,אין,יש,,,,,,,,,,,
אלפא_רומיאו,מיטו,DISTINCTIVE,2011,3,4,--,4,--,--,--,2008,קדמית,ידנית,5,טורבו בנזין,4,1368,135,5000,21,1750,8.4,207,13.5,22.2,18.1,--,--,--,--,--,3,3,ABS + EBD + BAS,9,יש,יש,יש,0,0,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,מערכת DST המפעילה כח היגוי במצבים קיצוניים,406,172,144,251,270,--,1170,400,750,195/55R16,45,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,אין,אין,אין,2,בקרת אקלים מפוצלת,0,1,ללא,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,הגה,,,,,,,,,,,,,,
אלפא_רומיאו,מיטו,ZAGATO,2016,3,4,--,2,--,--,--,2008,קדמית,ידנית,6,טורבו בנזין,2,875,105,5500,14.8,2000,11.4,184,20,26.3,23.8,--,--,--,--,--,3,3,ABS + EBD + BAS,7,יש,יש,יש,0,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,מערכת DST המפעילה כח היגוי במצבים קיצוניים,406.3,172,144.6,251.1,270,--,1130,400,500,185/65R15,45,מקורית + שליטה מההגה,יש,אין,יש,5,אין,USB + AUX,אין,אין,אין,2,מזגן רגיל,0,0,ללא,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,הגה בלבד,אין,,,,,,,,,,,,,
אלפא_רומיאו,מיטו,,2012,3,4,--,5,--,--,--,2009,קדמית,ידנית,6,טורבו בנזין,4,1368,170,5500,25,2500,7.5,219,12.3,20.8,15.4,--,--,--,--,--,4,4,ABS + EBD + BAS,9,יש,יש,יש,0,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,מערכת DST המפעילה כח היגוי במצבים קיצוניים,406,172,144,251,270,--,1145,400,750,215/45R17,45,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,אין,אין,אין,2,בקרת אקלים מפוצלת,0,1,ללא,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,הגה בלבד,אין,י,,,,,,,,,,,,
אלפא_רומיאו,מיטו,COMPETIZIONE,2017,3,4,--,3,--,--,--,2008,קדמית,אוטומטית - רובוטית כפולת מצמדים,6,טורבו בנזין,4,1368,140,5000,25.5,2500,8.1,209,14.2,22.7,18.5,--,--,--,--,--,9,9,ABS + EBD + BAS,7,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,מערכת DST המפעילה כח היגוי במצבים קיצוניים,406.3,172,144.6,251.1,270,--,1245,400,500,215/45R17,45,מקורית + שליטה מההגה,יש,אין,יש,5,אין,USB + AUX,אין,אין,אין,2,מזגן רגיל,0,1,יש,בד,אין,אין,אין,רגילים,אין,אין,אין,אין,אין,אין,יש,,,,,,,,,,,,,,,,,,,,
אלפא_רומיאו,מיטו,DISTINCTIVE,2010,3,4,--,4,--,--,--,2008,קדמית,אוטומטית - רובוטית כפולת מצמדים,6,טורבו בנזין,4,1368,135,5000,23.4,1750,8.2,205,14,22.2,18.1,--,--,--,--,--,3,3,ABS + EBD + BAS,9,יש,יש,יש,0,0,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,מערכת DST המפעילה כח היגוי במצבים קיצוניים,406,172,144,251,270,--,1170,400,750,195/55R16,45,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,אין,אין,אין,2,בקרת אקלים מפוצלת,0,1,ללא,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,,,,,,,,,,,,,,,,,,,,,
אלפא_רומיאו,מיטו,VOLANTE,2016,3,4,--,5,--,--,--,2008,קדמית,אוטומטית - רובוטית כפולת מצמדים,6,טורבו בנזין,2,1368,170,5500,25.5,2500,7.3,219,14.3,22.7,18.5,--,--,--,--,--,6,6,ABS + EBD + BAS,7,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,מערכת DST המפעילה כח היגוי במצבים קיצוניים,406.3,172,144.6,251.1,270,--,1170,400,500,215/40R18,45,מקורית + שליטה מההגה,יש,אין,יש,5,אין,USB + AUX,אין,אין,אין,2,בקרת אקלים מפוצלת,1,1,יש,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,,,,,,,,,,,,,,,,,,,,,
אלפא_רומיאו,מיטו,,2010,3,4,--,5,--,--,--,2009,קדמית,ידנית,6,טורבו בנזין,4,1368,170,5500,25,2500,7.5,219,12.3,20.8,15.4,--,--,--,--,--,4,4,ABS + EBD + BAS,9,יש,יש,יש,0,0,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,מערכת DST המפעילה כח היגוי במצבים קיצוניים,406,172,144,251,270,--,1145,400,750,215/45R17,45,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,אין,אין,אין,2,בקרת אקלים מפוצלת,0,1,ללא,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,הגה בלבד,אין,א,,,,,,,,,,,,
אלפא_רומיאו,מיטו,PROGRESSION,2010,3,4,--,4,--,--,--,2008,קדמית,אוטומטית - רובוטית כפולת מצמדים,6,טורבו בנזין,4,1368,135,5000,23.4,1750,8.2,205,14,22.2,18.1,--,--,--,--,--,3,3,ABS + EBD + BAS,9,יש,יש,יש,0,0,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,מערכת DST המפעילה כח היגוי במצבים קיצוניים,406,172,144,251,270,--,1170,400,750,195/55R16,45,מקורית,אין,אין,אין,--,אין,אין,אין,אין,אין,2,מזגן רגיל,0,1,ללא,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,,,,,,,,,,,,,,,
אלפא_רומיאו,מיטו,VELOCE,2019,3,4,--,4,--,--,--,2008,קדמית,אוטומטית - רובוטית כפולת מצמדים,6,טורבו בנזין,4,1368,170,5500,25.5,2500,7.3,219,14.3,22.7,18.5,--,--,--,--,--,9,9,ABS + EBD + BAS,7,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית, מערכת DST המפעילה כח היגוי במצבים קיצוניים",406.3,172,144.6,251.1,270,--,1245,400,500,215/40R18,45,מקורית + שליטה מההגה,יש,אין,יש,5,אין,USB + AUX,אין,אין,אין,2,בקרת אקלים מפוצלת,0,1,יש,בד משולב ע,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
אלפא_רומיאו,ג'ולייטה,DISTINCTIVE,2013,5,5,--,5,--,--,--,2010,קדמית,ידנית,6,טורבו בנזין,4,1368,170,5500,25.4,2500,7.8,218,12.8,21.7,17.2,--,--,--,--,--,5,5,ABS + EBD + BAS,6,יש,יש,יש,0,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,435,179,146,263,350,--,1365,400,750,225/45R17,60,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,אין,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אופציה לגג שמש פנוראמי,1,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אין,אין,יש,אין,אין,אין,יש,אין,הגה בל,,,,,,,,,,,,,,
אלפא_רומיאו,ג'ולייטה,COMPETIZIONE,2015,5,5,--,5,--,--,--,2010,קדמית,אוטומטית - רובוטית כפולת מצמדים,6,טורבו בנזין,4,1368,170,5500,25.4,2500,7.6,218,14.9,23.2,19.6,--,--,--,--,--,6,6,ABS + EBD + BAS,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,435.1,179.8,146.5,263.4,350,--,1310,400,750,205/55R16,60,מקורית + שליטה מההגה,יש,אין,יש,5,אין,USB + AUX,אין,אין,אין,4,מזגן רגיל,אופציה לגג שמש פנוראמי,1,ללא,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אי,,,,,,,,,,,,,,,,
אלפא_רומיאו,ג'ולייטה,DISTINCTIVE,2011,5,5,--,5,--,--,--,2010,קדמית,ידנית,6,טורבו בנזין,4,1368,120,5000,21,1750,9.4,195,11.9,18.8,15.6,--,--,--,--,--,4,4,ABS + EBD + BAS,8,יש,יש,יש,0,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,435,179,146,263,350,--,1355,400,750,225/45R17,60,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,אין,אין,אין,4,בקרת אקלים מפוצלת,אופציה לגג שמש פנוראמי,1,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אין,אין,יש,אין,אין,אין,יש,אין,הגה בלבד,אין,אין,יש,יש,,,,,,,,,,
אלפא_רומיאו,ג'ולייטה,SPORT,2019,5,5,--,5,--,--,--,2010,קדמית,ידנית,6,טורבו בנזין,4,1368,150,5500,25.4,2500,8.2,210,13.5,22.7,18.1,--,--,--,--,--,10,10,ABS + EBD + BAS,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",435.1,179.8,146.5,263.4,350,--,1290,500,1300,225/45R17,60,מקורית + שליטה מההגה,יש,אין,יש,5,אין,USB + AUX,אין,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אופציה לגג שמש פנוראמי,1,יש,בד,אין,אין,אין,רגילים,יש,אין,אין,אחוריי,,,,,,,,,,,,,,,,,,,,,,,
אלפא_רומיאו,ג'ולייטה,COMPETIZIONE,2016,5,5,--,5,--,--,--,2010,קדמית,אוטומטית - רובוטית כפולת מצמדים,6,טורבו בנזין,4,1368,170,5500,25.4,2500,7.7,218,15.9,24.4,20.4,--,--,--,--,--,5,5,ABS + EBD + BAS,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,435.1,179.8,146.5,263.4,350,--,1305,500,1300,225/45R17,60,מקורית + שליטה מההגה,יש,אין,יש,5,אין,USB + AUX,אין,אין,אין,4,מזגן רגיל,אופציה לגג שמש פנוראמי,1,יש,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אי,,,,,,,,,,,,,,,,
אלפא_רומיאו,ג'ולייטה,COMPETIZIONE,2016,5,5,--,5,--,--,--,2010,קדמית,ידנית,6,טורבו בנזין,4,1368,120,5000,22,2500,9.4,195,12.3,19.6,16.1,--,--,--,--,--,8,8,ABS + EBD + BAS,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,435.1,179.8,146.5,263.4,350,--,1280,500,1300,225/45R17,60,מקורית + שליטה מההגה,יש,אין,יש,5,אין,USB + AUX,אין,אין,אין,4,מזגן רגיל,אופציה לגג שמש פנוראמי,1,יש,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,הגה בלבד,אין,אין,יש,יש,,,,,,,,,,
אלפא_רומיאו,ג'ולייטה,SPORTIVA,2016,5,5,--,5,--,--,--,2010,קדמית,ידנית,6,טורבו בנזין,4,1368,150,5500,25.4,2500,8.2,210,13.5,22.7,18.1,--,--,--,--,--,7,7,ABS + EBD + BAS,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,435.1,179.8,146.5,263.4,350,--,1290,500,1300,225/40R18,60,מקורית + שליטה מההגה,יש,אין,יש,5,אין,USB + AUX,אין,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אופציה לגג שמש פנוראמי,1,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אחוריים + קדמיים,אין,אין,יש,אין,אין,אין,,,,,,,,,,,,,,,,,
אלפא_רומיאו,ג'ולייטה,TURISMO,2015,5,5,--,5,--,--,--,2010,קדמית,ידנית,6,טורבו בנזין,4,1368,170,5500,25.4,2500,7.8,218,12.8,21.7,17.5,--,--,--,--,--,8,8,ABS + EBD + BAS,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,435.1,179.8,146.5,263.4,350,--,1290,400,750,225/45R17,60,מקורית + שליטה מההגה,יש,אין,יש,5,אין,USB + AUX,אין,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אופציה לגג שמש פנוראמי,1,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אחוריים + קדמיים,אין,אין,יש,אין,אין,אין,י,,,,,,,,,,,,,,,,
אלפא_רומיאו,ג'ולייטה,MONZA,2015,5,5,--,6,--,--,--,2010,קדמית,אוטומטית - רובוטית כפולת מצמדים,6,טורבו בנזין,4,1742,240,5750,34.6,2000,6,244,10.2,18.8,14.2,--,--,--,--,--,12,12,ABS + EBD + BAS,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,435.1,179.8,146.5,263.4,350,--,1320,400,750,225/45R17,60,מקורית + שליטה מההגה,יש,אין,יש,5,אין,USB + AUX,אין,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,0,1,יש,בד משולב עור,אין,אין,אין,רגילים,יש,יש,יש,אין,אין,אין,יש,אין,אין,אין,י,,,,,,,,,,,,,,,,
אלפא_רומיאו,ג'ולייטה,MILANO,2017,5,5,--,5,--,--,--,2010,קדמית,ידנית,6,טורבו בנזין,4,1368,150,5500,25.4,2500,8.2,210,13.5,22.7,18.1,--,--,--,--,--,10,10,ABS + EBD + BAS,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,435.1,179.8,146.5,263.4,350,--,1290,500,1300,225/40R18,60,מקורית + שליטה מההגה,יש,אין,יש,5,אין,USB + AUX,אין,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אופציה לגג שמש פנוראמי,1,יש,עור,אין,אין,אין,רגילים,יש,יש,יש,אחוריים + קדמיים,אין,אין,יש,אין,אין,אי,,,,,,,,,,,,,,,,,
אלפא_רומיאו,ג'ולייטה,VELOCE,2017,5,5,--,6,--,--,--,2010,קדמית,אוטומטית - רובוטית כפולת מצמדים,6,טורבו בנזין,4,1742,240,5750,34.6,2000,6,244,10.5,19.2,14.7,--,--,--,--,--,13,13,ABS + EBD + BAS,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,435.1,179.8,146.5,263.4,350,--,1320,500,1000,225/40R18,60,מקורית + שליטה מההגה,יש,אין,יש,5,אין,USB + AUX,אין,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,מלפנים,אין,קסנון,יש,יש,יש,אחוריים + קד,,,,,,,,,,,,,,,,,,,,,,,
אלפא_רומיאו,ג'ולייטה,PROGRESSION,2011,5,5,--,5,--,--,--,2010,קדמית,ידנית,6,טורבו בנזין,4,1368,120,5000,21,1750,9.4,195,11.9,18.8,15.6,--,--,--,--,--,4,4,ABS + EBD + BAS,8,יש,יש,יש,0,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,435,179,146,263,350,--,1355,400,750,205/55R16,60,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,אין,אין,אין,4,מזגן רגיל,0,1,ללא,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,הגה בלבד,אין,אין,יש,יש,אין,אין,אין,רגילים,אין,מ,,,,
אלפא_רומיאו,ג'ולייטה,PROGRESSION,2012,5,5,--,5,--,--,--,2010,קדמית,אוטומטית - רובוטית כפולת מצמדים,6,טורבו בנזין,4,1368,170,5500,25.4,2500,7.8,218,14.9,23.2,19.2,--,--,--,--,--,3,3,ABS + EBD + BAS,6,יש,יש,יש,0,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,435,179,146,263,350,--,1365,400,750,205/55R16,60,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,אין,אין,אין,4,מזגן רגיל,0,1,ללא,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,הגה בלבד,אין,אין,יש,,,,,,,,,,,
אלפא_רומיאו,ג'ולייטה,PROGRESSION,2010,5,5,--,5,--,--,--,2010,קדמית,ידנית,6,טורבו בנזין,4,1368,120,5000,21,1750,9.4,195,11.9,18.8,15.6,--,--,--,--,--,4,4,ABS + EBD + BAS,8,יש,יש,יש,0,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,435,179,146,263,350,--,1355,400,750,205/55R16,60,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,אין,אין,אין,4,מזגן רגיל,0,1,ללא,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,הגה בלבד,אין,אין,יש,יש,אין,אין,אין,רגילים,אין,מ,,,,
אלפא_רומיאו,ג'ולייטה,DISTINCTIVE,2012,5,5,--,5,--,--,--,2010,קדמית,אוטומטית - רובוטית כפולת מצמדים,6,טורבו בנזין,4,1368,170,5500,25.4,2500,7.8,218,14.9,23.2,19.2,--,--,--,--,--,3,3,ABS + EBD + BAS,6,יש,יש,יש,0,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,435,179,146,263,350,--,1365,400,750,225/45R17,60,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,אין,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אופציה לגג שמש פנוראמי,1,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אין,אין,יש,,,,,,,,,,,,,,,,,,,,
אלפא_רומיאו,ג'ולייטה,VELOCE,2016,5,5,--,6,--,--,--,2010,קדמית,אוטומטית - רובוטית כפולת מצמדים,6,טורבו בנזין,4,1742,240,5750,34.6,2000,6,244,10.5,19.2,14.7,--,--,--,--,--,11,11,ABS + EBD + BAS,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,435.1,179.8,146.5,263.4,350,--,1320,500,1000,225/40R18,60,מקורית + שליטה מההגה,יש,אין,יש,5,אין,USB + AUX,אין,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אופציה לגג שמש פנוראמי,1,יש,בד משולב עור,אין,אין,אין,רגילים,יש,יש,יש,אחורי,,,,,,,,,,,,,,,,,,,,,,,
אלפא_רומיאו,ג'ולייטה,MILANO,2017,5,5,--,5,--,--,--,2010,קדמית,אוטומטית - רובוטית כפולת מצמדים,6,טורבו בנזין,4,1368,170,5500,25.4,2500,7.7,218,15.9,24.4,20.4,--,--,--,--,--,8,8,ABS + EBD + BAS,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,435.1,179.8,146.5,263.4,350,--,1305,500,1300,225/40R18,60,מקורית + שליטה מההגה,יש,אין,יש,5,אין,USB + AUX,אין,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,אופציה לגג שמש פנוראמי,1,יש,עור,אין,אין,אין,רגילים,יש,יש,יש,אחוריים + קדמי,,,,,,,,,,,,,,,,,,,,,,,
אלפא_רומיאו,ג'ולייטה,DISTINCTIVE,2011,5,5,--,5,--,--,--,2010,קדמית,ידנית,6,טורבו בנזין,4,1368,170,5500,25.4,2500,7.8,218,12.8,21.7,17.2,--,--,--,--,--,4,4,ABS + EBD + BAS,8,יש,יש,יש,0,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,435,179,146,263,350,--,1365,400,750,225/45R17,60,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,אין,אין,אין,4,בקרת אקלים מפוצלת,אופציה לגג שמש פנוראמי,1,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אין,אין,יש,אין,אין,אין,יש,אין,הגה בלבד,אין,אין,יש,,,,,,,,,,,
אלפא_רומיאו,ג'ולייטה,MILANO,2012,5,5,--,5,--,--,--,2010,קדמית,אוטומטית - רובוטית כפולת מצמדים,6,טורבו בנזין,4,1368,170,5500,25.4,2500,7.8,218,14.9,23.2,19.2,--,--,--,--,--,3,3,ABS + EBD + BAS,6,יש,יש,יש,0,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,435,179,146,263,350,--,1365,400,750,225/55R17,60,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,אין,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,יש,בד,אין,אין,אין,רגילים,יש,יש,יש,אין,אין,אין,יש,אין,אין,אין,,,,,,,,,,,,,,,,,
אלפא_רומיאו,ג'ולייטה,PROGRESSION,2013,5,5,--,5,--,--,--,2010,קדמית,אוטומטית - רובוטית כפולת מצמדים,6,טורבו בנזין,4,1368,170,5500,25.4,2500,7.8,218,14.9,23.2,19.2,--,--,--,--,--,4,4,ABS + EBD + BAS,6,יש,יש,יש,0,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,435,179,146,263,350,--,1365,400,750,205/55R16,60,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,אין,אין,אין,4,מזגן רגיל,0,1,ללא,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,הגה בלבד,אין,אין,יש,,,,,,,,,,,
אלפא_רומיאו,ג'ולייטה,VELOCE,2018,5,5,--,6,--,--,--,2010,קדמית,אוטומטית - רובוטית כפולת מצמדים,6,טורבו בנזין,4,1742,240,5750,34.6,2000,6,244,10.5,19.2,14.7,--,--,--,--,--,13,13,ABS + EBD + BAS,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",435.1,179.8,146.5,263.4,350,--,1320,500,1000,225/40R18,60,מקורית + שליטה מההגה,יש,אין,יש,5,אין,USB + AUX,אין,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,מלפנים,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
