make,model,ramat_gimur,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,fieldprice_equ,hanaa_nm,automatic_ind,delek_cd
לנדרובר,דיסקברי_ספורט,PLUS,2019,5,7.0,0,7,0,0,0.0,2014,כפולה (4X4),אוטומטית - טיפטרוניק,9,טורבו בנזין,4,2000,249,5500.0,37.20000076293945,1400.0,7.8,224,10.0,14.5,12.5,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,7.0,1,1,1,1,1,1,1,1,1,היגוי אקטיבי,התרעה בלבד,0,0,1,0,0,0,0,בלימת חירום במהירות בין-עירונית,459.70001220703125,206.89999389648438,172.6999969482422,274.1000061035156,115.0,1451.0,2194,750.0,2200.0,235/60R18,67,מקורית + שליטה מההגה,1,0,1,10.0,0,USB,Apple CarPlay,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כולל שמירת מרחק,עור,יש  - כוונון מלא,0,0,LED,1,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות פנים,הגה בלבד,0,1,1,0,1,1,1,רגילים,1,"מראה מרכזית מבוססת מצלמה, בקרת נגרר, מערכת שמע משודרגת עם 10 רמקולים, חלונות אחוריים כהים",0,4X4,1,1
לנדרובר,דיסקברי_ספורט,,2016,5,7.0,0,7,0,0,0.0,2014,כפולה (4X4),אוטומטית - טיפטרוניק,9,טורבו דיזל,4,1998,180,4000.0,43.79999923706055,1750.0,8.9,188,13.5,17.5,15.9,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,8.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.8999938964844,206.89999389648438,172.39999389648438,274.1000061035156,194.0,1698.0,1884,750.0,2200.0,235/60R18,54,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,0,0,0,4.0,בקרת אקלים,גג שמש פנוראמי,1,1,עור,יש  - כוונון מלא,0,0,קסנון,1,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,הנעה בלבד,1,מראות פנים,הגה בלבד,0,1,1,0,1,1,1,רגילים,1,"חלונות אחוריים כהים, מערכת שמע משודרגת",0,4X4,1,2
לנדרובר,דיסקברי_ספורט,LUXURY,2017,5,7.0,0,7,0,0,0.0,2014,כפולה (4X4),אוטומטית - טיפטרוניק,9,טורבו דיזל,4,1998,180,4000.0,43.79999923706055,1750.0,8.9,188,13.5,17.5,15.9,0,0,0,0,0,11.0,11.0,ABS + EBD + BAS,8.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.8999938964844,206.89999389648438,172.39999389648438,274.1000061035156,194.0,1698.0,1884,750.0,2200.0,235/55R19,54,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,0,0,0,4.0,בקרת אקלים,גג שמש פנוראמי,1,1,עור,יש  + זכרון,מלפנים,0,קסנון,1,1,1,אחוריים + קדמיים,אחורית,1,1,0,0,הנעה בלבד,1,מראות פנים,הגה בלבד,0,1,1,0,1,1,1,רגילים,1,"חלונות אחוריים כהים, מערכת שמע משודרגת",0,4X4,1,2
לנדרובר,דיסקברי_ספורט,PLUS,2021,5,7.0,0,7,10540.0,0,0.0,2014,כפולה (4X4),אוטומטית - טיפטרוניק,9,טורבו בנזין,4,2000,249,5500.0,37.20000076293945,1400.0,7.8,224,10.0,14.5,12.5,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,7.0,1,1,1,1,1,1,1,1,1,היגוי אקטיבי,התרעה בלבד,0,0,1,0,0,0,0,בלימת חירום במהירות בין-עירונית,459.70001220703125,206.89999389648438,172.6999969482422,274.1000061035156,115.0,1451.0,2194,750.0,2200.0,235/60R18,67,מקורית + שליטה מההגה,1,0,1,10.0,0,USB,Android Auto + Apple CarPlay,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כולל שמירת מרחק,עור,יש  - כוונון מלא,0,0,LED,1,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות פנים,הגה בלבד,0,1,1,0,1,1,1,רגילים,1,"מראה מרכזית מבוססת מצלמה, בקרת נגרר, מערכת שמע משודרגת עם 10 רמקולים, חלונות אחוריים כהים",0,4X4,1,1
לנדרובר,דיסקברי_ספורט,LUXURY,2016,5,7.0,0,7,0,0,0.0,2014,כפולה (4X4),אוטומטית - טיפטרוניק,9,טורבו בנזין,4,1999,240,5800.0,34.70000076293945,1750.0,8.2,199,9.2,14.7,12.0,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,8.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.8999938964844,206.89999389648438,172.39999389648438,274.1000061035156,194.0,1698.0,1859,750.0,2200.0,235/55R19,70,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,0,0,0,4.0,בקרת אקלים,גג שמש פנוראמי,1,1,עור,יש  + זכרון,מלפנים,0,קסנון,1,1,1,אחוריים + קדמיים,אחורית,1,1,0,0,הנעה בלבד,1,מראות פנים,הגה בלבד,0,1,1,0,1,1,1,רגילים,1,"חלונות אחוריים כהים, מערכת שמע משודרגת",0,4X4,1,1
לנדרובר,דיסקברי_ספורט,,2018,5,5.0,0,7,0,0,0.0,2014,כפולה (4X4),אוטומטית - טיפטרוניק,9,טורבו דיזל,4,1998,150,3500.0,38.70000076293945,1750.0,10.3,180,13.5,18.2,16.7,0,0,0,0,0,11.0,11.0,ABS + EBD + BAS,8.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",459.8999938964844,206.89999389648438,172.39999389648438,274.1000061035156,194.0,1698.0,1785,750.0,2200.0,235/65R17,54,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,0,0,0,4.0,בקרת אקלים,0,1,1,בד,0,0,0,רגילים,0,1,1,אחוריים,אחורית,0,1,0,0,הנעה בלבד,1,מראות פנים,הגה בלבד,0,1,1,0,1,1,1,רגילים,0,0,0,4X4,1,2
לנדרובר,דיסקברי_ספורט,,2017,5,7.0,0,7,0,0,0.0,2014,כפולה (4X4),אוטומטית - טיפטרוניק,9,טורבו בנזין,4,1999,240,5800.0,34.70000076293945,1750.0,8.2,199,9.2,14.7,12.0,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,8.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.8999938964844,206.89999389648438,172.39999389648438,274.1000061035156,194.0,1698.0,1859,750.0,2200.0,235/60R18,70,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,0,0,0,4.0,בקרת אקלים,גג שמש פנוראמי,1,1,עור,יש  - כוונון מלא,0,0,קסנון,1,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,הנעה בלבד,1,מראות פנים,הגה בלבד,0,1,1,0,1,1,1,רגילים,1,"חלונות אחוריים כהים, מערכת שמע משודרגת",0,4X4,1,1
לנדרובר,דיסקברי_ספורט,,2015,5,7.0,0,7,0,0,0.0,2014,כפולה (4X4),אוטומטית - טיפטרוניק,9,טורבו בנזין,4,1999,240,5800.0,34.0,1750.0,8.2,199,9.2,14.7,12.0,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,8.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,459.8999938964844,206.89999389648438,172.39999389648438,274.1000061035156,194.0,1698.0,1841,750.0,2200.0,235/60R18,70,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,0,0,0,4.0,בקרת אקלים,גג שמש פנוראמי,1,1,עור,יש  - כוונון מלא,0,0,קסנון,1,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,הנעה בלבד,1,מראות פנים,הגה בלבד,0,1,1,0,1,1,1,רגילים,1,"חלונות אחוריים כהים, מערכת שמע משודרגת",0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,PURE,2012,5,5.0,0,7,0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,5500.0,34.0,1750.0,7.6,217,8.4,14.4,11.4,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,160.5,266.0,575.0,1445.0,1650,0,0,235/60R18,70,מקורית + שליטה מההגה,1,0,1,0,0,USB,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,1,עור,יש  + זכרון,0,0,רגילים,1,1,1,אחוריים,0,0,1,0,0,הנעה בלבד,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,PRESTIGE,2016,3,5.0,0,7,13392.0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,5500.0,34.0,1750.0,7.6,217,8.4,14.4,11.5,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,163.5,266.0,575.0,1445.0,1650,0,0,245/40R20,70,מקורית + שליטה מההגה,1,0,1,0,0,iPod,0,0,0,4.0,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,1,עור,יש  - כוונון מלא,מלפנים,0,קסנון עם מנגנון הפניה בסיבוב,0,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,הנעה בלבד,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,PRESTIGE,2017,3,5.0,0,7,13392.0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,5500.0,34.0,1750.0,7.6,217,8.4,14.4,11.5,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,163.5,266.0,575.0,1445.0,1650,0,0,245/40R20,70,מקורית + שליטה מההגה,1,0,1,0,0,iPod,0,0,0,4.0,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,1,עור,יש  - כוונון מלא,מלפנים,0,קסנון עם מנגנון הפניה בסיבוב,0,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,הנעה בלבד,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,PRESTIGE,2013,3,5.0,0,7,0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,5500.0,34.0,1750.0,7.6,217,8.4,14.4,11.5,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,163.5,266.0,575.0,1445.0,1650,0,0,245/40R20,70,מקורית + שליטה מההגה,1,0,1,0,0,iPod,0,0,0,4.0,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,1,עור,יש  - כוונון מלא,מלפנים,0,קסנון עם מנגנון הפניה בסיבוב,0,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,הנעה בלבד,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,PURE,2011,5,5.0,0,7,0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,6000.0,34.0,1750.0,7.6,217,8.4,14.4,11.5,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,160.5,266.0,575.0,1445.0,1650,0,0,235/60R18,70,מקורית + שליטה מההגה,1,0,1,0,0,USB,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,עור,יש - כוונון חלקי,0,0,רגילים,0,0,0,אחוריים,0,0,1,0,0,הנעה בלבד,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,PURE,2013,3,5.0,0,7,0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,5500.0,34.0,1750.0,7.6,217,8.4,14.4,11.4,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,163.5,266.0,575.0,1445.0,1650,0,0,235/60R18,70,מקורית + שליטה מההגה,1,0,1,0,0,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,1,עור,יש  + זכרון,0,0,רגילים,1,1,1,אחוריים,0,0,1,0,0,הנעה בלבד,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,PRESTIGE,2013,5,5.0,0,7,0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,5500.0,34.0,1750.0,7.6,217,8.4,14.4,11.5,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,163.5,266.0,575.0,1445.0,1650,0,0,245/40R20,70,מקורית + שליטה מההגה,1,0,1,0,0,iPod,0,0,0,4.0,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,1,עור,יש  - כוונון מלא,מלפנים,0,קסנון עם מנגנון הפניה בסיבוב,0,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,הנעה בלבד,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,PURE,2017,5,5.0,0,7,10565.0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,5500.0,34.0,1750.0,7.6,217,8.4,14.4,11.5,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,7.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,163.5,266.0,575.0,1445.0,1650,0,0,235/60R18,70,מקורית + שליטה מההגה,1,0,1,0,0,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,עור,יש - כוונון חלקי,0,0,רגילים,0,0,0,אחוריים,0,0,1,0,0,הנעה בלבד,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,PRESTIGE,2018,3,5.0,0,7,13392.0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,5500.0,34.0,1750.0,7.6,217,8.4,14.4,11.5,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,163.5,266.0,575.0,1445.0,1650,0,0,245/40R20,70,מקורית + שליטה מההגה,1,0,1,0,0,iPod,0,0,0,4.0,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,1,עור,יש  - כוונון מלא,מלפנים,0,קסנון עם מנגנון הפניה בסיבוב,0,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,הנעה בלבד,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,PRESTIGE,2015,5,5.0,0,7,0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,5500.0,34.0,1750.0,7.6,217,8.4,14.4,11.5,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,163.5,266.0,575.0,1445.0,1650,0,0,245/40R20,70,מקורית + שליטה מההגה,1,0,1,0,0,iPod,0,0,0,4.0,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,1,עור,יש  - כוונון מלא,מלפנים,0,קסנון עם מנגנון הפניה בסיבוב,0,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,הנעה בלבד,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,PURE,2014,5,5.0,0,7,0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,5500.0,34.0,1750.0,7.6,217,8.4,14.4,11.4,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,163.5,266.0,575.0,1445.0,1650,0,0,235/60R18,70,מקורית + שליטה מההגה,1,0,1,0,0,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,1,עור,יש  + זכרון,0,0,רגילים,1,1,1,אחוריים,0,0,1,0,0,הנעה בלבד,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,DYNAMIC,2017,5,5.0,0,7,13169.0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,5500.0,34.0,1750.0,7.6,217,8.4,14.4,11.5,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,163.5,266.0,575.0,1445.0,1650,0,0,245/40R20,70,מקורית + שליטה מההגה,1,0,1,0,0,USB + AUX,0,0,0,4.0,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,1,עור,יש  - כוונון מלא,מלפנים,0,קסנון עם מנגנון הפניה בסיבוב,0,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,הנעה בלבד,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,PURE,2012,5,5.0,0,7,0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,6000.0,34.0,1750.0,7.6,217,8.4,14.4,11.5,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,160.5,266.0,575.0,1445.0,1650,0,0,235/60R18,70,מקורית + שליטה מההגה,1,0,1,0,0,USB,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,עור,יש - כוונון חלקי,0,0,רגילים,0,0,0,אחוריים,0,0,1,0,0,הנעה בלבד,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,PURE,2015,3,5.0,0,7,0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,5500.0,34.0,1750.0,7.6,217,8.4,14.4,11.4,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,163.5,266.0,575.0,1445.0,1650,0,0,235/60R18,70,מקורית + שליטה מההגה,1,0,1,0,0,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,1,עור,יש  + זכרון,0,0,רגילים,1,1,1,אחוריים,0,0,1,0,0,הנעה בלבד,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,DYNAMIC,2015,5,5.0,0,7,0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,5500.0,34.0,1750.0,7.6,217,8.4,14.4,11.5,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,163.5,266.0,575.0,1445.0,1650,0,0,245/40R20,70,מקורית + שליטה מההגה,1,0,1,0,0,USB + AUX,0,0,0,4.0,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,1,עור,יש  - כוונון מלא,מלפנים,0,קסנון עם מנגנון הפניה בסיבוב,0,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,הנעה בלבד,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,PURE,2015,5,5.0,0,7,0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,5500.0,34.0,1750.0,7.6,217,8.4,14.4,11.5,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,7.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,163.5,266.0,575.0,1445.0,1650,0,0,235/60R18,70,מקורית + שליטה מההגה,1,0,1,0,0,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,עור,יש - כוונון חלקי,0,0,רגילים,0,0,0,אחוריים,0,0,1,0,0,הנעה בלבד,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,PURE,2018,5,5.0,0,7,10540.0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,5500.0,34.0,1750.0,7.6,217,8.4,14.4,11.5,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,7.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,163.5,266.0,575.0,1445.0,1650,0,0,235/60R18,70,מקורית + שליטה מההגה,1,0,1,0,0,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,עור,יש - כוונון חלקי,0,0,רגילים,0,0,0,אחוריים,0,0,1,0,0,הנעה בלבד,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,PURE,2018,5,5.0,0,7,11508.0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,5500.0,34.0,1750.0,7.6,217,8.4,14.4,11.4,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,163.5,266.0,575.0,1445.0,1650,0,0,235/60R18,70,מקורית + שליטה מההגה,1,0,1,0,0,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,1,עור,יש  + זכרון,0,0,רגילים,1,1,1,אחוריים,0,0,1,0,0,הנעה בלבד,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,PRESTIGE,2012,5,5.0,0,7,0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,5500.0,34.0,1750.0,7.6,217,8.4,14.4,11.5,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,160.5,266.0,575.0,1445.0,1650,0,0,245/40R20,70,מקורית + שליטה מההגה,1,0,1,0,0,iPod,0,0,0,4.0,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,1,עור,יש  - כוונון מלא,מלפנים,0,קסנון עם מנגנון הפניה בסיבוב,0,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,הנעה בלבד,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,PRESTIGE,2011,5,5.0,0,7,0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,5500.0,34.0,1750.0,7.6,217,8.4,14.4,11.5,0,0,0,0,0,14.0,14.0,ABS + EBD + BAS,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,160.5,266.0,575.0,1445.0,1650,0,0,245/40R20,70,מקורית + שליטה מההגה,1,0,1,0,0,iPod,0,0,0,4.0,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,1,עור,יש  - כוונון מלא,מלפנים,0,קסנון עם מנגנון הפניה בסיבוב,0,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,הנעה בלבד,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
לנדרובר,ריינג'_רובר_איווק,PURE,2015,5,5.0,0,7,0,0,0.0,2011,כפולה (4X4),אוטומטית - טיפטרוניק,6,טורבו בנזין,4,1999,240,5500.0,34.0,1750.0,7.6,217,8.4,14.4,11.4,0,0,0,0,0,15.0,15.0,ABS + EBD + BAS,6.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,436.5,196.5,163.5,266.0,575.0,1445.0,1650,0,0,235/60R18,70,מקורית + שליטה מההגה,1,0,1,0,0,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,1,עור,יש  + זכרון,0,0,רגילים,1,1,1,אחוריים,0,0,1,0,0,הנעה בלבד,1,0,1,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1
