tozeret_cd,tozar,kinuy_mishari,ramat_gimur,shnat_yitzur,degem_cd,kvuzat_agra_cd,nefah_manoa,mishkal_kolel,gova,hanaa_cd,hanaa_nm_x,automatic_ind_x,mispar_halonot_hashmal,halon_bagg_ind,galgaley_sagsoget_kala_ind,argaz_ind,merkav,sug_degem,delek_cd_x,delek_nm,mispar_dlatot,koah_sus,mispar_moshavim,bakarat_yatzivut_ind,kosher_grira_im_blamim,kosher_grira_bli_blamim,technologiat_hanaa_cd,technologiat_hanaa_nm,bakarat_stiya_menativ_ind,bakarat_stiya_menativ_makor_hatkana,nitur_merhak_milfanim_ind,nitur_merhak_milfanim_makor_hatkana,zihuy_beshetah_nistar_ind,bakarat_shyut_adaptivit_ind,zihuy_holchey_regel_ind,zihuy_holchey_regel_makor_hatkana,maarechet_ezer_labalam_ind,matzlemat_reverse_ind,hayshaney_lahatz_avir_batzmigim_ind,hayshaney_hagorot_ind,teura_automatit_benesiya_kadima_ind,shlita_automatit_beorot_gvohim_ind,shlita_automatit_beorot_gvohim_makor_hatkana,zihuy_matzav_hitkarvut_mesukenet_ind,zihuy_tamrurey_tnua_ind,zihuy_rechev_do_galgali,zihuy_tamrurey_tnua_makor_hatkana,bakarat_stiya_activ_s,blima_otomatit_nesia_leahor,bakarat_mehirut_isa,Unnamed: 0.1,Unnamed: 0,make,model,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,hanaa_nm_y,automatic_ind_y,delek_cd_y,fieldprice_equ
817,סיטרואן,C5,COMFORT,2014,166,5,1997,2090,,1,4X2,1,4,0,1,0,סדאן,P,1,בנזין,4,143,5,1,1500,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,240,240,הונדה,CRV,2011,5,5,--,5,--,--,אחודה,2006,כפולה (4X4),אוטומטית,5,בנזין,4,1997,150,6200,19.4,4200,12.2,180,9.1,14.9,12.1,--,--,--,--,--,12,12,ABS + EBD + BAS,6,יש,אין,יש,0,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,457.4,182,167.5,263,550,910,1550,0,0,225/65R17,58,מקורית + שליטה מההגה,אין,אין,אין,--,אין,AUX,--,--,אין,4,מזגן רגיל,0,1,ללא,בד,אין,אין,--,רגילים,אופציונלי,אין,אין,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,4X4,1,1,--
19,אאודי,A3,,2009,171,5,1798,1840,,1,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,180,5,1,750,670,,הנעה רגילה,0,,0,,0,0,0,,1,1,1,1,1,0,,0,0,0,,0,0,0,516,516,הונדה,סיוויק_סדאן,2014,4,5,--,3,--,--,--,2011,קדמית,אוטומטית - רציפה,--,בנזין,4,1798,143,6500,17.8,4300,--,--,14.9,20,16.6,--,--,--,--,--,3,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,0,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",455.6,175.2,143.5,267,353,--,1284,0,0,195/65R15,50,מקורית + שליטה מההגה,יש,אין,יש,--,יש,USB + AUX,אין,אין,אין,4,מזגן רגיל,0,1,יש,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,רגילים,אין,--,2X4,1,1,--
19,אאודי,A3,,2010,171,5,1798,1810,,1,4X2,1,2,0,1,0,הצ'בק,P,1,בנזין,3,180,5,1,750,660,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,1,1,0,,0,0,0,,0,0,0,162,162,הונדה,סיוויק_סדאן,2014,4,5,--,3,--,--,--,2011,קדמית,אוטומטית - רציפה,--,בנזין,4,1798,143,6500,17.8,4300,--,--,14.9,20,16.6,--,--,--,--,--,3,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,0,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",455.6,175.2,143.5,267,353,--,1284,0,0,195/65R15,50,מקורית + שליטה מההגה,יש,אין,יש,--,יש,USB + AUX,אין,אין,אין,4,מזגן רגיל,0,1,יש,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,רגילים,אין,--,2X4,1,1,--
19,אאודי,A3,,2011,171,5,1798,1840,,1,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,180,5,1,750,670,,הנעה רגילה,0,,1,יצרן,0,1,0,,1,0,1,1,1,0,,1,0,0,,0,0,0,59,59,הונדה,סיוויק_סטיישן,2014,5,5,--,4,--,--,--,2013,קדמית,אוטומטית - טיפטרוניק,5,בנזין,4,1798,142,6500,17.7,4300,10.9,205,11.2,19.2,15.4,--,--,--,--,--,4,4,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,453.5,177,148,259.5,573,1610,1335,0,0,205/55R16,50,מקורית + שליטה מההגה,אין,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים,0,1,יש,בד,אין,אין,--,רגילים,אין,אין,אין,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,2X4,1,1,--
19,אאודי,A3,,2012,171,5,1798,1840,,1,4X2,1,4,0,1,0,הצ'בק,P,1,בנזין,5,180,5,1,750,670,,הנעה רגילה,0,,1,יצרן,0,1,0,,1,0,1,1,1,0,,1,0,0,,0,0,0,162,162,הונדה,סיוויק_סדאן,2014,4,5,--,3,--,--,--,2011,קדמית,אוטומטית - רציפה,--,בנזין,4,1798,143,6500,17.8,4300,--,--,14.9,20,16.6,--,--,--,--,--,3,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,0,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",455.6,175.2,143.5,267,353,--,1284,0,0,195/65R15,50,מקורית + שליטה מההגה,יש,אין,יש,--,יש,USB + AUX,אין,אין,אין,4,מזגן רגיל,0,1,יש,בד,אין,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,אין,רגילים,אין,--,2X4,1,1,--
817,סיטרואן,C5,COMFORT,2014,173,5,1997,2090,,1,4X2,1,4,0,1,0,סדאן,P,1,בנזין,4,143,5,1,1500,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,594,594,הונדה,CRV,2011,5,5,--,5,--,--,אחודה,2006,כפולה (4X4),אוטומטית,5,בנזין,4,1997,150,6200,19.4,4200,12.2,180,9.1,14.9,12.1,--,--,--,--,--,12,12,ABS + EBD + BAS,6,יש,אין,יש,0,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,457.4,182,167.5,263,550,910,1550,0,0,225/65R17,58,מקורית + שליטה מההגה,אין,אין,אין,--,אין,AUX,--,--,אין,4,מזגן רגיל,0,1,ללא,בד,אין,אין,--,רגילים,אופציונלי,אין,אין,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,4X4,1,1,--
312,הונדה,CR-V 1.5,ELEGANCE,2013,174,5,1498,2350,,3,4X4,1,4,0,1,0,פנאי-שטח,P,1,בנזין,5,192,5,1,1500,600,,הנעה רגילה,1,יצרן,1,יצרן,0,1,1,יצרן,1,1,1,0,1,1,יצרן,1,1,0,יצרן,1,0,0,531,531,הונדה,ג'אז_היברידית,2021,5,5,--,3,2598,--,--,2019,קדמית,תמסורת ישירה,--,היברידי (בנזין),4,1498,109,5500,25.8,4500,9.4,175,--,--,22.2,--,--,--,--,--,2,2,ABS + EBD + BAS,10,יש,יש,יש,1,1,יש,1,1,1,היגוי אקטיבי,אין,אין,אין,אין,יש,יש,אין,אין,כולל כרית אוויר מרכזית בין המושבים הקדמיים,404.4,169.4,152.6,251.7,304,1205,1228,0,0,185/60R15,40,מקורית + שליטה מההגה,יש,אין,יש,9,אין,USB,Android Auto + Apple CarPlay אלחוטי,אין,אין,4,בקרת אקלים,0,1,כולל שמירת מרחק,בד משולב עור,אין,מלפנים,אין,LED,אין,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,יש,אין,הנעה בלבד,אין,אין,אין,אין,אין,אין,יש,יש + Auto Hold,אין,אין,רגילים,אין,שקע USB נוסף,2X4,1,7,--
346,הונדה,CR-V,COMFORT,2014,179,5,1997,2080,160,3,4X4,1,4,0,0,0,MPV,M,1,בנזין,5,150,5,1,750,600,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,1,0,0,,0,0,0,,0,0,0,242,242,הונדה,CRV,2012,5,5,--,5,--,--,אחודה,2006,כפולה (4X4),אוטומטית,5,בנזין,4,1997,150,6200,19.4,4200,12.2,180,9.1,14.9,12.1,--,--,--,--,--,12,12,ABS + EBD + BAS,6,יש,אין,יש,0,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,457.4,182,167.5,263,550,910,1550,0,0,225/65R17,58,מקורית + שליטה מההגה,אין,אין,אין,--,אין,AUX,--,--,אין,4,מזגן רגיל,0,1,ללא,בד,אין,אין,--,רגילים,אופציונלי,אין,אין,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,4X4,1,1,--
346,הונדה,CR-V,COMFORT,2020,183,5,1997,2100,170,3,4X4,1,4,0,1,0,קומבי,M,1,בנזין,5,155,5,1,750,600,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,1,1,0,,0,0,0,,0,0,0,618,618,הונדה,CRV,2014,5,5,--,5,--,--,אחודה,2011,קדמית,ידנית,6,בנזין,4,1997,155,6500,19.5,4300,10,190,11.2,16.1,13.8,--,--,--,--,--,9,9,ABS + EBD + BAS,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,457,182,168.5,263,589,1627,1460,600,1500,225/65R17,58,מקורית + שליטה מההגה,אין,אין,אופציונלי,--,אופציונלי,USB + AUX,אין,אין,אין,4,בקרת אקלים מפוצלת,0,1,יש,בד,יש - כוונון חלקי,אין,אין,רגילים,אין,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,יש,אין,אין,אין,רגילים,אין,"מערכת עזר לזינוק בעליה, בקרת נגרר",2X4,0,1,--
346,הונדה,CR-V,COMFORT,2021,183,6,1997,2080,,3,4X4,1,4,0,0,0,הצ'בק,P,1,בנזין,5,150,5,1,1500,600,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,1,0,0,,0,0,0,,0,0,0,104,104,הונדה,אקורד,2008,4,5,--,5,--,--,--,2008,קדמית,אוטומטית - טיפטרוניק,5,בנזין,4,1997,156,6300,19.6,4100,10.6,214,--,--,13.4,--,--,--,--,--,--,--,ABS + EBD,6,יש,יש,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,474,184,144,270.5,467,--,1443,0,0,205/60R16,65,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים מפוצלת,0,0,ללא,בד,אין,אין,--,רגילים,אופציונלי,אין,אין,אין,אין,אין,יש,--,--,אין,יש,אין,אין,--,--,--,--,--,--,--,--,--,--,2X4,1,1,--
346,הונדה,CR-V,COMFORT,2014,184,5,1997,2080,160,3,4X4,1,4,0,0,0,MPV,M,1,בנזין,5,150,5,1,750,600,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,1,0,0,,0,0,0,,0,0,0,596,596,הונדה,CRV,2012,5,5,--,5,--,--,אחודה,2006,כפולה (4X4),אוטומטית,5,בנזין,4,1997,150,6200,19.4,4200,12.2,180,9.1,14.9,12.1,--,--,--,--,--,12,12,ABS + EBD + BAS,6,יש,אין,יש,0,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,457.4,182,167.5,263,550,910,1550,0,0,225/65R17,58,מקורית + שליטה מההגה,אין,אין,אין,--,אין,AUX,--,--,אין,4,מזגן רגיל,0,1,ללא,בד,אין,אין,--,רגילים,אופציונלי,אין,אין,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,4X4,1,1,--
312,הונדה,CR-V,ELEGANCE,2009,191,6,1498,2350,,3,4X4,1,4,0,1,0,פנאי-שטח,P,1,בנזין,5,193,7,1,1500,600,,הנעה רגילה,1,יצרן,1,יצרן,0,1,1,יצרן,1,1,1,0,1,1,יצרן,1,1,0,יצרן,1,0,0,23,23,הונדה,HR-V,2020,5,5,--,3,3718,--,--,2014,קדמית,אוטומטית - רציפה,--,בנזין,4,1498,130,6600,15.8,4600,11.2,187,15.8,21.2,19.2,--,--,--,--,--,6,6,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,1,0,0,התרעה בלבד,אין,אין,אין,אין,יש,יש,אין,אין,--,433.5,177.2,160.5,261,393,1456,1251,650,1000,215/60R16,50,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB + AUX,אין,אין,אין,4,בקרת אקלים מפוצלת,0,1,יש,בד,אין,אין,אין,LED,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,אין,אין,אין,יש,אין,יש,אין,יש,אין,יש,יש + Auto Hold,אין,אין,רגילים,אין,"חלונות כהים מאחור, משענת יד אחורית",2X4,1,1,--
312,הונדה,CR-V,ELEGANCE,2010,191,6,1498,2350,,3,4X4,1,4,0,1,0,פנאי-שטח,P,1,בנזין,5,193,7,1,1500,600,,הנעה רגילה,1,יצרן,1,יצרן,0,1,1,יצרן,1,1,1,0,1,1,יצרן,1,1,0,יצרן,1,0,0,616,616,הונדה,CRV,2020,5,5,--,6,5280,--,אחודה,2017,כפולה (4X4),אוטומטית - רציפה,--,טורבו בנזין,4,1498,193,5600,24.8,2000,10,200,11.6,16.1,14,--,--,--,--,--,14,14,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,0,0,1,היגוי אקטיבי,אין,אין,אין,אין,יש,יש,אין,אין,--,460,185.5,168.9,266.2,561,1756,1598,600,1500,235/60R18,57,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB,Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,0,1,כולל שמירת מרחק,בד,אין,מלפנים,אין,רגילים,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,יש,אין,אין,יש,מראות פנים,הגה בלבד,אין,יש,אין,אין,יש + Auto Hold,אין,אין,רגילים,אין,--,4X4,1,1,--
312,הונדה,CR-V,ELEGANCE,2011,191,6,1498,2350,,3,4X4,1,4,0,1,0,פנאי-שטח,P,1,בנזין,5,193,5,1,1500,600,,הנעה רגילה,1,יצרן,1,יצרן,0,1,1,יצרן,1,1,1,0,1,1,יצרן,1,1,1,יצרן,1,0,1,614,614,הונדה,CRV,2020,5,7,--,6,5776,--,אחודה,2017,כפולה (4X4),אוטומטית - רציפה,--,טורבו בנזין,4,1498,193,5600,24.8,2000,10,200,11.6,16.1,14,--,--,--,--,--,14,14,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,0,0,1,היגוי אקטיבי,אין,אין,אין,אין,יש,יש,אין,אין,--,460,185.5,168.9,266.2,150,1509,1598,600,1500,235/60R18,57,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB,Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,0,1,כולל שמירת מרחק,בד,אין,מלפנים,אין,רגילים,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,יש,אין,אין,יש,מראות פנים,הגה בלבד,אין,יש,אין,אין,יש + Auto Hold,אין,אין,רגילים,אין,--,4X4,1,1,--
312,הונדה,HR-V,ELEGANCE,2007,191,4,1498,1790,,1,4X2,1,4,0,1,0,פנאי-שטח,P,1,בנזין,5,131,5,1,1000,650,,הנעה רגילה,1,יצרן,1,יצרן,0,0,0,,1,1,1,1,1,1,יצרן,1,1,0,יצרן,0,0,0,377,377,הונדה,HR-V,2020,5,5,--,3,3718,--,--,2014,קדמית,אוטומטית - רציפה,--,בנזין,4,1498,130,6600,15.8,4600,11.2,187,15.8,21.2,19.2,--,--,--,--,--,6,6,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,1,0,0,התרעה בלבד,אין,אין,אין,אין,יש,יש,אין,אין,--,433.5,177.2,160.5,261,393,1456,1251,650,1000,215/60R16,50,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB + AUX,אין,אין,אין,4,בקרת אקלים מפוצלת,0,1,יש,בד,אין,אין,אין,LED,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,אין,אין,אין,יש,אין,יש,אין,יש,אין,יש,יש + Auto Hold,אין,אין,רגילים,אין,"חלונות כהים מאחור, משענת יד אחורית",2X4,1,1,--
312,הונדה,HR-V,ELEGANCE,2008,191,4,1498,1790,,1,4X2,1,4,0,1,0,פנאי-שטח,P,1,בנזין,5,131,5,1,1000,650,,הנעה רגילה,1,יצרן,1,יצרן,0,0,0,,1,1,1,0,1,1,יצרן,1,1,1,יצרן,0,0,0,377,377,הונדה,HR-V,2020,5,5,--,3,3718,--,--,2014,קדמית,אוטומטית - רציפה,--,בנזין,4,1498,130,6600,15.8,4600,11.2,187,15.8,21.2,19.2,--,--,--,--,--,6,6,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,1,0,0,התרעה בלבד,אין,אין,אין,אין,יש,יש,אין,אין,--,433.5,177.2,160.5,261,393,1456,1251,650,1000,215/60R16,50,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB + AUX,אין,אין,אין,4,בקרת אקלים מפוצלת,0,1,יש,בד,אין,אין,אין,LED,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,אין,אין,אין,יש,אין,יש,אין,יש,אין,יש,יש + Auto Hold,אין,אין,רגילים,אין,"חלונות כהים מאחור, משענת יד אחורית",2X4,1,1,--
312,הונדה,HR-V,ELEGANCE,2012,191,4,1498,1790,,1,4X2,1,4,0,1,0,פנאי-שטח,P,1,בנזין,5,131,5,1,1000,650,,הנעה רגילה,1,יצרן,1,יצרן,0,0,0,,1,1,1,0,1,1,יצרן,1,1,0,יצרן,0,0,0,262,262,הונדה,CRV,2020,5,5,--,6,5280,--,אחודה,2017,כפולה (4X4),אוטומטית - רציפה,--,טורבו בנזין,4,1498,193,5600,24.8,2000,10,200,11.6,16.1,14,--,--,--,--,--,14,14,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,0,0,1,היגוי אקטיבי,אין,אין,אין,אין,יש,יש,אין,אין,--,460,185.5,168.9,266.2,561,1756,1598,600,1500,235/60R18,57,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB,Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,0,1,כולל שמירת מרחק,בד,אין,מלפנים,אין,רגילים,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,יש,אין,אין,יש,מראות פנים,הגה בלבד,אין,יש,אין,אין,יש + Auto Hold,אין,אין,רגילים,אין,--,4X4,1,1,--
312,הונדה,HR-V,ELEGANCE,2013,191,4,1498,1790,,1,4X2,1,4,0,1,0,פנאי-שטח,P,1,בנזין,5,131,5,1,1000,650,,הנעה רגילה,1,יצרן,1,יצרן,0,0,0,,1,1,1,0,1,1,יצרן,1,1,0,יצרן,0,0,0,179,179,הונדה,ג'אז_היברידית,2020,5,5,--,3,--,--,--,2019,קדמית,תמסורת ישירה,--,היברידי (בנזין),4,1498,109,5500,25.8,4500,9.4,175,41.6,23.2,27.7,--,--,--,--,--,2,2,ABS + EBD + BAS,10,יש,יש,יש,1,1,יש,1,1,1,היגוי אקטיבי,אין,אין,אין,אין,יש,יש,אין,אין,כולל כרית אוויר מרכזית בין המושבים הקדמיים,404.4,169.4,152.6,251.7,304,1205,1228,0,0,185/60R15,40,מקורית + שליטה מההגה,יש,אין,יש,9,אין,USB,Android Auto + Apple CarPlay אלחוטי,אין,אין,4,בקרת אקלים,0,1,כולל שמירת מרחק,בד משולב עור,אין,מלפנים,אין,LED,אין,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,יש,אין,הנעה בלבד,אין,אין,אין,אין,אין,אין,יש,יש + Auto Hold,אין,אין,רגילים,אין,שקע USB נוסף,2X4,1,7,--
312,הונדה,ACCORD,COMFORT,2015,192,5,1997,1960,,1,4X2,1,4,0,0,0,סדאן,P,1,בנזין,4,156,5,1,750,500,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,587,587,הונדה,CRV,2008,5,5,--,5,--,--,אחודה,2006,כפולה (4X4),אוטומטית,5,בנזין,4,1997,150,6200,19.4,4200,12.2,177,9.1,14.9,12.1,--,--,--,--,--,--,--,ABS + EBD + BAS,6,יש,אין,יש,0,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,453,182,168,262,556,955,1533,0,0,225/65R17,58,מקורית + שליטה מההגה,אין,אין,אין,--,אין,אין,--,--,אין,4,מזגן רגיל,0,0,ללא,בד,אין,אין,--,רגילים,אין,אין,אין,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,4X4,1,1,--
346,הונדה,CR-V,COMFORT,2014,192,5,1997,2100,,1,4X2,0,4,0,1,0,פנאי-שטח,P,1,בנזין,5,155,5,1,1700,600,,הנעה רגילה,0,,1,יצרן,0,0,0,,1,0,1,1,1,0,,1,0,0,,0,0,0,628,628,הונדה,CRV,2016,5,5,--,5,--,--,--,2011,כפולה (4X4),אוטומטית - טיפטרוניק,5,בנזין,4,1997,155,6500,19.5,4300,12.3,182,10,16.6,13.3,--,--,--,--,--,12,12,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,460.5,182,168.5,263,589,1627,1460,600,1500,225/65R17,58,מקורית + שליטה מההגה,יש,אין,אין,--,אופציונלי,USB + AUX,אין,אין,אין,4,בקרת אקלים מפוצלת,0,1,יש,בד,יש - כוונון חלקי,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,יש,רגילים,אין,בקרת נגרר,4X4,1,1,--
312,הונדה,HR-V,ELEGANCE,2014,193,4,1498,1790,,1,4X2,1,4,0,1,0,פנאי-שטח,P,1,בנזין,5,131,5,1,1000,650,,הנעה רגילה,1,יצרן,1,יצרן,0,0,0,,1,1,1,0,1,1,יצרן,1,1,0,יצרן,0,0,0,259,259,הונדה,CRV,2021,5,5,--,5,4958,--,אחודה,2017,כפולה (4X4),אוטומטית - רציפה,--,טורבו בנזין,4,1498,193,5600,24.8,2000,10,200,--,--,11.4,--,--,--,--,--,14,14,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,0,0,1,היגוי אקטיבי,אין,אין,אין,אין,יש,יש,אין,אין,--,460,185.5,168.9,266.2,561,1756,1598,600,1500,235/60R18,57,מקורית + שליטה מההגה,יש,אין,יש,7,אין,USB,Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,0,1,כולל שמירת מרחק,בד,אין,מלפנים,אין,רגילים,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,יש,אין,אין,יש,מראות פנים,הגה בלבד,אין,יש,אין,אין,יש + Auto Hold,אין,אין,רגילים,אין,--,4X4,1,1,--
346,הונדה,CR-V,COMFORT,2013,197,5,1997,2100,160,3,4X4,1,4,0,1,0,MPV,M,1,בנזין,5,155,5,1,750,600,,הנעה רגילה,0,,1,יצרן,0,0,0,,1,0,1,1,1,0,,0,0,0,,0,0,0,635,635,הונדה,CRV,2015,5,5,--,5,--,--,אחודה,2011,כפולה (4X4),אוטומטית - טיפטרוניק,5,בנזין,4,1997,155,6500,19.5,4300,12.3,182,10,16.6,13.3,--,--,--,--,--,12,12,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,460.5,182,168.5,263,589,1627,1460,600,1500,225/65R17,58,מקורית + שליטה מההגה,יש,אין,אין,--,אופציונלי,USB + AUX,אין,אין,אין,4,בקרת אקלים מפוצלת,0,1,יש,בד,יש - כוונון חלקי,אין,אין,רגילים,יש,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,יש,רגילים,אין,בקרת נגרר,4X4,1,1,--
346,הונדה,CR-V,COMFORT,2013,198,5,1997,2100,170,3,4X4,1,4,0,1,0,קומבי,M,1,בנזין,5,155,5,1,750,600,,הנעה רגילה,0,,0,,0,0,0,,1,0,1,1,1,0,,0,0,0,,0,0,0,278,278,הונדה,CRV,2015,5,5,--,5,--,--,אחודה,2011,קדמית,ידנית,6,בנזין,4,1997,155,6500,19.5,4300,10,190,11.2,16.1,13.8,--,--,--,--,--,12,12,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,460.5,182,168.5,263,589,1627,1460,600,1500,225/65R17,58,מקורית + שליטה מההגה,יש,אין,אין,--,אופציונלי,USB + AUX,אין,אין,אין,4,בקרת אקלים מפוצלת,0,1,יש,בד,יש - כוונון חלקי,מלפנים,אין,רגילים,אופציונלי,אין,אין,אין,אין,אין,יש,אין,אין,אין,אין,אין,אין,אין,אין,אין,יש,אין,אין,אין,רגילים,אין,"מערכת עזר לזינוק בעליה, בקרת נגרר, מערכת שטיפת פנסים",2X4,0,1,--
