index,make,model,ramat_gimur,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,hanaa_nm,automatic_ind,delek_cd,fieldprice_equ
77,לקסוס,IS300h,HIGH,2018.0,4.0,5.0,0,6.0,0,0,0,2013.0,אחורית,אוטומטית - רציפה,0,היברידי (בנזין),4.0,2494.0,223.0,6000.0,30.6,4200.0,8.4,200.0,21.7,21.3,22.2,0,0,0,0,0,3.0,3.0,ABS + EBD + BAS,8.0,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,0,0,0,1,1,1,0,0,מכסה מנוע אקטיבי להפחתת פגיעה בהולכי רגל,468.0,181.0,143.0,280.0,450.0,0,1620.0,0.0,0.0,225/45R17,66.0,מקורית + שליטה מההגה,1,0,1,10.3,0,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,מלפנים + אוורור,0,LED,1,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,1,0,1,1,1,0,0,0,רגילים,0,"כפתור EV לנסיעה על חשמל, מערכת שטיפת פנסים, דיפוני פנים בגימור עץ, הגה מתכוונן חשמלית, מערכת שמע מבית Mark Levinson עם 15 רמקולים ונגן CD",2X4,1,7,0
78,לקסוס,IS300h,PREMIUM,2018.0,4.0,5.0,0,6.0,0,0,0,2013.0,אחורית,אוטומטית - רציפה,0,היברידי (בנזין),4.0,2494.0,223.0,6000.0,30.6,4200.0,8.4,200.0,21.7,21.3,22.2,0,0,0,0,0,3.0,3.0,ABS + EBD + BAS,8.0,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,0,0,0,1,1,1,0,0,מכסה מנוע אקטיבי להפחתת פגיעה בהולכי רגל,468.0,181.0,143.0,280.0,450.0,0,1620.0,0.0,0.0,225/45R17,66.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  - כוונון מלא,0,0,LED,1,1,1,אחוריים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,1,0,1,1,1,0,0,0,רגילים,0,"כפתור EV לנסיעה על חשמל, מערכת שטיפת פנסים, דיפוני פנים בגימור מטאלי",2X4,1,7,0
79,לקסוס,IS300h,LUXURY,2013.0,4.0,5.0,0,6.0,0,0,0,2013.0,אחורית,אוטומטית - רציפה,0,היברידי (בנזין),4.0,2494.0,223.0,6000.0,30.6,4200.0,8.4,200.0,21.7,21.7,22.7,0,0,0,0,0,2.0,2.0,ABS + EBD + BAS,8.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,מכסה מנוע אקטיבי להפחתת פגיעה בהולכי רגל,466.5,181.0,143.0,280.0,450.0,0,1620.0,0.0,0.0,225/45R17,66.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,עור,יש  - כוונון מלא,מלפנים,0,"קסנון, כולל אור גבוה (בי-קסנון)",1,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,הנעה בלבד,1,מראות פנים,1,0,1,1,1,0,0,0,רגילים,0,שעון אנלוגי,2X4,1,7,0
80,לקסוס,IS300h,PREMIUM,2015.0,4.0,5.0,0,6.0,0,0,0,2013.0,אחורית,אוטומטית - רציפה,0,היברידי (בנזין),4.0,2494.0,223.0,6000.0,30.6,4200.0,8.4,200.0,21.7,21.7,22.7,0,0,0,0,0,2.0,2.0,ABS + EBD + BAS,8.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,מכסה מנוע אקטיבי להפחתת פגיעה בהולכי רגל,466.5,181.0,143.0,280.0,450.0,0,1620.0,0.0,0.0,225/45R17,66.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,1,1,1,עור,יש  + זכרון,מלפנים + אוורור,0,"קסנון, כולל אור גבוה (בי-קסנון)",1,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,1,0,1,1,1,0,0,0,רגילים,0,"שעון אנלוגי, דיפוני עץ פנימיים, הגה מתכוונן חשמלית, 3 זכרונות למושב הנהג, ההגה והמראות",2X4,1,7,0
81,לקסוס,IS300h,LUXURY,2018.0,4.0,5.0,0,6.0,0,0,0,2013.0,אחורית,אוטומטית - רציפה,0,היברידי (בנזין),4.0,2494.0,223.0,6000.0,30.6,4200.0,8.4,200.0,21.7,21.3,22.2,0,0,0,0,0,3.0,3.0,ABS + EBD + BAS,8.0,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,0,0,0,1,1,1,0,0,מכסה מנוע אקטיבי להפחתת פגיעה בהולכי רגל,468.0,181.0,143.0,280.0,450.0,0,1620.0,0.0,0.0,225/45R17,66.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4.0,בקרת אקלים,אופציונלי,1,כולל שמירת מרחק,בד,0,מלפנים,0,LED,1,1,1,אחוריים,אחורית,0,1,0,0,הנעה בלבד,1,מראות פנים,1,0,1,1,1,0,0,0,רגילים,0,"כפתור EV לנסיעה על חשמל, מערכת שטיפת פנסים",2X4,1,7,0
82,לקסוס,IS300h,EXECUTIVE,2014.0,4.0,5.0,0,6.0,0,0,0,2013.0,אחורית,אוטומטית - רציפה,0,היברידי (בנזין),4.0,2494.0,223.0,6000.0,30.6,4200.0,8.4,200.0,21.7,21.7,22.7,0,0,0,0,0,2.0,2.0,ABS + EBD + BAS,8.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,מכסה מנוע אקטיבי להפחתת פגיעה בהולכי רגל,466.5,181.0,143.0,280.0,450.0,0,1620.0,0.0,0.0,225/45R17,66.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,1,1,1,בד,0,0,0,"קסנון, כולל אור גבוה (בי-קסנון)",1,1,1,0,0,0,1,0,0,הנעה בלבד,1,מראות פנים,1,0,1,1,1,0,0,0,רגילים,0,שעון אנלוגי,2X4,1,7,0
83,לקסוס,IS300h,PREMIUM,2020.0,4.0,5.0,0,6.0,6072.0,0,0,2013.0,אחורית,אוטומטית - רציפה,0,היברידי (בנזין),4.0,2494.0,223.0,6000.0,30.6,4200.0,8.4,200.0,19.6,22.2,20.8,0,0,0,0,0,4.0,4.0,ABS + EBD + BAS,8.0,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,0,0,0,1,1,1,0,0,מכסה מנוע אקטיבי להפחתת פגיעה בהולכי רגל,468.0,181.0,143.0,280.0,450.0,0,1620.0,0.0,0.0,225/45R17,66.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  - כוונון מלא,0,0,LED,1,1,1,אחוריים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,1,0,1,1,1,0,0,0,רגילים,0,"כפתור EV לנסיעה על חשמל, מערכת שטיפת פנסים, דיפוני פנים בגימור מטאלי",2X4,1,7,0
84,לקסוס,IS300h,PREMIUM,2019.0,4.0,5.0,0,6.0,0,0,0,2013.0,אחורית,אוטומטית - רציפה,0,היברידי (בנזין),4.0,2494.0,223.0,6000.0,30.6,4200.0,8.4,200.0,21.7,21.3,22.2,0,0,0,0,0,4.0,4.0,ABS + EBD + BAS,8.0,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,0,0,0,1,1,1,0,0,מכסה מנוע אקטיבי להפחתת פגיעה בהולכי רגל,468.0,181.0,143.0,280.0,450.0,0,1620.0,0.0,0.0,225/45R17,66.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  - כוונון מלא,0,0,LED,1,1,1,אחוריים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,1,0,1,1,1,0,0,0,רגילים,0,"כפתור EV לנסיעה על חשמל, מערכת שטיפת פנסים, דיפוני פנים בגימור מטאלי",2X4,1,7,0
85,לקסוס,IS300h,PREMIUM,2013.0,4.0,5.0,0,6.0,0,0,0,2013.0,אחורית,אוטומטית - רציפה,0,היברידי (בנזין),4.0,2494.0,223.0,6000.0,30.6,4200.0,8.4,200.0,21.7,21.7,22.7,0,0,0,0,0,2.0,2.0,ABS + EBD + BAS,8.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,מכסה מנוע אקטיבי להפחתת פגיעה בהולכי רגל,466.5,181.0,143.0,280.0,450.0,0,1620.0,0.0,0.0,225/45R17,66.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,1,1,1,עור,יש  + זכרון,מלפנים + אוורור,0,"קסנון, כולל אור גבוה (בי-קסנון)",1,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,1,0,1,1,1,0,0,0,רגילים,0,"שעון אנלוגי, דיפוני עץ פנימיים, הגה מתכוונן חשמלית, 3 זכרונות למושב הנהג, ההגה והמראות",2X4,1,7,0
86,לקסוס,IS300h,LUXURY,2019.0,4.0,5.0,0,6.0,0,0,0,2013.0,אחורית,אוטומטית - רציפה,0,היברידי (בנזין),4.0,2494.0,223.0,6000.0,30.6,4200.0,8.4,200.0,21.7,21.3,22.2,0,0,0,0,0,4.0,4.0,ABS + EBD + BAS,8.0,1,1,1,1,1,1,1,0,1,היגוי אקטיבי,0,0,0,1,1,1,0,0,מכסה מנוע אקטיבי להפחתת פגיעה בהולכי רגל,468.0,181.0,143.0,280.0,450.0,0,1620.0,0.0,0.0,225/45R17,66.0,מקורית + שליטה מההגה,1,0,1,7.0,0,USB + AUX,0,0,0,4.0,בקרת אקלים,אופציונלי,1,כולל שמירת מרחק,בד,0,מלפנים,0,LED,1,1,1,אחוריים,אחורית,0,1,0,0,הנעה בלבד,1,מראות פנים,1,0,1,1,1,0,0,0,רגילים,0,"כפתור EV לנסיעה על חשמל, מערכת שטיפת פנסים",2X4,1,7,0
87,לקסוס,GS250,EXECUTIVE,2012.0,5.0,5.0,0,7.0,0,0,0,2011.0,אחורית,אוטומטית - טיפטרוניק,6.0,בנזין,6.0,2500.0,209.0,6400.0,25.8,4800.0,8.6,230.0,8.0,14.4,11.2,0,0,0,0,0,13.0,אין ציון,ABS + EBD + BAS,10.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.0,184.0,145.5,285.0,552.0,0,1721.0,0,0,225/50R17,66.0,מקורית + שליטה מההגה,1,0,1,0,אופציונלי,USB + AUX,0,0,אופציונלי,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,בד,יש  - כוונון מלא,0,0,"קסנון, כולל אור גבוה (בי-קסנון)",1,1,1,אחוריים,אחורית,0,1,0,0,כניסה + הנעה,0,0,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,פונקציית שמירת מרחק במערכת בקרת השיוט
88,לקסוס,GS250,EXECUTIVE,2013.0,5.0,5.0,0,7.0,0,0,0,2011.0,אחורית,אוטומטית - טיפטרוניק,6.0,בנזין,6.0,2500.0,209.0,6400.0,25.8,4800.0,8.6,230.0,8.0,14.4,11.2,0,0,0,0,0,14.0,אין ציון,ABS + EBD + BAS,10.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.0,184.0,145.5,285.0,552.0,0,1721.0,0,0,225/50R17,66.0,מקורית + שליטה מההגה,1,0,1,0,אופציונלי,USB + AUX,0,0,אופציונלי,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,בד,יש  - כוונון מלא,0,0,"קסנון, כולל אור גבוה (בי-קסנון)",1,1,1,אחוריים,אחורית,0,1,0,0,כניסה + הנעה,0,0,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,פונקציית שמירת מרחק במערכת בקרת השיוט
89,לקסוס,GS250,PREMIUM,2012.0,5.0,5.0,0,7.0,0,0,0,2011.0,אחורית,אוטומטית - טיפטרוניק,6.0,בנזין,6.0,2500.0,209.0,6400.0,25.8,4800.0,8.6,230.0,8.0,14.4,11.2,0,0,0,0,0,13.0,אין ציון,ABS + EBD + BAS,10.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.0,184.0,145.5,285.0,552.0,0,1721.0,0,0,225/50R17,66.0,מקורית + שליטה מההגה,1,0,1,0,אופציונלי,USB + AUX,0,0,אופציונלי,4.0,בקרת אקלים מפוצלת,0,1,1,עור,יש  - כוונון מלא,מלפנים,0,"קסנון, כולל אור גבוה (בי-קסנון)",1,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,פונקציית שמירת מרחק במערכת בקרת השיוט
90,לקסוס,GS250,,2013.0,5.0,5.0,0,7.0,0,0,0,2011.0,אחורית,אוטומטית - טיפטרוניק,6.0,בנזין,6.0,2500.0,209.0,6400.0,25.8,4800.0,8.6,230.0,8.0,14.4,11.2,0,0,0,0,0,13.0,אין ציון,ABS + EBD + BAS,10.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.0,184.0,145.5,285.0,552.0,0,1721.0,0,0,235/45R18,66.0,מקורית + שליטה מההגה,1,0,1,0,אופציונלי,USB + AUX,0,0,אופציונלי,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,עור,יש  - כוונון מלא,מלפנים,0,"קסנון, כולל אור גבוה (בי-קסנון)",1,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,פונקציית שמירת מרחק במערכת בקרת השיוט
91,לקסוס,GS250,PREMIUM,2013.0,5.0,5.0,0,7.0,0,0,0,2011.0,אחורית,אוטומטית - טיפטרוניק,6.0,בנזין,6.0,2500.0,209.0,6400.0,25.8,4800.0,8.6,230.0,8.0,14.4,11.2,0,0,0,0,0,14.0,אין ציון,ABS + EBD + BAS,10.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.0,184.0,145.5,285.0,552.0,0,1640.0,0,0,225/50R17,66.0,מקורית + שליטה מההגה,1,0,1,0,אופציונלי,USB + AUX,0,0,אופציונלי,4.0,בקרת אקלים + פתחי איוורור מאחור,1,1,1,עור,יש  - כוונון מלא,מלפנים,0,"קסנון, כולל אור גבוה (בי-קסנון)",1,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,פונקציית שמירת מרחק במערכת בקרת השיוט
92,לקסוס,GS250,LUXURY,2013.0,5.0,5.0,0,7.0,0,0,0,2011.0,אחורית,אוטומטית - טיפטרוניק,6.0,בנזין,6.0,2500.0,209.0,6400.0,25.8,4800.0,8.6,230.0,8.0,14.4,11.2,0,0,0,0,0,14.0,אין ציון,ABS + EBD + BAS,10.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.0,184.0,145.5,285.0,552.0,0,1640.0,0,0,225/50R17,66.0,מקורית + שליטה מההגה,1,0,1,0,אופציונלי,USB + AUX,0,0,אופציונלי,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,עור,יש  - כוונון מלא,מלפנים + אוורור,0,"קסנון, כולל אור גבוה (בי-קסנון)",1,1,1,אחוריים,אחורית,0,1,0,0,כניסה + הנעה,0,0,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,פונקציית שמירת מרחק במערכת בקרת השיוט
93,לקסוס,GS250,LUXURY,2012.0,5.0,5.0,0,7.0,0,0,0,2011.0,אחורית,אוטומטית - טיפטרוניק,6.0,בנזין,6.0,2500.0,209.0,6400.0,25.8,4800.0,8.6,230.0,8.0,14.4,11.2,0,0,0,0,0,13.0,אין ציון,ABS + EBD + BAS,10.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.0,184.0,145.5,285.0,552.0,0,1721.0,0,0,225/50R17,66.0,מקורית + שליטה מההגה,1,0,1,0,אופציונלי,USB + AUX,0,0,אופציונלי,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,עור,יש  - כוונון מלא,מלפנים,0,"קסנון, כולל אור גבוה (בי-קסנון)",1,1,1,אחוריים,אחורית,0,1,0,0,כניסה + הנעה,0,0,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,פונקציית שמירת מרחק במערכת בקרת השיוט
94,לקסוס,GS250,,2012.0,5.0,5.0,0,7.0,0,0,0,2011.0,אחורית,אוטומטית - טיפטרוניק,6.0,בנזין,6.0,2500.0,209.0,6400.0,25.8,4800.0,8.6,230.0,8.0,14.4,11.2,0,0,0,0,0,13.0,אין ציון,ABS + EBD + BAS,10.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,485.0,184.0,145.5,285.0,552.0,0,1721.0,0,0,235/45R18,66.0,מקורית + שליטה מההגה,1,0,1,0,אופציונלי,USB + AUX,0,0,אופציונלי,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,עור,יש  - כוונון מלא,מלפנים,0,"קסנון, כולל אור גבוה (בי-קסנון)",1,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,1,0,0,0,0,0,0,0,0,0,0,2X4,1,1,פונקציית שמירת מרחק במערכת בקרת השיוט
95,לקסוס,RX450h,TECH,2014.0,5.0,5.0,0,7.0,0,0,אחודה,2009.0,קדמית,אוטומטית - רציפה,0,היברידי (בנזין),6.0,3456.0,299.0,6000.0,32.3,4800.0,8.2,180.0,16.6,16.1,16.3,0,0,0,0,0,4.0,אין ציון,ABS + EBD + BAS,10.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.0,188.5,168.5,274.0,496.0,1570.0,2050.0,0,0,235/60R18,65.0,מקורית + שליטה מההגה,1,0,1,0,אופציונלי,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,עור,יש  + זכרון,מלפנים,0,רגילים,1,1,1,אחוריים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,1,0,0,0,0,0,0,0,0,0,0,2X4,1,7,פונקציית שמירת מרחק במערכת בקרת השיוט
96,לקסוס,RX450h,PREMIUM,2012.0,5.0,5.0,0,7.0,0,0,אחודה,2008.0,כפולה (4X4),אוטומטית - רציפה,6.0,היברידי (בנזין),6.0,3456.0,299.0,6000.0,32.3,4800.0,7.8,200.0,15.3,16.6,15.8,0,0,0,0,0,4.0,אין ציון,ABS + EBD + BAS,10.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.0,188.5,168.5,274.0,496.0,1570.0,2115.0,0,0,235/55R19,65.0,מקורית + שליטה מההגה,1,0,1,0,אופציונלי,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,1,עור,יש  + זכרון,מלפנים,0,"קסנון, כולל אור גבוה (בי-קסנון)",1,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,1,0,0,0,0,0,0,0,0,0,0,4X4,1,7,פונקציית שמירת מרחק במערכת בקרת השיוט
97,לקסוס,RX450h,,2010.0,5.0,5.0,0,7.0,0,0,אחודה,2003.0,כפולה (4X4),אוטומטית - טיפטרוניק,6.0,בנזין,6.0,3456.0,277.0,6200.0,35.2,4700.0,8.0,200.0,0,0,9.4,0,0,0,0,0,15.0,אין ציון,ABS + EBD + BAS,2 או 6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.0,188.5,168.5,274.0,425.0,1499.0,2050.0,0,0,235/60R18,72.0,מקורית,1,0,0,0,0,0,0,0,0,4.0,בקרת אקלים מפוצלת,1,1,1,עור,יש  + זכרון,0,0,"קסנון, כולל אור גבוה (בי-קסנון)",1,1,0,0,0,0,1,0,0,0,1,אופציונלי,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1,"צבע מטאלי- 5000 ש""ח, חבילת פרימיום (דיפוני עץ ועור, חישוקי 235/55R19, חיישני חניה)- 15,000 ש""ח; חבילת פרימיום-טק (דיפוני עץ מורחבים, מסך מגע ""8 לשליטה במערכות הרכב, ממשק מערכת הטלפון ע""ג מסך המגע, מערכת שמע משודרגת, מצלמת רוורס + חיישני חניה קדמיים ואחוריים) - 40,000 ש""ח"
98,לקסוס,RX450h,TECH,2012.0,5.0,5.0,0,7.0,0,0,אחודה,2008.0,קדמית,אוטומטית - רציפה,6.0,היברידי (בנזין),6.0,3456.0,299.0,6000.0,32.3,4800.0,8.2,180.0,16.6,16.1,16.3,0,0,0,0,0,3.0,אין ציון,ABS + EBD + BAS,10.0,1,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.0,188.5,168.5,274.0,496.0,1570.0,2050.0,0,0,235/60R18,65.0,מקורית + שליטה מההגה,1,0,1,0,אופציונלי,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,1,1,1,עור,יש  + זכרון,מלפנים,0,"קסנון, כולל אור גבוה (בי-קסנון)",1,1,1,אחוריים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,1,0,0,0,0,0,0,0,0,0,0,2X4,1,7,פונקציית שמירת מרחק במערכת בקרת השיוט
99,לקסוס,RX450h,PREMIUM,2017.0,5.0,5.0,0,7.0,12148.0,0,אחודה,2015.0,כפולה (4X4),אוטומטית - רציפה,0,היברידי (בנזין),6.0,3456.0,313.0,6000.0,34.2,4600.0,7.7,200.0,18.2,18.2,18.2,0,0,0,0,0,6.0,6.0,ABS + EBD + BAS,10.0,1,1,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,489.0,189.5,168.5,279.0,453.0,0,2100.0,0,0,235/55R20,65.0,מקורית + שליטה מההגה,1,0,1,0,0,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כולל שמירת מרחק,עור,יש  + זכרון,מלפנים + אוורור,0,LED,0,1,1,אחוריים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,1,0,0,0,0,0,0,0,0,0,0,4X4,1,7,0
100,לקסוס,RX450h,LIMITED,2015.0,5.0,5.0,0,7.0,0,0,אחודה,2009.0,קדמית,אוטומטית - רציפה,0,היברידי (בנזין),6.0,3456.0,299.0,6000.0,32.3,4800.0,8.2,180.0,16.6,16.1,16.3,0,0,0,0,0,5.0,אין ציון,ABS + EBD + BAS,10.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.0,188.5,168.5,274.0,496.0,1570.0,2050.0,0,0,235/55R19,65.0,מקורית + שליטה מההגה,1,0,1,0,0,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,0,1,1,עור,יש  + זכרון,מלפנים,0,רגילים,1,1,1,אחוריים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,0,0,0,0,0,0,0,0,0,0,0,2X4,1,7,0
101,לקסוס,RX450h,PREMIUM,2014.0,5.0,5.0,0,7.0,0,0,אחודה,2009.0,כפולה (4X4),אוטומטית - רציפה,0,היברידי (בנזין),6.0,3456.0,299.0,6000.0,32.3,4800.0,7.8,200.0,15.3,16.6,15.8,0,0,0,0,0,4.0,אין ציון,ABS + EBD + BAS,10.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.0,188.5,168.5,274.0,496.0,1570.0,2115.0,0,0,235/55R19,65.0,מקורית + שליטה מההגה,1,0,1,0,אופציונלי,USB + AUX,0,0,0,4.0,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,1,עור,יש  + זכרון,מלפנים,0,קסנון,1,1,1,אחוריים + קדמיים,אחורית,0,1,0,0,כניסה + הנעה,1,מראות צד + פנים,1,0,0,0,0,0,0,0,0,0,0,4X4,1,7,פונקציית שמירת מרחק במערכת בקרת השיוט
102,לקסוס,RX450h,,2011.0,5.0,5.0,0,7.0,0,0,אחודה,2003.0,כפולה (4X4),אוטומטית - טיפטרוניק,6.0,בנזין,6.0,3456.0,277.0,6200.0,35.2,4700.0,8.0,200.0,0,0,9.4,0,0,0,0,0,15.0,אין ציון,ABS + EBD + BAS,2 או 6,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,477.0,188.5,168.5,274.0,425.0,1499.0,2050.0,0,0,235/60R18,72.0,מקורית,1,0,0,0,0,0,0,0,0,4.0,בקרת אקלים מפוצלת,1,1,1,עור,יש  + זכרון,0,0,"קסנון, כולל אור גבוה (בי-קסנון)",1,1,0,0,0,0,1,0,0,0,1,אופציונלי,0,0,0,0,0,0,0,0,0,0,0,4X4,1,1,"צבע מטאלי- 5000 ש""ח, חבילת פרימיום (דיפוני עץ ועור, חישוקי 235/55R19, חיישני חניה)- 15,000 ש""ח; חבילת פרימיום-טק (דיפוני עץ מורחבים, מסך מגע ""8 לשליטה במערכות הרכב, ממשק מערכת הטלפון ע""ג מסך המגע, מערכת שמע משודרגת, מצלמת רוורס + חיישני חניה קדמיים ואחוריים) - 40,000 ש""ח"
