	make	model	ramat_gimur	fieldyear	fielddoors	fieldsitting	fieldprice	fieldgroupy	fieldcontinous_value	fieldguarantee	fieldchassis	fieldlaunch	fieldignition	fieldgearbox	fieldgear	fieldengine	fieldpiston	fieldcapacity	fieldpower	fieldloops	fieldmoment	fieldloopmoment	fieldattitude	fielddifferential	fieldpulling	fieldacceleration	fieldspeed	fieldurban_consumption	fieldintercity_consumption	fieldconsumption	fieldelectricity_use	fieldbattery_capacity	fieldelectric_range	fieldhome_charging_time	fieldfast_charging_time	fieldpollution	fieldbreaking	fieldbrake	fieldairbag	fieldstability	fieldcenairbag	fieldizofix	fieldpressure_sensor	fieldbelt_warning	fieldautonomous_braking	fieldpedestrian_identification	fieldtwo_wheeler_identification	fieldadaptive_cruise_control	fieldlane_assist	fieldblind_spot	fieldrear_traffic	fieldrear_traffic_braking	fieldalert_fatigue	fieldhigh_beam_assist	fieldtraffic_sign_recognition	fieldcrossing_warning_open_door	fieldchild_rear_seat	fieldadditional_safety_equipment	fieldlength	fieldwidth	fieldheight	fieldwheel	fieldcargo	fieldchaircargo	fieldselfweight	fieldtowing_without_brakes	fieldtowing_with_brakes	fieldtire	fieldfuel	fieldbelly	fieldcapproach	fieldcabandonment	fieldaudio	fieldbluetooth	fielddisc_changer	fieldtouch_screen	fieldscreen_size	fieldgps	fieldaudio_connections	fieldconnectivity	fieldwireless_charging	fieldseat_screens	fieldwindows	fieldairconditioning	fieldsunroof	fieldhook	fieldrowing	fieldupholstery	fieldautochair	fieldhotchair	fieldmassage_seats	fieldlight	fieldfog	fieldrain	fielddark	fieldparking_sensors	fieldparking_camers	fieldautomatic_parking	fieldcomputer	fielddigital_cluster	fieldhead_up_display	fieldwithout_key	fieldfolding_mirrors	fieldinside_mirror	fieldleather	fieldheated_steering_wheel	fieldpaddle_shifters	fielddriving_mode	fieldstop_start	fieldelectric_handbrake	fieldambient_light	fieldhill_assist	fieldsuspension_dampers	fieldelectric_tailgate	fieldmore_equ	fieldprice_equ
348	קיה	סיד		2017	5	5	--	3	--	--		2012	קדמית	אוטומטית - רובוטית כפולת מצמדים	6	בנזין	4	1591	135	6300	16.7	4850				10.8	195	13.3	20.4	16.9	--	--	--	--	--	7		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	431.0	178.0	146.5	265.0	380	1318	1302	550	750	205/55R16	53				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	בקרת אקלים מפוצלת	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	יש	אין	יש	אין	יש	יש	אין	אין	אין	אין	רגילים	אין	פנסים עוקבי פניה	--
349	קיה	סיד		2013	5	5	--	3	--	--		2012	קדמית	ידנית	6	טורבו דיזל	4	1582	128	4000	26.5	1850				10.9	197	20.4	27	24.3	--	--	--	--	--	14		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	431.0	178.0	146.5	265.0	380	1318	1389	550	750	195/65R15	53				מקורית + שליטה מההגה	אין	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	מערכת עזר לזינוק בעליה	--
350	קיה	סיד		2017	5	5	--	3	--	--		2012	קדמית	ידנית	6	טורבו דיזל	4	1582	136	4000	28	1500				10.9	197	21.2	27.7	25	--	--	--	--	--	7		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	431.0	178.0	146.5	265.0	380	1318	1364	550	750	195/65R15	53				מקורית + שליטה מההגה	אין	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	מערכת עזר לזינוק בעליה	--
351	קיה	סיד		2017	5	5	--	3	--	--		2012	קדמית	אוטומטית - טיפטרוניק	6	טורבו דיזל	4	1582	136	4000	30	1750				11.7	190	19.6	25	22.7	--	--	--	--	--	6		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	431.0	178.0	146.5	265.0	380	1318	1391	550	750	205/55R16	53				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	בקרת אקלים מפוצלת	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	יש	יש	אין	אין	אין	אין	רגילים	אין	פנסים עוקבי פניה, חלונות אחוריים כהים	--
352	קיה	סיד		2013	5	5	--	3	--	--		2012	קדמית	אוטומטית - רובוטית כפולת מצמדים	6	בנזין	4	1591	135	6300	16.7	4850				10.8	195	12.5	20.4	16.3	--	--	--	--	--	4		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	431.0	178.0	146.5	265.0	380	1318	1310	550	750	205/55R16	53				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	בקרת אקלים מפוצלת	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	יש	אין	יש	אין	יש	יש	אין	אין	אין	אין	רגילים	אין	--	--
353	קיה	סיד		2018	5	5	--	3	--	--		2012	קדמית	אוטומטית - טיפטרוניק	6	טורבו דיזל	4	1582	136	4000	30	1750				11.7	190	19.6	25	22.7	--	--	--	--	--	6		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	431.0	178.0	146.5	265.0	380	1318	1391	550	750	205/55R16	53				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	בקרת אקלים מפוצלת	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	יש	יש	אין	אין	אין	אין	רגילים	אין	פנסים עוקבי פניה, חלונות אחוריים כהים	--
354	קיה	סיד		2016	5	5	--	3	--	--		2012	קדמית	אוטומטית - רובוטית כפולת מצמדים	6	בנזין	4	1591	135	6300	16.7	4850				10.8	195	13.3	20.4	16.9	--	--	--	--	--	5		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	431.0	178.0	146.5	265.0	380	1318	1302	550	750	205/55R16	53				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	בקרת אקלים מפוצלת	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	יש	אין	יש	אין	יש	יש	אין	אין	אין	אין	רגילים	אין	פנסים עוקבי פניה	--
355	קיה	סיד		2013	5	5	--	3	--	--		2012	קדמית	אוטומטית - טיפטרוניק	6	טורבו דיזל	4	1582	128	4000	26.5	1850				11.7	190	13.8	22.2	18.1	--	--	--	--	--	14		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	431.0	178.0	146.5	265.0	380	1318	1389	550	750	205/55R16	53				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	בקרת אקלים מפוצלת	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	יש	יש	אין	אין	אין	אין	רגילים	אין	חלונות אחוריים כהים	--
356	קיה	סיד		2018	5	5	--	3	--	שבע שנים		2012	קדמית	אוטומטית - רובוטית כפולת מצמדים	6	בנזין	4	1591	135	6300	16.7	4850				10.8	195	13.3	20.4	16.9	--	--	--	--	--	7		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	431.0	178.0	146.5	265.0	380	1318	1310	550	750	195/65R15	53				מקורית + שליטה מההגה	אין	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	--	--
357	קיה	סיד		2014	5	5	--	3	--	--		2012	קדמית	אוטומטית - רובוטית כפולת מצמדים	6	בנזין	4	1591	135	6300	16.7	4850				10.8	195	12.5	20.4	16.3	--	--	--	--	--	4		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	431.0	178.0	146.5	265.0	380	1318	1310	550	750	205/55R16	53				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	בקרת אקלים מפוצלת	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	יש	אין	יש	אין	יש	יש	אין	אין	אין	אין	רגילים	אין	--	--
358	קיה	סיד		2014	5	5	--	3	--	--		2012	קדמית	אוטומטית - טיפטרוניק	6	טורבו דיזל	4	1582	128	4000	26.5	1850				11.7	190	13.8	22.2	18.1	--	--	--	--	--	14		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	431.0	178.0	146.5	265.0	380	1318	1389	550	750	205/55R16	53				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	בקרת אקלים מפוצלת	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	יש	יש	אין	אין	אין	אין	רגילים	אין	חלונות אחוריים כהים	--
359	קיה	סיד		2018	5	5	--	3	--	--		2012	קדמית	ידנית	6	טורבו דיזל	4	1582	136	4000	28	1500				10.9	197	21.2	27.7	25	--	--	--	--	--	7		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	"מערכת ""מובילאיי"" בהתקנה מקומית"	431.0	178.0	146.5	265.0	380	1318	1364	550	750	195/65R15	53				מקורית + שליטה מההגה	אין	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	מערכת עזר לזינוק בעליה	--
360	קיה	סיד		2015	5	5	--	3	--	--		2012	קדמית	אוטומטית - רובוטית כפולת מצמדים	6	בנזין	4	1591	135	6300	16.7	4850				10.8	195	12.5	20.4	16.3	--	--	--	--	--	4		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	431.0	178.0	146.5	265.0	380	1318	1310	550	750	205/55R16	53				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	בקרת אקלים מפוצלת	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	יש	אין	יש	אין	יש	יש	אין	אין	אין	אין	רגילים	אין	--	--
361	קיה	סיד		2015	5	5	--	3	--	--		2012	קדמית	ידנית	6	טורבו דיזל	4	1582	128	4000	26.5	1850				10.9	197	20.4	27	24.3	--	--	--	--	--	14		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	431.0	178.0	146.5	265.0	380	1318	1389	550	750	195/65R15	53				מקורית + שליטה מההגה	אין	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	מערכת עזר לזינוק בעליה	--
362	קיה	סיד		2015	5	5	--	3	--	--		2012	קדמית	אוטומטית - טיפטרוניק	6	טורבו דיזל	4	1582	128	4000	26.5	1850				11.7	190	13.8	22.2	18.1	--	--	--	--	--	15		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	431.0	178.0	146.5	265.0	380	1318	1389	550	750	205/55R16	53				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	בקרת אקלים מפוצלת	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	יש	יש	אין	אין	אין	אין	רגילים	אין	חלונות אחוריים כהים	--
363	קיה	סיד		2014	5	5	--	3	--	--		2012	קדמית	ידנית	6	טורבו דיזל	4	1582	128	4000	26.5	1850				10.9	197	20.4	27	24.3	--	--	--	--	--	14		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	431.0	178.0	146.5	265.0	380	1318	1389	550	750	195/65R15	53				מקורית + שליטה מההגה	אין	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	אין	רגילים	אין	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	מערכת עזר לזינוק בעליה	--
364	קיה	סיד		2016	5	5	--	3	--	--		2012	קדמית	אוטומטית - טיפטרוניק	6	טורבו דיזל	4	1582	136	4000	30	1750				11.7	190	19.6	25	22.7	--	--	--	--	--	4		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	אין	--	431.0	178.0	146.5	265.0	380	1318	1391	550	750	205/55R16	53				מקורית + שליטה מההגה	יש	אין	אין	--	אין	כונן קשיח + USB+ AUX	אין	אין	אין	4	בקרת אקלים מפוצלת	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	אין	אין	אין	אין	אין	יש	אין	אין	אין	אין	אין	יש	אין	יש	יש	אין	אין	אין	אין	רגילים	אין	פנסים עוקבי פניה, חלונות אחוריים כהים	--
365	קיה	סיד		2011	5	5	--	2	--	--		2007	קדמית	אוטומטית	4	בנזין	4	1591	126	6300	15.7	4200				11.4	187	12	17.5	15.1	--	--	--	--	--	5		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	--	--	--	אין	--	--	--	--	--	--	--	--	--	--	423.5	179.0	148.0	265.0	340	1300	1291	--	--	185/65R15	55				מקורית + שליטה מההגה	אין	אין	אין	--	אין	USB	--	--	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	--	רגילים	אין	אין	אין	אין	אין	אין	יש	--	--	אין	אין	אין	אין	--	--	--	--	--	--	--	--	--	--	--
366	קיה	סיד		2008	5	5	--	3	--	--		2007	קדמית	אוטומטית	4	בנזין	4	1591	126	6300	15.7	4200				11.4	187	12	17.5	14.2	--	--	--	--	--	--		ABS + EBD + BAS	6	יש	יש	יש	אין	--	--	--	--	אין	--	--	--	--	--	--	--	--	--	--	423.5	179.0	148.0	265.0	340	1300	1291	--	--	205/55R16	55				מקורית + שליטה מההגה	אין	אין	אין	--	אין	אין	--	--	אין	4	בקרת אקלים מפוצלת	אין	יש	ללא	בד	אין	אין	--	רגילים	יש	אין	אין	אין	אין	אין	יש	--	--	אין	אין	אין	אין	--	--	--	--	--	--	--	--	--	--	--
367	קיה	סיד		2010	5	5	--	3	--	--		2007	קדמית	ידנית	6	טורבו דיזל	4	1582	115	4000	25.9	1900				11.7	188	18.8	25	22.2	--	--	--	--	--	4		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	--	--	--	אין	--	--	--	--	--	--	--	--	--	--	423.5	179.0	148.0	265.0	340	1300	1291	--	--	185/65R15	55				מקורית + שליטה מההגה	אין	אין	אין	--	אין	USB	--	--	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	--	רגילים	אין	אין	אין	אין	אין	אין	יש	--	--	אין	אין	אין	יש	--	--	--	--	--	--	--	--	--	--	--
368	קיה	סיד		2010	5	5	--	3	--	--		2007	קדמית	אוטומטית	4	טורבו דיזל	4	1582	115	4000	25.9	1900				12.8	180	14.3	21.2	17.8	--	--	--	--	--	8		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	--	--	--	אין	--	--	--	--	--	--	--	--	--	--	423.5	179.0	148.0	265.0	340	1300	1291	--	--	185/65R15	55				מקורית + שליטה מההגה	אין	אין	אין	--	אין	USB	--	--	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	--	רגילים	אין	אין	אין	אין	אין	אין	יש	--	--	אין	אין	אין	יש	--	--	--	--	--	--	--	--	--	--	--
369	קיה	סיד		2010	5	5	--	3	--	--		2007	קדמית	אוטומטית	4	בנזין	4	1591	126	6300	15.7	4200				11.4	187	12	17.5	15.1	--	--	--	--	--	5		ABS + EBD + BAS	6	יש	יש	יש	אין	--	--	--	--	אין	--	--	--	--	--	--	--	--	--	--	423.5	179.0	148.0	265.0	340	1300	1291	--	--	205/55R16	55				מקורית + שליטה מההגה	אין	אין	אין	--	אין	USB	--	--	אין	4	בקרת אקלים מפוצלת	אין	יש	ללא	בד	אין	אין	--	רגילים	יש	אין	אין	אין	אין	אין	יש	--	--	אין	אין	אין	הגה בלבד	--	--	--	--	--	--	--	--	--	--	--
370	קיה	סיד		2012	5	5	--	3	--	--		2007	קדמית	ידנית	6	טורבו דיזל	4	1582	115	4000	25.9	1900				--	--	18.8	25	22.2	--	--	--	--	--	4		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	--	--	--	אין	--	--	--	--	--	--	--	--	--	--	423.5	179.0	148.0	265.0	340	1300	1291	--	--	185/65R15	55				מקורית + שליטה מההגה	אין	אין	אין	--	אין	USB	--	--	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	--	רגילים	אין	אין	אין	אין	אין	אין	יש	--	--	אין	אין	אין	יש	--	--	--	--	--	--	--	--	--	--	--
371	קיה	סיד		2008	5	5	--	2	--	--		2007	קדמית	אוטומטית	4	בנזין	4	1591	126	6300	15.7	4200				11.4	187	12	17.5	14.2	--	--	--	--	--	--		ABS + EBD + BAS	6	יש	יש	יש	אין	--	--	--	--	אין	--	--	--	--	--	--	--	--	--	--	423.5	179.0	148.0	265.0	340	1300	1291	--	--	185/65R15	55				מקורית + שליטה מההגה	אין	אין	אין	--	אין	USB	--	--	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	--	רגילים	אין	אין	אין	אין	אין	אין	יש	--	--	אין	אין	אין	אין	--	--	--	--	--	--	--	--	--	--	--
372	קיה	סיד		2012	5	5	--	3	--	--		2007	קדמית	אוטומטית	4	טורבו דיזל	4	1582	115	4000	25.9	1900				--	--	14.3	21.2	17.8	--	--	--	--	--	8		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	--	--	--	אין	--	--	--	--	--	--	--	--	--	--	423.5	179.0	148.0	265.0	340	1300	1291	--	--	185/65R15	55				מקורית + שליטה מההגה	אין	אין	אין	--	אין	USB	--	--	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	--	רגילים	אין	אין	אין	אין	אין	אין	יש	--	--	אין	אין	אין	יש	--	--	--	--	--	--	--	--	--	--	--
373	קיה	סיד		2011	5	5	--	3	--	--		2007	קדמית	אוטומטית	4	בנזין	4	1591	126	6300	15.7	4200				11.4	187	12	17.5	15.1	--	--	--	--	--	5		ABS + EBD + BAS	6	יש	יש	יש	אין	--	--	--	--	אין	--	--	--	--	--	--	--	--	--	--	423.5	179.0	148.0	265.0	340	1300	1291	--	--	205/55R16	55				מקורית + שליטה מההגה	אין	אין	אין	--	אין	USB	--	--	אין	4	בקרת אקלים מפוצלת	אין	יש	ללא	בד	אין	אין	--	רגילים	יש	אין	אין	אין	אין	אין	יש	--	--	אין	אין	אין	הגה בלבד	--	--	--	--	--	--	--	--	--	--	--
374	קיה	סיד		2011	5	5	--	3	--	--		2007	קדמית	אוטומטית	4	טורבו דיזל	4	1582	115	4000	25.9	1900				--	--	14.3	21.2	17.8	--	--	--	--	--	8		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	--	--	--	אין	--	--	--	--	--	--	--	--	--	--	423.5	179.0	148.0	265.0	340	1300	1291	--	--	185/65R15	55				מקורית + שליטה מההגה	אין	אין	אין	--	אין	USB	--	--	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	--	רגילים	אין	אין	אין	אין	אין	אין	יש	--	--	אין	אין	אין	יש	--	--	--	--	--	--	--	--	--	--	--
375	קיה	סיד		2011	5	5	--	3	--	--		2007	קדמית	ידנית	6	טורבו דיזל	4	1582	115	4000	25.9	1900				--	--	18.8	25	22.2	--	--	--	--	--	4		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	--	--	--	אין	--	--	--	--	--	--	--	--	--	--	423.5	179.0	148.0	265.0	340	1300	1291	--	--	185/65R15	55				מקורית + שליטה מההגה	אין	אין	אין	--	אין	USB	--	--	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	--	רגילים	אין	אין	אין	אין	אין	אין	יש	--	--	אין	אין	אין	יש	--	--	--	--	--	--	--	--	--	--	--
376	קיה	סיד		2012	5	5	--	2	--	--		2007	קדמית	אוטומטית	4	בנזין	4	1591	126	6300	15.7	4200				11.4	187	12	17.5	15.1	--	--	--	--	--	5		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	--	--	--	אין	--	--	--	--	--	--	--	--	--	--	423.5	179.0	148.0	265.0	340	1300	1291	--	--	185/65R15	55				מקורית + שליטה מההגה	אין	אין	אין	--	אין	USB	--	--	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	--	רגילים	אין	אין	אין	אין	אין	אין	יש	--	--	אין	אין	אין	אין	--	--	--	--	--	--	--	--	--	--	--
377	קיה	סיד		2009	5	5	--	2	--	--		2007	קדמית	אוטומטית	4	בנזין	4	1591	126	6300	15.7	4200				11.4	187	12	17.5	14.2	--	--	--	--	--	5		ABS + EBD + BAS	6	יש	יש	יש	אין	--	--	--	--	אין	--	--	--	--	--	--	--	--	--	--	423.5	179.0	148.0	265.0	340	1300	1291	--	--	185/65R15	55				מקורית + שליטה מההגה	אין	אין	אין	--	אין	USB	--	--	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	--	רגילים	אין	אין	אין	אין	אין	אין	יש	--	--	אין	אין	אין	אין	--	--	--	--	--	--	--	--	--	--	--
378	קיה	סיד		2010	5	5	--	2	--	--		2007	קדמית	אוטומטית	4	בנזין	4	1591	126	6300	15.7	4200				11.4	187	12	17.5	15.1	--	--	--	--	--	5		ABS + EBD + BAS	6	יש	יש	יש	אין	יש	--	--	--	אין	--	--	--	--	--	--	--	--	--	--	423.5	179.0	148.0	265.0	340	1300	1291	--	--	185/65R15	55				מקורית + שליטה מההגה	אין	אין	אין	--	אין	USB	--	--	אין	4	מזגן רגיל	אין	אין	ללא	בד	אין	אין	--	רגילים	אין	אין	אין	אין	אין	אין	יש	--	--	אין	אין	אין	אין	--	--	--	--	--	--	--	--	--	--	--
379	קיה	סיד		2009	5	5	--	3	--	--		2007	קדמית	אוטומטית	4	בנזין	4	1591	126	6300	15.7	4200				11.4	187	12	17.5	14.2	--	--	--	--	--	5		ABS + EBD + BAS	6	יש	יש	יש	אין	--	--	--	--	אין	--	--	--	--	--	--	--	--	--	--	423.5	179.0	148.0	265.0	340	1300	1291	--	--	205/55R16	55				מקורית + שליטה מההגה	אין	אין	אין	--	אין	אין	--	--	אין	4	בקרת אקלים מפוצלת	אין	יש	ללא	בד	אין	אין	--	רגילים	יש	אין	אין	אין	אין	אין	יש	--	--	אין	אין	אין	אין	--	--	--	--	--	--	--	--	--	--	--
380	קיה	סיד		2012	5	5	--	3	--	--		2007	קדמית	אוטומטית	4	בנזין	4	1591	126	6300	15.7	4200				11.4	187	12	17.5	15.1	--	--	--	--	--	5		ABS + EBD + BAS	6	יש	יש	יש	אין	--	--	--	--	אין	--	--	--	--	--	--	--	--	--	--	423.5	179.0	148.0	265.0	340	1300	1291	--	--	205/55R16	55				מקורית + שליטה מההגה	אין	אין	אין	--	אין	USB	--	--	אין	4	בקרת אקלים מפוצלת	אין	יש	ללא	בד	אין	אין	--	רגילים	יש	אין	אין	אין	אין	אין	יש	--	--	אין	אין	אין	הגה בלבד	--	--	--	--	--	--	--	--	--	--	--
381	קיה	סטוניק	Premium	2019	5	5	--	2	--	--		2017	קדמית	אוטומטית - רובוטית כפולת מצמדים	7	טורבו בנזין	3	998	120	6000	17.5	1500				10.6	185	16.9	20.4	19.2	--	--	--	--	--	7		ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	אין	תאורה עוקבת פניה	414.0	176.0	152.0	258.0	332	1135	1220	450	1110	205/55R17	45				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	אין	יש	יש	בד	אין	אין	אין	רגילים	יש	יש	יש	אחוריים	אחורית	אין	יש	אין	אין	כניסה + הנעה	יש	אין	יש	אין	אין	אין	יש	אין	אין	אין	רגילים	אין	צביעה דו-גונית, הגה בעיצוב ספורטיבי, דוושות אלומיניום	--
382	קיה	סטוניק	Urban	2021	5	5	--	2	--	--		2017	קדמית	אוטומטית - טיפטרוניק	6	בנזין	4	1368	100	6000	13.6	4000				12.9	183	--	--	14.9	--	--	--	--	--	8		ABS + EBD + BAS	6	יש	יש	יש	יש	יש	יש	יש	אין	אין	היגוי אקטיבי	אין	אין	אין	יש	יש	אין	אין	אין	--	414.0	176.0	152.0	258.0	332	1135	1183	450	800	205/55R17	45				מקורית + שליטה מההגה	יש	אין	יש	7	אין	USB + AUX	Android Auto + Apple CarPlay	אין	אין	4	בקרת אקלים	אין	יש	יש	בד	אין	אין	אין	רגילים	אין	אין	יש	אחוריים	אחורית	אין	יש	אין	אין	אין	יש	אין	יש	אין	אין	אין	אין	אין	אין	אין	רגילים	אין	חלונות אחוריים כהים	צביעה דו-גונית
