tozeret_cd,degem_cd,shnat_yitzur,size
281,51,2007,1957
281,52,2007,1381
281,52,2008,4555
281,52,2009,115
281,61,2003,138
281,61,2004,101
281,61,2005,61
281,71,2003,103
281,71,2004,296
281,71,2005,258
281,140,2000,12
281,201,2007,409
281,202,2007,455
281,202,2008,802
281,202,2009,243
281,210,2000,11
281,221,2000,24
281,231,2003,93
281,231,2004,167
281,231,2005,188
281,231,2006,361
281,261,2007,27
281,261,2008,173
281,261,2009,35
281,360,1997,11
281,361,1997,21
281,911,1997,9
281,1041,2009,1144
283,6,2017,8
299,1,2011,1065
299,1,2012,600
299,2,2011,257
299,2,2012,142
299,3,2011,403
299,3,2012,627
299,4,2011,318
299,4,2012,470
299,6,2012,117
299,7,2012,458
299,7,2013,124
299,7,2014,274
299,8,2012,212
299,8,2013,37
299,8,2014,121
299,9,2012,282
299,9,2013,14
299,11,2009,338
299,11,2010,1194
299,11,2011,26
299,19,2013,142
299,19,2014,444
299,21,2009,314
299,21,2010,1678
299,21,2011,147
299,23,2013,330
299,23,2014,462
299,24,2013,13
299,24,2014,88
299,26,2013,8
299,26,2014,30
299,27,2013,24
299,27,2014,104
299,28,2013,35
299,28,2014,100
299,29,2014,12
299,30,2014,18
299,31,2009,25
299,31,2010,221
299,32,2014,1451
299,32,2015,16
299,33,2014,193
299,34,2014,63
299,36,2015,65
299,37,2015,254
299,41,2011,1501
299,41,2012,775
299,42,2015,8
299,45,2015,2349
299,45,2016,400
299,47,2015,17
299,48,2015,135
299,48,2016,14
299,49,2015,398
299,49,2016,57
299,50,2015,20
299,51,2015,31
299,52,2015,83
299,52,2016,18
299,53,2015,22
299,54,2015,52
299,54,2016,17
299,55,2015,303
299,55,2016,37
299,56,2016,16
299,57,2016,31
299,57,2017,24
299,59,2016,124
299,59,2017,167
299,60,2016,35
299,60,2017,42
299,61,2016,790
299,61,2017,339
299,62,2016,205
299,62,2017,148
299,63,2016,345
299,63,2017,404
299,64,2016,121
299,64,2017,94
299,65,2016,333
299,65,2017,278
299,69,2017,33
299,72,2017,32
299,73,2017,1192
299,111,1998,8
301,2,2011,15
301,6,2011,11
301,6,2014,9
301,6,2015,23
301,9,2011,72
301,9,2012,17
301,13,2014,16
301,13,2015,59
301,13,2016,9
301,16,2014,12
301,16,2015,14
301,19,2006,25
301,19,2014,67
301,19,2015,47
301,27,2014,9
301,27,2015,16
301,27,2016,26
301,33,2006,27
301,37,2016,37
301,39,2016,42
301,41,2016,35
301,42,2016,13
301,43,2016,28
301,46,2006,16
301,46,2007,8
301,47,2016,8
301,48,2016,20
301,48,2017,18
301,49,2016,10
301,50,2016,26
301,52,2016,35
301,58,2007,16
301,59,2017,12
301,63,2016,11
301,63,2017,101
301,64,2016,24
301,64,2017,68
301,68,2016,9
301,68,2017,28
301,70,2005,8
301,71,2017,9
301,72,2007,9
301,75,2017,61
301,79,2007,15
301,79,2008,91
301,87,2008,36
301,88,2008,10
301,97,2008,21
301,102,2008,11
301,104,2008,22
301,104,2009,57
301,104,2010,18
301,106,2008,8
301,114,2009,100
301,114,2010,29
301,118,2011,44
301,119,2011,84
301,123,2008,11
301,123,2009,11
301,125,2008,21
301,125,2009,46
301,125,2010,17
301,127,2008,30
301,127,2009,43
301,128,2008,15
301,128,2009,21
301,128,2010,27
301,129,2011,31
301,129,2012,64
301,133,2009,14
301,138,2011,77
301,141,2011,10
301,142,2011,47
301,155,2012,36
301,156,2012,32
301,162,2012,43
301,163,2012,12
301,172,2013,32
301,175,2013,62
301,176,2013,28
301,178,2013,67
301,178,2014,50
301,179,2013,12
301,181,2015,23
301,181,2016,42
301,182,2011,10
301,184,2013,13
301,186,2013,62
301,186,2014,37
301,187,2013,49
301,187,2014,15
301,192,2009,22
301,192,2010,16
301,193,2009,15
301,193,2010,14
301,198,2013,83
301,198,2014,32
301,202,2013,18
301,202,2014,10
301,209,2013,9
301,209,2014,29
301,210,2014,8
301,212,2014,28
301,224,2014,19
301,224,2015,109
301,224,2016,22
301,226,2015,17
301,228,2016,14
301,229,2016,37
301,232,2016,110
301,232,2017,32
301,235,2016,11
310,41,2007,11
312,1,2011,589
312,1,2012,879
312,1,2013,41
312,1,2014,830
312,1,2015,290
312,2,2011,42
312,2,2012,28
312,3,2011,57
312,3,2012,84
312,5,2011,123
312,5,2012,200
312,5,2014,228
312,5,2015,166
312,6,2011,32
312,6,2012,52
312,6,2014,56
312,6,2015,15
312,7,2011,14
312,7,2012,9
312,8,2012,37
312,8,2014,24
312,9,2012,16
312,12,2012,11
312,14,2012,338
312,14,2013,10
312,14,2014,1049
312,16,2014,287
312,16,2015,81
312,17,2016,75
312,17,2017,59
312,18,2015,54
312,18,2016,293
312,18,2017,579
312,19,2015,23
312,19,2016,1044
312,19,2017,1573
312,23,2016,35
312,23,2017,46
312,61,2006,1068
312,62,2007,1761
312,62,2008,1104
312,70,2007,8
312,70,2008,18
312,71,2006,154
312,72,2007,70
312,81,2006,114
312,82,2007,321
312,82,2008,165
312,91,2006,20
312,92,2007,25
312,92,2008,15
312,100,2009,30
312,100,2010,18
312,101,2006,22
312,102,2007,16
312,110,2009,16
312,111,2003,46
312,111,2004,78
312,111,2005,29
312,111,2006,92
312,112,2007,68
312,112,2008,9
312,121,2003,62
312,121,2004,63
312,121,2005,20
312,130,2009,11
312,131,2003,14
312,131,2004,19
312,131,2005,8
312,131,2006,17
312,132,2007,21
312,141,2002,91
312,141,2003,129
312,141,2004,88
312,141,2005,15
312,141,2006,48
312,142,2007,44
312,142,2008,10
312,142,2009,8
312,151,2003,86
312,160,2010,8
312,160,2011,8
312,160,2012,11
312,161,2003,9
312,161,2004,14
312,170,2002,67
312,170,2003,22
312,170,2004,22
312,170,2006,11
312,171,2002,11
312,171,2003,12
312,172,2007,18
312,172,2008,28
312,181,2001,15
312,181,2002,13
312,181,2004,11
312,191,2001,10
312,241,1998,33
312,241,1999,40
312,241,2000,23
312,251,2002,15
312,251,2003,8
312,251,2004,8
312,311,1999,8
312,311,2000,22
312,321,1999,11
312,341,1999,14
312,341,2000,8
312,341,2001,10
312,341,2002,15
312,371,1999,13
312,381,2001,12
312,381,2002,12
312,391,2000,10
312,391,2002,8
312,411,1998,26
312,411,1999,14
312,421,1998,8
312,431,1999,10
312,450,2001,12
312,450,2002,8
312,451,2001,104
312,451,2002,174
312,451,2003,59
312,461,2001,42
312,461,2002,36
312,461,2003,19
312,471,2001,82
312,471,2002,89
312,471,2003,55
312,481,2001,35
312,481,2002,43
312,481,2003,36
312,491,2003,146
312,491,2004,365
312,491,2005,157
312,491,2006,636
312,491,2007,26
312,492,2007,784
312,492,2008,479
312,500,1997,17
312,500,1998,27
312,500,1999,12
312,501,1997,13
312,501,1998,37
312,501,1999,10
312,510,1997,8
312,510,1998,14
312,510,1999,8
312,511,1998,10
312,511,1999,24
312,541,1998,30
312,541,1999,12
312,541,2001,11
312,551,1997,8
312,551,1998,107
312,551,1999,29
312,551,2000,21
312,551,2001,21
312,592,2007,14
312,610,1997,11
312,610,1998,10
312,610,1999,8
312,621,2003,9
312,621,2005,9
312,621,2006,8
312,631,2003,42
312,631,2004,26
312,631,2005,31
312,631,2006,54
312,632,2007,21
312,641,2004,63
312,641,2005,117
312,641,2006,355
312,642,2007,269
312,642,2008,150
312,642,2009,114
312,651,2006,23
312,651,2007,285
312,651,2008,116
312,651,2009,277
312,651,2010,28
312,662,2007,17
312,681,2007,238
312,681,2008,140
312,681,2009,354
312,691,2007,42
312,691,2008,12
312,691,2009,73
312,701,2007,23
312,701,2009,55
312,711,2008,9
312,711,2009,31
312,711,2010,10
312,721,2009,17
312,731,2009,20
312,741,2009,26
312,741,2010,18
312,801,2009,105
312,801,2010,30
312,801,2011,8
312,811,2009,9
312,831,2009,14
312,841,2009,12
312,861,2009,257
312,861,2010,372
312,861,2011,602
312,861,2012,186
312,871,2009,10
312,871,2010,17
312,1000,1998,16
312,1000,1999,23
312,1011,1996,9
312,1011,1997,48
312,1011,1998,89
312,1011,1999,83
312,1011,2000,47
312,1021,1998,14
312,1021,1999,22
312,1021,2000,18
312,1031,1996,8
312,1031,1997,30
312,1031,1998,51
312,1031,1999,20
312,1031,2000,25
312,1041,2008,8
312,1041,2009,43
312,1041,2010,13
312,1051,2008,87
312,1051,2009,399
312,1051,2010,78
312,1061,2008,25
312,1061,2009,300
312,1061,2010,194
312,1071,2008,12
312,1071,2009,89
312,1071,2010,27
312,2401,1997,18
322,1,2011,94
322,1,2012,272
322,2,2011,142
322,2,2012,198
322,3,2012,21
322,4,2012,98
322,4,2013,240
322,4,2014,653
322,5,2012,31
322,5,2013,93
322,5,2014,467
322,6,2012,50
322,7,2014,9
322,7,2015,275
322,8,2014,13
322,9,2015,128
322,11,2009,8
322,12,2017,197
322,13,2016,15
322,13,2017,1042
322,20,2010,1700
322,20,2011,2218
322,20,2012,292
322,21,2009,205
322,21,2010,1074
322,21,2011,1282
322,21,2012,256
335,10,2008,68
335,10,2009,197
338,141,2002,73
338,141,2003,28
341,1160,1996,16
341,1161,1996,26
341,1161,1997,18
341,1221,1998,13
341,1251,1997,12
341,1321,1998,10
346,1,2011,9
346,1,2012,9
346,1,2014,38
346,2,2011,193
346,2,2012,71
346,2,2014,156
346,3,2011,11
346,5,2012,27
346,6,2012,46
346,6,2014,68
346,7,2012,205
346,7,2014,102
346,7,2015,37
346,8,2012,700
346,8,2013,43
346,8,2014,1228
346,8,2015,446
346,9,2012,16
346,9,2014,27
346,11,2005,21
346,11,2006,12
346,12,2014,378
346,12,2015,166
346,13,2014,65
346,13,2015,21
346,14,2014,64
346,14,2015,12
346,15,2014,14
346,18,2014,19
346,19,2014,236
346,19,2015,499
346,21,2005,17
346,21,2006,56
346,22,2016,22
346,23,2015,12
346,23,2016,205
346,23,2017,12
346,24,2016,24
346,25,2016,55
346,26,2016,167
346,26,2017,57
346,27,2016,14
346,28,2016,12
346,29,2016,8
346,30,2006,9
346,31,2006,9
346,33,2016,104
346,33,2017,32
346,35,2016,103
346,35,2017,686
346,36,2017,27
346,38,2016,15
346,38,2017,301
346,39,2016,24
346,39,2017,56
346,41,2006,11
346,42,2007,17
346,42,2008,23
346,42,2009,14
346,43,2016,8
346,43,2017,30
346,45,2016,21
346,45,2017,223
346,46,2017,15
346,47,2017,229
346,48,2017,359
346,49,2017,12
346,50,2010,8
346,51,2006,66
346,51,2007,41
346,51,2008,38
346,51,2009,19
346,61,2007,32
346,61,2008,8
346,61,2009,13
346,71,2007,36
346,71,2008,15
346,71,2009,212
346,71,2010,89
346,71,2011,234
346,71,2012,269
346,71,2013,20
346,81,2007,23
346,81,2008,23
346,81,2009,76
346,91,2009,23
346,101,2007,10
346,101,2009,10
346,101,2011,25
346,121,2009,72
346,131,2009,115
346,141,2009,54
346,151,2009,15
346,161,2009,37
346,161,2010,72
346,171,2012,23
346,181,2011,23
346,311,2002,24
346,311,2003,12
346,311,2004,9
346,321,2002,11
346,411,2002,10
346,511,2002,78
346,511,2003,30
346,511,2004,23
346,611,2002,8
346,611,2004,8
346,711,2001,13
346,711,2002,62
346,711,2003,114
346,711,2004,10
346,721,2002,12
346,851,2002,8
346,881,2009,401
346,881,2010,385
346,881,2011,510
346,881,2012,518
346,891,2009,137
346,891,2010,105
346,891,2011,151
346,891,2012,17
347,15,2006,80
351,2,2015,139
351,3,2015,354
351,4,2015,86
351,5,2015,56
351,6,2015,192
351,7,2015,145
351,8,2015,107
351,11,2015,16
351,11,2016,8
351,12,2015,49
351,12,2016,25
351,12,2017,17
351,18,2016,10
351,19,2016,12
351,20,2016,24
351,21,2016,29
351,21,2017,101
351,22,2016,64
351,22,2017,39
351,23,2016,12
351,23,2017,17
351,24,2017,19
351,25,2017,9
351,28,2017,13
351,29,2017,10
351,33,2017,10
351,34,2017,29
351,35,2017,26
351,36,2017,10
351,37,2017,9
351,39,2017,11
351,43,2017,168
351,45,2017,125
351,49,2017,9
351,64,2018,20
351,65,2018,8
351,96,2020,14
361,2,2011,8
361,5,2011,20
361,7,2011,9
361,8,2012,12
361,9,2012,33
361,10,2012,12
361,12,2012,10
361,19,2012,14
361,19,2014,26
361,21,2002,9
361,23,2014,15
361,33,2016,20
361,56,2016,11
361,58,2016,32
361,58,2017,71
361,66,2017,20
361,72,2017,11
361,83,2017,14
361,91,2005,22
361,111,2005,13
361,112,2005,8
361,113,2005,11
361,121,2005,22
361,121,2006,108
361,131,2006,34
361,141,1998,57
361,151,1998,8
361,161,1998,21
361,171,1998,42
361,192,2008,16
361,192,2009,21
361,202,2007,16
361,202,2008,27
361,202,2009,40
361,232,2007,24
361,411,2008,8
361,441,2008,12
361,441,2009,19
361,521,2008,8
361,521,2009,10
361,571,2009,10
361,571,2010,24
361,581,2009,8
361,581,2010,13
361,641,2007,13
361,651,2007,13
361,681,2009,12
361,721,2010,11
361,771,2011,20
361,771,2012,20
361,951,2005,10
361,951,2006,35
361,2201,1996,20
361,2201,1997,23
361,2211,1997,8
361,2221,1997,13
361,2301,1996,28
361,2301,1997,36
361,2361,2001,10
361,2361,2003,12
361,2361,2004,14
380,3,2016,153
380,3,2017,118
380,4,2016,181
380,4,2017,312
386,221,2002,25
386,221,2003,10
388,1,2011,36
388,2,2011,29
388,3,2011,10
388,7,2012,21
388,16,2012,11
388,18,2012,26
388,23,2012,20
388,24,2011,9
388,24,2012,59
388,24,2014,13
388,25,2012,11
388,26,2012,69
388,27,2012,10
388,28,2012,12
388,31,2005,13
388,33,2012,17
388,34,2012,11
388,36,2012,22
388,37,2012,75
388,37,2013,10
388,37,2014,25
388,41,2005,39
388,43,2014,18
388,65,2014,144
388,65,2015,46
388,66,2014,33
388,66,2015,18
388,69,2014,53
388,69,2015,25
388,70,2014,55
388,70,2015,39
388,72,2014,73
388,72,2015,32
388,73,2014,30
388,73,2015,16
388,104,2015,8
388,108,2016,26
388,109,2016,59
388,109,2017,23
388,110,2016,30
388,113,2016,80
388,113,2017,74
388,120,2016,17
388,122,2016,12
388,123,2016,44
388,123,2017,61
388,124,2016,49
388,124,2017,55
388,127,2016,8
388,128,2016,25
388,128,2017,37
388,129,2016,25
388,129,2017,34
388,130,2016,18
388,130,2017,23
388,135,2016,8
388,135,2017,17
388,137,2017,11
388,145,2017,12
388,146,2017,22
388,149,2017,13
388,154,2017,9
388,156,2017,43
388,161,2005,8
388,161,2006,16
388,161,2007,10
388,162,2007,8
388,162,2008,9
388,167,2017,46
388,178,2017,29
388,261,2005,8
388,262,2008,8
388,511,2007,12
388,512,2008,23
388,581,2007,9
388,721,2008,72
388,721,2009,80
388,741,2008,37
388,741,2009,559
388,741,2010,219
388,801,2009,52
388,801,2010,21
388,811,2009,16
388,811,2010,8
388,841,2010,11
388,841,2011,23
388,861,2010,13
388,861,2011,45
388,871,2010,22
388,871,2011,37
388,901,2011,9
388,901,2012,11
388,911,2011,9
388,911,2012,12
388,931,2011,16
388,941,2010,9
388,941,2011,25
388,951,2011,30
388,981,2009,50
388,981,2010,21
388,1991,2001,16
388,1991,2002,14
388,1991,2003,17
388,1991,2004,16
388,2921,1999,24
388,2941,2000,44
388,2961,2000,21
388,3041,1998,11
388,3081,1997,8
388,3081,1999,8
402,3,2013,29
403,1,2012,39
403,1,2013,8
403,1,2014,9
403,2,2012,147
403,2,2013,31
403,2,2014,163
403,9,2016,11
403,12,2016,10
403,14,2016,35
403,14,2017,25
403,15,2016,367
403,15,2017,180
403,16,2016,56
403,16,2017,25
403,21,2009,28
403,31,2009,24
403,31,2010,65
403,41,2010,214
403,50,2010,68
403,60,2010,31
403,60,2011,365
403,60,2012,23
403,61,2010,97
403,61,2011,1068
403,61,2012,106
404,2,2013,22
404,8,2013,15
404,9,2013,10
404,10,2013,26
404,11,2010,12
404,13,2013,22
404,14,2013,14
404,15,2013,15
404,24,2013,50
404,27,2013,9
404,29,2013,13
404,29,2014,87
404,29,2015,66
404,29,2016,56
404,30,2014,75
404,30,2015,107
404,30,2016,51
404,31,2010,19
404,31,2011,29
404,32,2014,44
404,32,2015,36
404,33,2014,19
404,33,2015,10
404,34,2014,15
404,34,2015,37
404,35,2014,26
404,35,2015,37
404,36,2014,19
404,36,2015,15
404,39,2014,25
404,40,2014,60
404,43,2014,71
404,43,2015,27
404,44,2014,57
404,44,2015,20
404,46,2014,9
404,46,2015,8
404,47,2015,42
404,47,2016,47
404,50,2015,89
404,50,2016,63
404,50,2017,14
404,51,2010,16
404,51,2011,19
404,53,2015,76
404,53,2016,46
404,54,2015,54
404,54,2016,55
404,56,2015,11
404,58,2015,9
404,59,2015,58
404,59,2016,56
404,60,2015,128
404,60,2016,90
404,63,2015,10
404,64,2016,8
404,73,2016,70
404,74,2016,8
404,76,2016,25
404,77,2016,53
404,79,2016,51
404,80,2016,14
404,81,2011,12
404,85,2016,9
404,87,2016,32
404,89,2016,36
404,90,2016,57
404,91,2010,32
404,91,2011,51
404,91,2012,8
404,94,2016,23
404,94,2017,9
404,95,2016,44
404,95,2017,10
404,98,2016,20
404,104,2017,9
404,111,2010,11
404,111,2011,21
404,111,2012,8
404,112,2017,16
404,118,2017,13
404,119,2017,9
404,181,2010,11
404,201,2011,8
404,261,2011,22
404,281,2011,74
404,281,2012,14
404,281,2013,35
404,291,2011,84
404,291,2012,12
404,291,2013,15
404,301,2011,12
404,341,2013,12
413,1,2013,938
413,7,2013,13
413,8,2013,291
413,8,2015,42
413,9,2013,364
413,9,2014,21
413,11,2006,62
413,11,2007,25
413,12,2006,69
413,12,2007,96
413,13,2006,264
413,13,2007,184
413,13,2013,101
413,14,2006,54
413,14,2007,50
413,14,2013,398
413,14,2014,293
413,15,2006,62
413,15,2007,47
413,15,2013,88
413,15,2014,81
413,16,2006,22
413,16,2007,38
413,16,2013,17
413,16,2014,206
413,17,2006,264
413,17,2007,254
413,17,2013,18
413,17,2014,392
413,17,2015,264
413,18,2014,336
413,19,2014,198
413,20,2007,29
413,21,2004,30
413,21,2006,36
413,21,2007,113
413,22,2007,23
413,23,2007,16
413,23,2014,59
413,23,2015,35
413,24,2007,18
413,25,2008,38
413,26,2007,62
413,26,2014,29
413,27,2007,16
413,27,2014,55
413,27,2015,52
413,28,2007,17
413,28,2014,70
413,29,2007,9
413,29,2008,13
413,29,2014,234
413,29,2015,137
413,30,2007,72
413,30,2009,31
413,30,2010,45
413,30,2011,14
413,31,2004,16
413,31,2006,40
413,32,2007,29
413,32,2014,392
413,32,2015,339
413,33,2014,182
413,33,2015,770
413,33,2016,201
413,34,2008,11
413,34,2014,124
413,34,2015,351
413,35,2014,58
413,35,2015,209
413,40,2010,8
413,41,2007,126
413,42,2007,31
413,42,2008,19
413,44,2008,28
413,44,2009,21
413,44,2010,20
413,44,2011,22
413,45,2008,30
413,45,2010,13
413,46,2008,14
413,47,2008,32
413,47,2015,107
413,48,2008,33
413,48,2015,100
413,49,2008,14
413,49,2015,256
413,50,2002,195
413,50,2003,134
413,50,2004,261
413,50,2006,45
413,51,2004,99
413,51,2006,102
413,51,2008,60
413,52,2008,60
413,52,2015,82
413,53,2008,66
413,54,2015,154
413,54,2016,352
413,54,2017,11
413,56,2015,294
413,56,2016,140
413,58,2015,210
413,58,2016,43
413,59,2015,237
413,59,2016,54
413,61,2001,15
413,62,2015,53
413,62,2016,208
413,63,2015,13
413,63,2016,124
413,64,2015,50
413,64,2016,445
413,64,2017,14
413,65,2016,74
413,66,2016,534
413,67,2016,70
413,67,2017,53
413,68,2016,515
413,69,2016,129
413,69,2017,37
413,70,2001,8
413,71,2001,12
413,72,2016,414
413,73,2016,137
413,74,2016,26
413,74,2017,38
413,77,2017,15
413,78,2017,12
413,82,2016,785
413,82,2017,9
413,83,2016,25
413,84,2017,9
413,86,2017,26
413,87,2017,72
413,89,2017,11
413,94,2017,23
413,96,2017,32
413,97,2017,12
413,100,1996,15
413,100,1999,13
413,100,2000,13
413,100,2001,290
413,101,1996,9
413,110,1997,17
413,110,2001,138
413,110,2002,263
413,111,1997,46
413,111,1998,9
413,120,2001,158
413,120,2002,200
413,121,1997,10
413,121,1998,12
413,131,1998,8
413,141,1998,11
413,147,2019,17
413,150,2002,15
413,150,2003,13
413,151,1998,212
413,157,2019,14
413,161,1998,17
413,184,2021,14
413,200,2001,45
413,207,2021,44
413,207,2022,38
413,210,1997,8
413,211,1997,17
413,213,2021,20
413,213,2022,90
413,220,2003,38
413,220,2004,37
413,220,2006,13
413,225,2022,58
413,226,2021,16
413,226,2022,102
413,227,2021,18
413,230,2009,48
413,230,2010,16
413,230,2011,45
413,231,1997,10
413,241,2000,13
413,257,2022,73
413,259,2022,8
413,261,1996,37
413,270,1997,15
413,271,1997,116
413,274,2022,8
413,290,2001,24
413,300,2001,143
413,301,2006,58
413,301,2007,195
413,302,2007,42
413,302,2008,425
413,302,2009,226
413,302,2010,77
413,310,2002,96
413,311,2000,12
413,311,2001,466
413,311,2002,848
413,321,2001,57
413,321,2002,119
413,321,2003,75
413,330,2001,11
413,331,2001,1191
413,331,2002,1080
413,340,2001,16
413,340,2002,15
413,341,2001,10
413,351,2001,306
413,351,2002,530
413,361,2001,60
413,361,2002,77
413,361,2003,46
413,371,2001,39
413,371,2002,24
413,371,2003,31
413,400,2000,19
413,400,2001,192
413,401,2008,49
413,411,2003,52
413,411,2004,25
413,411,2006,46
413,421,2007,325
413,422,2007,121
413,422,2008,237
413,431,2007,169
413,432,2007,47
413,432,2008,54
413,441,2007,41
413,442,2007,20
413,442,2008,51
413,442,2009,9
413,442,2010,11
413,442,2011,14
413,451,1997,36
413,451,1998,23
413,471,2002,19
413,471,2003,17
413,471,2004,51
413,471,2006,60
413,481,2002,14
413,481,2003,24
413,481,2004,41
413,481,2006,69
413,490,2006,11
413,490,2007,32
413,491,2006,2008
413,491,2007,3074
413,493,2007,456
413,500,2002,9
413,500,2003,12
413,500,2004,9
413,501,2006,2542
413,501,2007,2249
413,502,2007,9
413,511,2006,202
413,511,2007,392
413,512,2007,52
413,521,2007,142
413,522,2007,27
413,522,2008,203
413,531,2007,132
413,532,2007,36
413,532,2008,266
413,532,2009,58
413,532,2010,51
413,532,2011,72
413,541,2009,81
413,541,2010,56
413,541,2011,71
413,541,2012,11
413,551,2007,34
413,552,2007,10
413,552,2008,24
413,562,2009,14
413,571,2007,23
413,572,2007,14
413,572,2008,59
413,581,2007,18
413,582,2007,9
413,582,2008,35
413,582,2009,9
413,591,2007,20
413,592,2007,10
413,592,2008,43
413,592,2009,22
413,622,2008,17
413,641,2008,2055
413,641,2009,523
413,651,2008,1401
413,651,2009,265
413,661,2008,31
413,671,2008,139
413,681,2008,25
413,681,2009,41
413,700,2002,61
413,700,2003,51
413,700,2004,83
413,700,2006,12
413,701,2008,9
413,731,2008,25
413,741,2008,29
413,750,2003,118
413,750,2004,382
413,751,2008,30
413,800,2002,87
413,800,2003,115
413,800,2004,146
413,800,2006,43
413,801,2008,11
413,811,2009,11
413,841,2008,11
413,850,2003,137
413,850,2004,531
413,851,2009,18
413,871,2009,4018
413,871,2010,2038
413,871,2011,5010
413,881,2009,1411
413,881,2010,1283
413,881,2011,2650
413,881,2012,52
413,900,2002,220
413,900,2003,150
413,900,2004,89
413,900,2006,19
413,901,2009,38
413,911,2009,11
413,921,2009,76
413,921,2010,39
413,931,2009,163
413,931,2010,149
413,941,2009,62
413,941,2010,20
413,950,2003,35
413,950,2004,96
413,981,2009,40
413,991,2009,8
413,1000,2001,74
413,1000,2002,142
413,1001,2009,661
413,1001,2010,534
413,1001,2011,1335
413,1001,2012,95
413,1011,2009,135
413,1011,2010,691
413,1011,2011,1616
413,1011,2012,50
413,1021,2009,9
413,1031,2009,8
413,1031,2010,147
413,1031,2011,72
413,1041,2010,14
413,1051,2010,39
413,1061,2010,144
413,1061,2011,58
413,1071,2010,76
413,1071,2011,9
413,1131,2011,9
413,1141,2010,72
413,1141,2011,452
413,1141,2012,33
413,1151,2010,9
413,1151,2011,79
413,1161,2010,14
413,1161,2011,121
413,1161,2012,8
413,1171,2011,325
413,1171,2012,33
413,1181,2011,534
413,1181,2012,35
413,1191,2011,91
413,1191,2012,42
413,1191,2013,120
413,1500,2001,27
413,1500,2002,61
413,1600,2003,45
413,1600,2004,232
413,1600,2005,12
413,1700,2002,29
413,1700,2003,22
413,1700,2004,26
413,1800,2002,16
413,1800,2003,41
413,1800,2004,58
413,1800,2006,50
413,1800,2007,79
413,1801,2007,61
413,2000,2002,17
413,2000,2003,29
413,2011,1996,8
413,2011,1997,49
413,2011,1998,16
413,2021,2011,89
413,2021,2012,12
413,2021,2013,9
413,2031,2011,74
413,2031,2012,35
413,2031,2013,195
413,2041,2011,90
413,2041,2012,19
413,2051,2011,17
413,2051,2012,12
413,2061,2011,25
413,2071,2011,126
413,2071,2012,246
413,2071,2013,337
413,2081,2012,97
413,2081,2013,154
413,2100,2006,61
413,2100,2007,77
413,2101,2007,21
413,2300,2002,8
413,2300,2003,8
413,2300,2004,35
413,2300,2006,32
413,2300,2007,43
413,2301,2007,11
413,2500,2002,30
413,2500,2003,60
413,3011,2009,12
413,7500,2001,12
413,8200,2000,10
413,8200,2001,32
413,8510,2001,19
413,8511,2000,20
413,8611,2000,17
413,8612,2004,21
413,8613,2004,66
413,8613,2005,9
413,8710,2000,26
416,8,2013,12
416,11,2008,40
416,11,2009,154
416,11,2010,176
416,11,2011,8
416,14,2013,38
416,15,2013,271
416,16,2013,256
416,17,2013,382
416,18,2013,104
416,21,2008,74
416,21,2009,305
416,21,2010,184
416,26,2013,8
416,27,2013,15
416,28,2013,70
416,30,2010,12
416,31,2008,8
416,31,2009,64
416,31,2010,93
416,32,2014,19
416,32,2015,46
416,33,2013,45
416,33,2014,77
416,38,2013,62
416,38,2014,8
416,39,2013,14
416,39,2014,69
416,41,2010,17
416,42,2014,19
416,45,2014,15
416,55,2014,51
416,55,2015,677
416,55,2016,12
416,56,2015,111
416,57,2014,8
416,57,2015,321
416,57,2016,10
416,58,2015,56
416,59,2014,27
416,59,2015,440
416,60,2015,46
416,62,2015,8
416,65,2015,77
416,66,2015,31
416,67,2015,65
416,68,2014,42
416,68,2015,1045
416,69,2015,8
416,71,2010,15
416,72,2015,15
416,84,2015,1014
416,84,2016,26
416,85,2015,4033
416,85,2016,286
416,86,2015,449
416,86,2016,15
416,87,2015,72
416,88,2015,89
416,89,2015,18
416,91,2010,348
416,94,2015,512
416,94,2016,60
416,95,2015,20
416,96,2015,28
416,96,2016,10
416,97,2015,11
416,101,2010,54
416,101,2011,10
416,101,2012,164
416,109,2016,37
416,111,2010,45
416,111,2011,10
416,111,2012,88
416,116,2016,57
416,117,2016,16
416,118,2016,20
416,120,2016,91
416,120,2017,479
416,121,2011,9
416,121,2012,395
416,122,2016,323
416,122,2017,3110
416,123,2016,27
416,123,2017,153
416,124,2016,25
416,124,2017,205
416,125,2016,11
416,131,2010,30
416,131,2012,62
416,132,2016,11
416,133,2017,8
416,141,2012,26
416,145,2017,44
416,146,2016,44
416,146,2017,979
416,149,2016,20
416,149,2017,183
416,154,2016,58
416,154,2017,593
416,156,2016,21
416,156,2017,10
416,165,2017,37
416,166,2017,8
416,167,2017,8
416,168,2017,481
416,177,2018,12
416,249,2022,8
416,256,2022,35
423,1,2013,215
423,1,2014,63
423,6,2013,18
423,8,2014,27
423,9,2014,243
423,9,2015,70
423,10,2014,54
423,10,2015,15
423,11,2014,37
423,11,2015,28
423,14,2015,130
423,14,2016,161
423,15,2016,127
423,17,2016,18
423,17,2017,125
423,19,2017,50
423,20,2017,57
423,21,2017,113
423,22,2017,124
423,23,2017,75
423,24,2017,86
423,25,2017,11
430,1,2013,333
430,1,2014,36
430,2,2013,651
430,2,2014,15
430,3,2013,659
430,3,2014,116
430,4,2014,93
430,5,2014,144
430,6,2014,17
430,7,2014,298
430,8,2014,86
430,8,2015,87
