Unnamed: 0,make,model,ramat_gimur,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,fieldprice_equ
186,יונדאי,i10,SUPREME,2016.0,5.0,5.0,0,1.0,0,0,0,2013.0,קדמית,אוטומטית - טיפטרוניק,4.0,בנזין,4.0,1248.0,87.0,6000.0,12.2,4000.0,13.8,163.0,12.5,19.6,16.1,0,0,0,0,0,9.0,9.0,ABS + EBD,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.5,166.0,150.0,238.5,252.0,1046.0,961.0,0.0,0.0,175/65R14,40.0,מקורית + שליטה מההגה,1,0,0,0,0,USB + AUX,0,0,0,4.0,מזגן רגיל,0,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,1,0,0,0,0,0,הגה בלבד,0,0,0,0,0,0,0,רגילים,0,0,0
187,יונדאי,i10,INSIGHT,2018.0,5.0,5.0,0,1.0,0,0,0,2013.0,קדמית,ידנית,5.0,בנזין,3.0,998.0,66.0,5500.0,9.6,3500.0,14.9,155.0,16.6,25.0,21.2,0,0,0,0,0,4.0,4.0,ABS + EBD,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",366.5,166.0,150.0,238.5,252.0,1046.0,933.0,0.0,0.0,175/65R14,40.0,מקורית + שליטה מההגה,0,0,0,0,0,USB + AUX,0,0,0,2.0,מזגן רגיל,0,0,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,מערכת עזר לזינוק בעליה,0
188,יונדאי,i10,INSPIRE,2018.0,5.0,5.0,0,1.0,0,0,0,2013.0,קדמית,אוטומטית - טיפטרוניק,4.0,בנזין,4.0,1248.0,87.0,6000.0,12.2,4000.0,13.8,163.0,13.5,20.0,16.9,0,0,0,0,0,6.0,6.0,ABS + EBD,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",366.5,166.0,150.0,238.5,252.0,1046.0,961.0,0.0,0.0,175/65R14,40.0,מקורית + שליטה מההגה,0,0,0,0,0,USB + AUX,0,0,0,4.0,מזגן רגיל,0,0,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,0
189,יונדאי,i10,INSPIRE,2017.0,5.0,5.0,0,1.0,0,0,0,2013.0,קדמית,אוטומטית - טיפטרוניק,4.0,בנזין,4.0,1248.0,87.0,6000.0,12.2,4000.0,13.8,163.0,13.5,20.0,16.9,0,0,0,0,0,6.0,6.0,ABS + EBD,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",366.5,166.0,150.0,238.5,252.0,1046.0,961.0,0.0,0.0,175/65R14,40.0,מקורית + שליטה מההגה,0,0,0,0,0,USB + AUX,0,0,0,4.0,מזגן רגיל,0,0,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,0
190,יונדאי,i10,SUPREME,2014.0,5.0,5.0,0,1.0,0,0,0,2013.0,קדמית,אוטומטית - טיפטרוניק,4.0,בנזין,4.0,1248.0,87.0,6000.0,12.2,4000.0,13.8,163.0,12.5,19.6,16.1,0,0,0,0,0,6.0,6.0,ABS + EBD,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.5,166.0,150.0,238.5,252.0,1046.0,961.0,0.0,0.0,175/65R14,40.0,מקורית + שליטה מההגה,1,0,0,0,0,USB + AUX,0,0,0,4.0,מזגן רגיל,0,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,1,0,0,0,0,0,הגה בלבד,0,0,0,0,0,0,0,רגילים,0,0,0
191,יונדאי,i10,INSPIRE,2017.0,5.0,5.0,0,1.0,0,0,0,2013.0,קדמית,אוטומטית - טיפטרוניק,4.0,בנזין,3.0,998.0,66.0,5500.0,9.6,3500.0,16.8,145.0,13.3,20.0,16.6,0,0,0,0,0,5.0,5.0,ABS + EBD,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",366.5,166.0,150.0,238.5,252.0,1046.0,952.0,0.0,0.0,175/65R14,40.0,מקורית + שליטה מההגה,0,0,0,0,0,USB + AUX,0,0,0,4.0,מזגן רגיל,0,0,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,0
192,יונדאי,i10,PRIME,2018.0,5.0,5.0,0,1.0,0,0,0,2013.0,קדמית,אוטומטית - טיפטרוניק,4.0,בנזין,4.0,1248.0,87.0,6000.0,12.2,4000.0,13.8,163.0,13.5,20.0,16.9,0,0,0,0,0,6.0,6.0,ABS + EBD,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",366.5,166.0,150.0,238.5,252.0,1046.0,961.0,0.0,0.0,175/65R14,40.0,מקורית + שליטה מההגה,1,0,1,0,1,0,0,0,0,4.0,מזגן רגיל,0,0,ללא,בד,0,0,0,רגילים,0,0,0,0,אחורית,0,1,0,0,0,0,0,הגה בלבד,0,0,0,0,0,0,0,רגילים,0,0,0
193,יונדאי,i10,OPEN,2019.0,5.0,5.0,0,1.0,0,שלוש שנים,0,2013.0,קדמית,אוטומטית - טיפטרוניק,4.0,בנזין,4.0,1248.0,87.0,6000.0,12.2,4000.0,13.8,163.0,14.7,18.2,16.7,0,0,0,0,0,8.0,8.0,ABS + EBD,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",366.5,166.0,150.0,238.5,252.0,1046.0,961.0,0.0,0.0,175/65R14,40.0,מקורית + שליטה מההגה,אופציונלי,0,אופציונלי,0,אופציונלי,0,0,0,0,4.0,מזגן רגיל,1,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,1,0,0,0,0,0,הגה בלבד,0,0,0,0,0,0,0,רגילים,0,0,0
194,יונדאי,i10,INSPIRE,2019.0,5.0,5.0,0,1.0,0,0,0,2013.0,קדמית,אוטומטית - טיפטרוניק,4.0,בנזין,4.0,1248.0,87.0,6000.0,12.2,4000.0,13.8,163.0,13.5,20.0,16.9,0,0,0,0,0,6.0,6.0,ABS + EBD,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",366.5,166.0,150.0,238.5,252.0,1046.0,961.0,0.0,0.0,175/65R14,40.0,מקורית + שליטה מההגה,0,0,0,0,0,USB + AUX,0,0,0,4.0,מזגן רגיל,0,0,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,0
195,יונדאי,i10,PREMIUM,2016.0,5.0,5.0,0,1.0,0,0,0,2013.0,קדמית,אוטומטית - טיפטרוניק,4.0,בנזין,3.0,998.0,66.0,5500.0,9.6,3500.0,16.8,145.0,13.3,20.0,16.6,0,0,0,0,0,5.0,5.0,ABS + EBD,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.5,166.0,150.0,238.5,252.0,1046.0,952.0,0.0,0.0,175/65R14,40.0,מקורית + שליטה מההגה,0,0,0,0,0,USB + AUX,0,0,0,4.0,מזגן רגיל,0,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,0
196,יונדאי,i10,PREMIUM,2014.0,5.0,5.0,0,1.0,0,0,0,2013.0,קדמית,אוטומטית - טיפטרוניק,4.0,בנזין,3.0,998.0,66.0,5500.0,9.6,3500.0,16.8,145.0,13.3,20.0,16.6,0,0,0,0,0,4.0,4.0,ABS + EBD,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,366.5,166.0,150.0,238.5,252.0,1046.0,952.0,0.0,0.0,175/65R14,40.0,מקורית + שליטה מההגה,0,0,0,0,0,USB + AUX,0,0,0,4.0,מזגן רגיל,0,1,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,0
197,יונדאי,טרג'ט,,2003.0,5.0,7.0,0,0,0,שנתיים,0,2000.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,112.0,4000.0,26.0,2000.0,16.6,170.0,0,0,11.9,0,0,0,0,0,0,0,ABS,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.5,184.0,171.0,283.0,525.0,0,1840.0,0,0,0,65.0,ללא,0,0,0,0,0,0,0,0,0,4.0,בקרת אקלים,1,0,1,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
198,יונדאי,טרג'ט,,2002.0,5.0,7.0,0,0,0,שנתיים,0,2000.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,112.0,4000.0,26.0,2000.0,16.6,170.0,0,0,11.9,0,0,0,0,0,0,0,ABS,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.5,184.0,171.0,283.0,525.0,0,1840.0,0,0,0,65.0,ללא,0,0,0,0,0,0,0,0,0,4.0,בקרת אקלים,1,0,1,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
199,יונדאי,טרג'ט,,2004.0,5.0,7.0,0,0,0,שנתיים,0,2000.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,112.0,4000.0,26.0,2000.0,16.6,170.0,0,0,11.9,0,0,0,0,0,0,0,ABS,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.5,184.0,171.0,283.0,525.0,0,1840.0,0,0,0,65.0,ללא,0,0,0,0,0,0,0,0,0,4.0,בקרת אקלים,1,0,1,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
200,יונדאי,טרג'ט,,2006.0,5.0,7.0,0,0,0,שנתיים,0,2000.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,112.0,4000.0,26.0,2000.0,16.6,170.0,0,0,11.9,0,0,0,0,0,0,0,ABS,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.5,184.0,171.0,283.0,525.0,0,1840.0,0,0,215/65R15,65.0,ללא,0,0,0,0,0,0,0,0,0,4.0,בקרת אקלים,1,0,1,בד,0,0,0,רגילים,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
201,יונדאי,טרג'ט,,2001.0,5.0,7.0,0,0,0,שנתיים,0,2000.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,112.0,4000.0,26.0,2000.0,16.6,170.0,0,0,11.9,0,0,0,0,0,0,0,ABS,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.5,184.0,171.0,283.0,525.0,0,1840.0,0,0,0,65.0,ללא,0,0,0,0,0,0,0,0,0,4.0,בקרת אקלים,1,0,1,בד,0,0,0,רגילים,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
202,יונדאי,טרג'ט,,2005.0,5.0,7.0,0,0,0,שנתיים,0,2000.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,112.0,4000.0,26.0,2000.0,16.6,170.0,0,0,11.9,0,0,0,0,0,0,0,ABS,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.5,184.0,171.0,283.0,525.0,0,1840.0,0,0,215/65R15,65.0,ללא,0,0,0,0,0,0,0,0,0,4.0,בקרת אקלים,1,0,1,בד,0,0,0,רגילים,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
203,יונדאי,טרג'ט,,2007.0,5.0,7.0,0,0,0,שנתיים,0,2000.0,קדמית,אוטומטית,4.0,טורבו דיזל,4.0,1991.0,112.0,4000.0,26.0,2000.0,16.6,170.0,0,0,11.9,0,0,0,0,0,0,0,ABS,4.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,469.5,184.0,171.0,283.0,525.0,0,1840.0,0,0,215/65R15,65.0,ללא,0,0,0,0,0,0,0,0,0,4.0,בקרת אקלים,1,0,1,בד,0,0,0,רגילים,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
204,יונדאי,אקסנט,INSPIRE,2022.0,4.0,5.0,"121,900",2.0,3024.0,שלוש שנים,0,2018.0,קדמית,אוטומטית - טיפטרוניק,6.0,בנזין,4.0,1591.0,123.0,6300.0,15.4,4850.0,11.3,192.0,0,0,14.9,0,0,0,0,0,11.0,אין ציון,ABS + EBD + BAS,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",444.0,172.9,145.0,260.0,480.0,0,1180.0,0.0,0.0,185/65R15,45.0,מקורית + שליטה מההגה,1,0,1,8.0,0,USB + AUX,Android Auto + Apple CarPlay,0,0,4.0,מזגן רגיל,0,0,1,בד,0,0,0,רגילים,1,0,1,0,אחורית,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,0
205,יונדאי,אקסנט,INSPIRE,2022.0,4.0,5.0,"119,900",2.0,2974.0,שלוש שנים,0,2018.0,קדמית,אוטומטית - טיפטרוניק,6.0,בנזין,4.0,1368.0,100.0,6000.0,13.5,4000.0,13.4,183.0,0,0,14.5,0,0,0,0,0,9.0,אין ציון,ABS + EBD + BAS,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",444.0,172.9,145.0,260.0,480.0,0,1160.0,0.0,0.0,185/65R15,45.0,מקורית + שליטה מההגה,1,0,1,8.0,0,USB + AUX,Android Auto + Apple CarPlay,0,0,4.0,מזגן רגיל,0,0,1,בד,0,0,0,רגילים,1,0,1,0,אחורית,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,0
206,יונדאי,סונטה_היברידית,LIMITED,2022.0,4.0,5.0,"218,900",5.0,4929.0,חמש שנים,0,2019.0,קדמית,אוטומטית - טיפטרוניק,6.0,היברידי (בנזין),4.0,1999.0,192.0,6000.0,37.5,1770.0,9.2,192.0,18.8,21.7,20.0,0,0,0,0,0,3.0,אין ציון,ABS + EBD + BAS,9.0,1,1,1,1,1,1,1,1,1,היגוי אקטיבי,היגוי אקטיבי,1,1,1,1,0,1,1,"התרעת תנועה חוצה מלפנים, התרעת תחילת תנועה של רכב מלפנים, בלימה אוטונומית בכניסה ויציאה מחניה, תצוגת שטח מת בלוח המחוונים",490.0,186.0,144.5,284.0,510.0,0,1551.0,0.0,0.0,215/55R17,50.0,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,Android Auto + Apple CarPlay,1,0,4.0,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כולל שמירת מרחק,עור,יש  + זכרון,מלפנים + אוורור,0,LED,0,1,1,אחוריים + קדמיים,היקפיות,0,1,1,1,כניסה + הנעה,0,מראות פנים,הגה בלבד,1,1,1,1,יש + Auto Hold,1,0,רגילים,0,"הנעה מרחוק, תאורת לד פנימית, וילונות בחלונות צד אחוריים, מערכת שמע מבית Bose עם 12 רמקולים",0
207,יונדאי,סונטה_היברידית,PRESTIGE,2022.0,4.0,5.0,"198,900",5.0,4433.0,חמש שנים,0,2019.0,קדמית,אוטומטית - טיפטרוניק,6.0,היברידי (בנזין),4.0,1999.0,192.0,6000.0,37.5,1770.0,9.2,192.0,18.8,21.7,20.0,0,0,0,0,0,3.0,אין ציון,ABS + EBD + BAS,9.0,1,1,1,1,1,1,1,1,1,היגוי אקטיבי,היגוי אקטיבי,1,1,1,1,0,1,1,"התרעת תנועה חוצה מלפנים, התרעת תחילת תנועה של רכב מלפנים",490.0,186.0,144.5,284.0,510.0,0,1509.0,0.0,0.0,215/55R17,50.0,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,Android Auto + Apple CarPlay,1,0,4.0,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כולל שמירת מרחק,בד,יש  - כוונון מלא,מלפנים,0,LED,0,1,1,אחוריים,אחורית,0,1,0,1,כניסה + הנעה,0,מראות פנים,הגה בלבד,1,1,1,1,יש + Auto Hold,0,0,רגילים,0,"הנעה מרחוק, וילונות בחלונות צד אחוריים, מערכת שמע מבית Bose עם 12 רמקולים, תאורת לד פנימית",0
208,יונדאי,i10,INTENSE,2022.0,5.0,5.0,"71,900",1.0,1784.0,שלוש שנים,0,2019.0,קדמית,ידנית,5.0,בנזין,4.0,1197.0,84.0,6000.0,12.0,4200.0,12.6,171.0,0,0,21.2,0,0,0,0,0,4.0,4.0,ABS + EBD,6.0,1,0,1,1,1,1,1,0,0,היגוי אקטיבי,0,0,0,1,1,0,0,0,התרעת תחילת תנועה של רכב מלפנים,367.0,168.0,148.0,242.5,252.0,1050.0,1010.0,0.0,0.0,175/65R14,36.0,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,Android Auto + Apple CarPlay,0,0,4.0,מזגן רגיל,0,0,ללא,בד,0,0,0,רגילים,0,0,1,0,אחורית,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,רגילים,0,מראות צד עם מפשירי אדים,0
209,יונדאי,i10,PRIME,2022.0,5.0,5.0,"84,900",1.0,2106.0,שלוש שנים,0,2019.0,קדמית,אוטומטית - רובוטית מצמד יחיד,5.0,בנזין,4.0,1197.0,84.0,6000.0,12.0,4200.0,15.8,171.0,0,0,17.2,0,0,0,0,0,6.0,6.0,ABS + EBD,6.0,1,0,1,1,1,1,1,0,0,היגוי אקטיבי,0,0,0,1,1,0,0,0,התרעת תחילת תנועה של רכב מלפנים,367.0,168.0,148.0,242.5,252.0,1050.0,1010.0,0.0,0.0,185/55R15,36.0,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,Android Auto + Apple CarPlay,0,0,4.0,מזגן רגיל,0,1,ללא,בד,0,0,0,רגילים,0,0,1,0,אחורית,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,רגילים,0,"מראות צד עם הפשרת אדים, חלונות אחוריים כהים",צביעה דו-גונית
210,יונדאי,i10,SUPREME,2022.0,5.0,5.0,"85,990",1.0,2133.0,שלוש שנים,0,2019.0,קדמית,אוטומטית - רובוטית מצמד יחיד,5.0,בנזין,4.0,1197.0,84.0,6000.0,12.0,4200.0,15.8,171.0,0,0,16.9,0,0,0,0,0,6.0,6.0,ABS + EBD,6.0,1,0,1,1,1,1,1,0,0,היגוי אקטיבי,0,0,0,1,1,0,0,0,התרעת תחילת תנועה של רכב מלפנים,367.0,168.0,148.0,242.5,252.0,1050.0,1010.0,0.0,0.0,195/45R16,36.0,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,Android Auto + Apple CarPlay,0,0,4.0,בקרת אקלים,0,1,ללא,בד,0,0,0,רגילים,1,0,1,0,אחורית,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,רגילים,0,"מראות צד עם הפשרת אדים, חלונות אחוריים כהים, תאורת יום Led, צביעה דו-גונית, תאורת עזר בפניות, פנסי איתות במראות",0
211,יונדאי,i10,INSPIRE,2022.0,5.0,5.0,"81,900",1.0,2032.0,שלוש שנים,0,2019.0,קדמית,אוטומטית - רובוטית מצמד יחיד,5.0,בנזין,4.0,1197.0,84.0,6000.0,12.0,4200.0,15.8,171.0,0,0,18.1,0,0,0,0,0,4.0,4.0,ABS + EBD,6.0,1,0,1,1,1,1,1,0,0,היגוי אקטיבי,0,0,0,1,1,0,0,0,התרעת תחילת תנועה של רכב מלפנים,367.0,168.0,148.0,242.5,252.0,1050.0,1010.0,0.0,0.0,175/65R14,36.0,מקורית + שליטה מההגה,1,0,1,8.0,0,USB,Android Auto + Apple CarPlay,0,0,4.0,מזגן רגיל,0,0,ללא,בד,0,0,0,רגילים,0,0,1,0,אחורית,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,רגילים,0,"מראות צד עם הפשרת אדים, חלונות אחוריים כהים",0
212,יונדאי,i20_קרוס,PREMIUM,2017.0,5.0,5.0,0,2.0,0,0,0,2015.0,קדמית,אוטומטית - טיפטרוניק,4.0,בנזין,4.0,1368.0,100.0,6000.0,13.7,3500.0,13.6,162.0,11.2,19.2,15.4,0,0,0,0,0,10.0,אין ציון,ABS + EBD,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",406.5,176.0,152.9,257.0,301.0,1017.0,1180.0,450.0,700.0,205/45R17,50.0,מקורית + שליטה מההגה,אופציונלי,0,אופציונלי,0,אופציונלי,USB + AUX,0,0,0,4.0,מזגן רגיל,0,1,1,בד,0,0,0,רגילים,1,0,0,אחוריים,0,0,1,0,0,0,1,0,הגה בלבד,0,0,0,0,0,0,0,רגילים,0,0,0
213,יונדאי,i20_קרוס,PREMIUM,2018.0,5.0,5.0,0,2.0,0,0,0,2015.0,קדמית,אוטומטית - טיפטרוניק,4.0,בנזין,4.0,1368.0,100.0,6000.0,13.7,3500.0,13.6,162.0,11.2,19.2,15.4,0,0,0,0,0,10.0,אין ציון,ABS + EBD,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",406.5,176.0,152.9,257.0,301.0,1017.0,1180.0,450.0,700.0,205/45R17,50.0,מקורית + שליטה מההגה,אופציונלי,0,אופציונלי,0,אופציונלי,USB + AUX,0,0,0,4.0,מזגן רגיל,0,1,1,בד,0,0,0,רגילים,1,0,0,אחוריים,0,0,1,0,0,0,1,0,הגה בלבד,0,0,0,0,0,0,0,רגילים,0,0,0
214,יונדאי,i20_קרוס,INSPIRE,2018.0,5.0,5.0,0,2.0,0,0,0,2015.0,קדמית,אוטומטית - טיפטרוניק,4.0,בנזין,4.0,1368.0,100.0,6000.0,13.7,3500.0,13.6,162.0,11.2,19.2,15.4,0,0,0,0,0,10.0,אין ציון,ABS + EBD,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",406.5,176.0,152.9,257.0,301.0,1017.0,1180.0,450.0,700.0,185/65R15,50.0,מקורית + שליטה מההגה,אופציונלי,0,אופציונלי,0,אופציונלי,USB + AUX,0,0,0,4.0,מזגן רגיל,0,0,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,0
215,יונדאי,i20_קרוס,INSPIRE,2017.0,5.0,5.0,0,2.0,0,0,0,2015.0,קדמית,אוטומטית - טיפטרוניק,4.0,בנזין,4.0,1368.0,100.0,6000.0,13.7,3500.0,13.6,162.0,11.2,19.2,15.4,0,0,0,0,0,10.0,אין ציון,ABS + EBD,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",406.5,176.0,152.9,257.0,301.0,1017.0,1180.0,450.0,700.0,185/65R15,50.0,מקורית + שליטה מההגה,אופציונלי,0,אופציונלי,0,אופציונלי,USB + AUX,0,0,0,4.0,מזגן רגיל,0,0,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,0
216,יונדאי,i20_קרוס,INSPIRE,2016.0,5.0,5.0,0,2.0,0,0,0,2015.0,קדמית,אוטומטית - טיפטרוניק,4.0,בנזין,4.0,1368.0,100.0,6000.0,13.7,3500.0,13.6,162.0,11.2,19.2,15.4,0,0,0,0,0,10.0,אין ציון,ABS + EBD,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",406.5,176.0,152.9,257.0,301.0,1017.0,1180.0,450.0,700.0,185/65R15,50.0,מקורית + שליטה מההגה,אופציונלי,0,אופציונלי,0,אופציונלי,USB + AUX,0,0,0,4.0,מזגן רגיל,0,0,ללא,בד,0,0,0,רגילים,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,רגילים,0,0,0
217,יונדאי,i20_קרוס,PREMIUM,2016.0,5.0,5.0,0,2.0,0,0,0,2015.0,קדמית,אוטומטית - טיפטרוניק,4.0,בנזין,4.0,1368.0,100.0,6000.0,13.7,3500.0,13.6,162.0,11.2,19.2,15.4,0,0,0,0,0,10.0,אין ציון,ABS + EBD,6.0,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,"מערכת ""מובילאיי"" בהתקנה מקומית",406.5,176.0,152.9,257.0,301.0,1017.0,1180.0,450.0,700.0,205/45R17,50.0,מקורית + שליטה מההגה,אופציונלי,0,אופציונלי,0,אופציונלי,USB + AUX,0,0,0,4.0,מזגן רגיל,0,1,1,בד,0,0,0,רגילים,1,0,0,אחוריים,0,0,1,0,0,0,1,0,הגה בלבד,0,0,0,0,0,0,0,רגילים,0,0,0
