,make,model,ramat_gimur,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,fieldprice_equ,hanaa_nm,automatic_ind,delek_cd,n_model
200,ב.מ.וו,סדרה_1_קבריולה,,2010,2,4,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,בנזין,4,2996,218,6100,27.5,2500,7.4,236,--,--,11.9,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,אין,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,436.0,174.8,141.1,266.0,305,--,1615,0,0,205/50R17,53,מקורית,אין,אין,אין,--,אין,אין,--,--,אין,2,מזגן רגיל,0,1,ללא,עור,אין,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_1_קבריולה
201,ב.מ.וו,סדרה_1_קבריולה,,2011,2,4,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,טורבו בנזין,6,2979,306,5800,40.7,1300,5.7,250,--,--,10.6,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,אין,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,436.0,174.8,141.1,266.0,305,--,1685,0,0,"ק'- 205/50R17, א'- 225/45R17",53,מקורית,אין,אין,אין,--,אין,אין,--,--,אין,2,מזגן רגיל,0,1,ללא,עור,יש - כוונון חלקי,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_1_קבריולה
202,ב.מ.וו,סדרה_1_קבריולה,,2010,2,4,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,טורבו בנזין,6,2979,306,5800,40.7,1300,5.7,250,--,--,10.6,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,אין,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,436.0,174.8,141.1,266.0,305,--,1685,0,0,"ק'- 205/50R17, א'- 225/45R17",53,מקורית,אין,אין,אין,--,אין,אין,--,--,אין,2,מזגן רגיל,0,1,ללא,עור,יש - כוונון חלקי,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_1_קבריולה
203,ב.מ.וו,סדרה_1_קבריולה,,2008,2,4,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,טורבו בנזין,6,2979,306,5800,40.7,1300,5.7,250,--,--,10.6,--,--,--,--,--,--,אין ציון,ABS + EBD + BAS,6,יש,אין,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,0.0,0.0,0.0,0.0,--,--,--,0,0,--,--,מקורית,אין,אין,אין,--,אין,אין,--,--,אין,2,מזגן רגיל,0,1,ללא,עור,יש - כוונון חלקי,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_1_קבריולה
204,ב.מ.וו,סדרה_1_קבריולה,,2009,2,4,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,בנזין,4,2996,218,6100,27.5,2500,7.4,236,--,--,11.9,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,אין,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,436.0,174.8,141.1,266.0,305,--,1615,0,0,205/50R17,53,מקורית,אין,אין,אין,--,אין,אין,--,--,אין,2,מזגן רגיל,0,1,ללא,עור,אין,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_1_קבריולה
205,ב.מ.וו,סדרה_1_קבריולה,,2011,2,4,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,בנזין,4,1995,170,6700,21.4,4250,9,218,--,--,14.2,--,--,--,--,--,12,אין ציון,ABS + EBD + BAS,6,יש,אין,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,436.0,174.8,141.1,266.0,305,--,1535,0,0,205/55R16,53,מקורית,אין,אין,אין,--,אין,אין,--,--,אין,2,מזגן רגיל,0,1,ללא,בד,אין,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_1_קבריולה
206,ב.מ.וו,סדרה_1_קבריולה,,2009,2,4,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,בנזין,4,1995,170,6700,21.4,4250,9,218,--,--,14.2,--,--,--,--,--,12,אין ציון,ABS + EBD + BAS,6,יש,אין,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,436.0,174.8,141.1,266.0,305,--,1535,0,0,205/55R16,53,מקורית,אין,אין,אין,--,אין,אין,--,--,אין,2,מזגן רגיל,0,1,ללא,בד,אין,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_1_קבריולה
207,ב.מ.וו,סדרה_1_קבריולה,,2011,2,4,--,7,--,--,--,2008,אחורית,אוטומטית - טיפטרוניק,6,בנזין,4,2996,218,6100,27.5,2500,7.4,236,--,--,11.9,--,--,--,--,--,14,אין ציון,ABS + EBD + BAS,6,יש,אין,יש,0,0,--,0,0,0,--,--,--,--,--,--,--,--,--,--,436.0,174.8,141.1,266.0,305,--,1615,0,0,205/50R17,53,מקורית,אין,אין,אין,--,אין,אין,--,--,אין,2,מזגן רגיל,0,1,ללא,עור,אין,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,סדרה_1_קבריולה
208,ב.מ.וו,X4,,2022,5,5,"439,000",7,10888,שלוש שנים,--,2018,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו-בנזין מיקרו-היברידי,4,1998,245,5200,35.7,1560,6.4,235,--,--,12.2,--,--,--,--,--,14,14,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,1,1,0,היגוי אקטיבי,התרעה בלבד,יש,יש,אין,אין,אין,אין,אין,"תאורה אדפטיבית, התרעה למניעת פגיעה מאחור	",475.1,191.8,162.1,286.4,525,1430,1966,750,2000,245/50R19,65,מקורית + שליטה מההגה,יש,אין,יש,12.3,יש,USB,Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,מלפנים,אין,LED עם מנגנון הפניה בסיבוב,אין,יש,יש,אחוריים + קדמיים,אחורית,יש,יש,יש,אין,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,אין,יש,יש,יש,יש + Auto Hold,יש,יש,רגילים,יש,"מערכת זיכרון לנסיעה לאחור למרחק של 50 מטרים, גימור פנים אלומיניום, מושבי ספורט, בקרת אקלים תלת-איזורית, מערכת שמע עם 12 רמקולים, תמיכה חשמלית לגב התחתון במושב הנהג, עיצוב חוץ ופנים M-Sport, בורר מצבי נהיגה מורחב, דוושות אלומיניום, דיפון תקרה שחור, צמיגי אל-תקר",--,4X4,1,7,X4
209,ב.מ.וו,X4,,2022,5,5,"419,000",7,10392,שלוש שנים,--,2018,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו-בנזין מיקרו-היברידי,4,1998,184,5000,30.6,1350,8.3,215,--,--,12.3,--,--,--,--,--,14,14,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,1,1,0,היגוי אקטיבי,התרעה בלבד,יש,יש,אין,אין,אין,אין,אין,"תאורה אדפטיבית, התרעה למניעת פגיעה מאחור",475.1,191.8,162.1,286.4,525,1430,1950,750,2000,245/50R19,65,מקורית + שליטה מההגה,יש,אין,יש,12.3,יש,USB,Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,מלפנים,אין,LED עם מנגנון הפניה בסיבוב,אין,יש,יש,אחוריים + קדמיים,אחורית,יש,יש,יש,אין,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,אין,יש,יש,יש,יש + Auto Hold,יש,יש,רגילים,יש,"מערכת זיכרון לנסיעה לאחור למרחק של 50 מטרים, גימור פנים אלומיניום, מושבי ספורט, בקרת אקלים תלת-איזורית, מערכת שמע עם 12 רמקולים, תמיכה חשמלית לגב התחתון במושב הנהג, עיצוב חוץ ופנים M-Sport, צמיגי אל-תקר",--,4X4,1,7,X4
210,ב.מ.וו,X4,EDITION,2022,5,5,"479,000",7,11880,שלוש שנים,--,2018,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו-בנזין מיקרו-היברידי,4,1998,184,5000,30.6,1350,8.3,215,--,--,12.3,--,--,--,--,--,14,14,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,1,1,0,היגוי אקטיבי,התרעה בלבד,יש,יש,אין,אין,אין,אין,אין,"תאורה אדפטיבית, התרעה למניעת פגיעה מאחור",475.1,191.8,162.1,286.4,525,1430,1950,750,2000,"ק' 245/45R20 , א' 275/40R20",65,מקורית + שליטה מההגה,יש,אין,יש,12.3,יש,USB,Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,מלפנים,אין,LED עם מנגנון הפניה בסיבוב,אין,יש,יש,אחוריים + קדמיים,היקפיות + מבט על,יש,יש,יש,אין,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,אין,יש,יש,יש,יש + Auto Hold,יש,יש,רגילים,יש,"מערכת זיכרון לנסיעה לאחור למרחק של 50 מטרים, גימור פנים קרבון, מושבי ספורט, בקרת אקלים תלת-איזורית, מערכת שמע עם 12 רמקולים, תמיכה חשמלית לגב התחתון במושב הנהג, עיצוב חוץ ופנים M-Sport, צבע חיצוני אפור ייחודי, קליפרים בצבע אדום, גימורים חיצוניים מושחרים, חיפוי מראות קרבון, תפירה אדומה במושבים ובדלתות, חגורות בטיחות בגימור M, ויסות חשמלי לרוחב מושב הנהג, מערכת שמע עם 12 רמקולים, צמיגי אל-תקר",--,4X4,1,7,X4
211,ב.מ.וו,X4,EDITION,2022,5,5,"499,000",7,12376,שלוש שנים,--,2018,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו-בנזין מיקרו-היברידי,4,1998,245,5200,35.7,1560,6.4,235,--,--,12.2,--,--,--,--,--,14,14,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,1,1,0,היגוי אקטיבי,התרעה בלבד,יש,יש,אין,אין,אין,אין,אין,"תאורה אדפטיבית, התרעה למניעת פגיעה מאחור	",475.1,191.8,162.1,286.4,525,1430,1966,750,2000,"ק' 245/45R20 , א' 275/40R20",65,מקורית + שליטה מההגה,יש,אין,יש,12.3,יש,USB,Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,מלפנים,אין,LED עם מנגנון הפניה בסיבוב,אין,יש,יש,אחוריים + קדמיים,היקפיות + מבט על,יש,יש,יש,אין,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,אין,יש,יש,יש,יש + Auto Hold,יש,יש,רגילים,יש,"מערכת זיכרון לנסיעה לאחור למרחק של 50 מטרים, גימור פנים קרבון, מושבי ספורט, בקרת אקלים תלת-איזורית, מערכת שמע עם 12 רמקולים, תמיכה חשמלית לגב התחתון במושב הנהג, עיצוב חוץ ופנים M-Sport, בורר מצבי נהיגה מורחב, דוושות אלומיניום, דיפון תקרה שחור, צבע חיצוני אפור ייחודי, קליפרים בצבע אדום, גימורים חיצוניים מושחרים, חיפוי מראות קרבון, תפירה אדומה במושבים ובדלתות, חגורות בטיחות בגימור M, ויסות חשמלי לרוחב מושב הנהג, צמיגי אל-תקר",--,4X4,1,7,X4
212,ב.מ.וו,X4,EXECUTIVE,2022,5,5,"389,000",7,9648,שלוש שנים,--,2018,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו-בנזין מיקרו-היברידי,4,1998,184,5000,30.6,1350,8.3,215,--,--,12.3,--,--,--,--,--,14,14,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,1,1,0,היגוי אקטיבי,התרעה בלבד,יש,יש,אין,אין,אין,אין,אין,"תאורה אדפטיבית, התרעה למניעת פגיעה מאחור",475.1,191.8,162.1,286.4,525,1430,1950,750,2000,245/50R19,65,מקורית + שליטה מההגה,יש,אין,יש,12.3,יש,USB,Apple CarPlay,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,מלפנים,אין,LED עם מנגנון הפניה בסיבוב,אין,יש,יש,אחוריים + קדמיים,אחורית,יש,יש,יש,אין,אין,יש,מראות צד + פנים,הגה בלבד,אין,יש,יש,יש,יש + Auto Hold,יש,יש,רגילים,יש,"מערכת זיכרון לנסיעה לאחור למרחק של 50 מטרים, גימור פנים שחור מבריק, מושבי ספורט, בקרת אקלים תלת-איזורית, צמיגי אל-תקר",--,4X4,1,7,X4
213,ב.מ.וו,iX,SPIRIT,2022,5,5,"559,000",7,12864,שלוש שנים,אחודה,2020,כפולה (4X4),תמסורת ישירה,--,חשמלי,--,0,326,--,64.2,--,6.1,200,--,--,--,204,76.6,408,08:00,00:31,1,1,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,1,1,1,היגוי אקטיבי,היגוי אקטיבי,יש,יש,יש,יש,אין,אין,אין,"התרעת תנועה חוצה מלפנים, התרעה למניעת פגיעה מאחור, התרעה בפני התנגשות צידית כולל התערבות אקטיבית, מערכת סיוע לנהג בתמרוני חירום",495.3,196.7,169.5,300.0,500,1750,2518,750,2100,255/50R21,--,מקורית + שליטה מההגה,יש,אין,יש,14.9,יש,USB,Apple CarPlay,יש,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כולל שמירת מרחק,עור,יש  - כוונון מלא,מלפנים,אין,LED,אין,יש,יש,אחוריים + קדמיים,היקפיות + מבט על,יש,יש,יש,יש,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,אין,אין,יש,אין,יש + Auto Hold,יש,אין,אדפטיביים,יש - ללא מגע,"מערכת זיכרון לנסיעה לאחור למרחק של 50 מטרים, גימורים חיצוניים מושחרים, חלונות אחוריים כהים, דיפון גג שחור, בקרת אקלים עם 4 איזורים, סגירת ואקום בדלתות, תצוגה עילית עם מציאות רבודה, ערכת תיקון תקר",--,4X4,1,4,iX
214,ב.מ.וו,iX,ULTIMATE,2022,5,5,"699,000",7,16336,שלוש שנים,אחודה,2020,כפולה (4X4),תמסורת ישירה,--,חשמלי,--,0,523,--,78.0,--,4.6,200,--,--,--,210,111.5,600,11:00,00:35,1,1,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,1,1,1,היגוי אקטיבי,היגוי אקטיבי,יש,יש,יש,יש,אין,אין,אין,"התרעת תנועה חוצה מלפנים, התרעה למניעת פגיעה מאחור, התרעה בפני התנגשות צידית כולל התערבות אקטיבית, מערכת סיוע לנהג בתמרוני חירום",495.3,196.7,169.5,300.0,500,1750,2680,750,2500,275/40R22,--,מקורית + שליטה מההגה,יש,אין,יש,14.9,יש,USB,Apple CarPlay,יש,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כולל שמירת מרחק,עור,יש  + זכרון,מלפנים,נהג + נוסע,LED,אין,יש,יש,אחוריים + קדמיים,היקפיות + מבט על,יש,יש,יש,יש,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,אין,אין,יש,אין,יש + Auto Hold,יש,אין,מתלי אוויר אדפטיביים,יש - ללא מגע,"מערכת זיכרון לנסיעה לאחור למרחק של 50 מטרים, גימורים חיצוניים מושחרים, חלונות אחוריים כהים, דיפון גג שחור, בקרת אקלים עם 4 איזורים, סגירת ואקום בדלתות, תצוגה עילית עם מציאות רבודה, חבילת עיצוב חיצוני Sport, פקדי קריסטל, גימור עץ פנימי, הגה מתכוונן חשמלית, זכרונות למראות הצד ולהגה, כוונון חשמלי לגב התחתון ולרוחב מושב הנהג, מערכת שמע מבית Harman Kardon עם 16 רמקולים, היגוי אחורי, שמשה קדמית מסננת חום, ערכת תיקון תקר",--,4X4,1,4,iX
215,ב.מ.וו,iX,ULTIMATE,2022,5,5,"759,000",7,17824,שלוש שנים,אחודה,2020,כפולה (4X4),תמסורת ישירה,--,חשמלי,--,0,523,--,78.0,--,4.6,200,--,--,--,210,111.5,600,11:00,00:35,1,1,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,1,1,1,היגוי אקטיבי,היגוי אקטיבי,יש,יש,יש,יש,אין,אין,אין,"התרעת תנועה חוצה מלפנים, התרעה למניעת פגיעה מאחור, התרעה בפני התנגשות צידית כולל התערבות אקטיבית, מערכת סיוע לנהג בתמרוני חירום",495.3,196.7,169.5,300.0,500,1750,2680,750,2500,275/40R22,--,מקורית + שליטה מההגה,יש,אין,יש,14.9,יש,USB,Apple CarPlay,יש,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כולל שמירת מרחק,עור,יש  + זכרון,מלפנים + אוורור,נהג + נוסע,לייזר,אין,יש,יש,אחוריים + קדמיים,היקפיות + מבט על,יש,יש,יש,יש,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,אין,אין,יש,אין,יש + Auto Hold,יש,אין,מתלי אוויר אדפטיביים,יש - ללא מגע,"מערכת זיכרון לנסיעה לאחור למרחק של 50 מטרים, גימורים חיצוניים ברונזה, חלונות אחוריים כהים, דיפון גג שחור, בקרת אקלים עם 4 איזורים, סגירת ואקום בדלתות, תצוגה עילית עם מציאות רבודה, חבילת עיצוב חיצוני Sport, פקדי קריסטל, גימור עץ פנימי, הגה מתכוונן חשמלית, זכרונות למראות הצד ולהגה, כוונון חשמלי לגב התחתון ולרוחב מושב הנהג, מערכת שמע מבית Harman Kardon עם 16 רמקולים, היגוי אחורי, שמשה קדמית מסננת חום, ריפוד עור במגוון צבעים, ערכת תיקון תקר",--,4X4,1,4,iX
216,ב.מ.וו,iX,TECH,2022,5,5,"599,000",7,13856,שלוש שנים,אחודה,2020,כפולה (4X4),תמסורת ישירה,--,חשמלי,--,0,326,--,64.2,--,6.1,200,--,--,--,204,76.6,408,08:00,00:31,1,1,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,1,1,1,היגוי אקטיבי,היגוי אקטיבי,יש,יש,יש,יש,אין,אין,אין,"התרעת תנועה חוצה מלפנים, התרעה למניעת פגיעה מאחור, התרעה בפני התנגשות צידית כולל התערבות אקטיבית, מערכת סיוע לנהג בתמרוני חירום",495.3,196.7,169.5,300.0,500,1750,2518,750,2100,255/50R21,--,מקורית + שליטה מההגה,יש,אין,יש,14.9,יש,USB,Apple CarPlay,יש,אין,4,בקרת אקלים + פתחי איוורור מאחור,גג שמש פנוראמי,1,כולל שמירת מרחק,עור,יש  + זכרון,מלפנים,נהג + נוסע,LED,אין,יש,יש,אחוריים + קדמיים,היקפיות + מבט על,יש,יש,יש,יש,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,אין,אין,יש,אין,יש + Auto Hold,יש,אין,אדפטיביים,יש - ללא מגע,"מערכת זיכרון לנסיעה לאחור למרחק של 50 מטרים, גימורים חיצוניים ברונזה, חלונות אחוריים כהים, דיפון גג שחור, בקרת אקלים עם 4 איזורים, סגירת ואקום בדלתות, תצוגה עילית עם מציאות רבודה, חבילת עיצוב חיצוני Sport, פקדי קריסטל, גימור עץ פנימי, הגה מתכוונן חשמלית, זכרונות למראות הצד ולהגה, כוונון חשמלי לגב התחתון ולרוחב מושב הנהג, מערכת שמע מבית Harman Kardon עם 16 רמקולים, ערכת תיקון תקר",--,4X4,1,4,iX
217,ב.מ.וו,סדרה_1_קופה,,2012,2,4,--,7,--,--,--,2007,אחורית,אוטומטית - טיפטרוניק,6,בנזין,4,1995,170,6700,21.4,4250,8.4,222,11.2,18.8,15.1,--,--,--,--,--,12,12,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,436.0,174.8,142.3,266.0,370,--,1395,0,0,205/55R16,53,מקורית,אין,אין,אין,--,אין,USB,--,--,אין,4,מזגן רגיל,1,0,ללא,בד,אין,אין,--,רגילים,יש,יש,אין,אין,אין,אין,יש,--,--,הנעה בלבד,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,קופה
218,ב.מ.וו,סדרה_1_קופה,,2011,2,4,--,7,--,--,--,2007,אחורית,אוטומטית - טיפטרוניק,6,בנזין,4,1995,170,6700,21.4,4250,8.4,222,11.2,18.8,15.1,--,--,--,--,--,12,12,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,436.0,174.8,142.3,266.0,370,--,1395,0,0,205/55R16,53,מקורית,אין,אין,אין,--,אין,USB,--,--,אין,4,מזגן רגיל,1,0,ללא,בד,אין,אין,--,רגילים,יש,יש,אין,אין,אין,אין,יש,--,--,הנעה בלבד,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,קופה
219,ב.מ.וו,סדרה_1_קופה,,2012,2,4,--,7,--,--,--,2007,אחורית,אוטומטית - טיפטרוניק,6,בנזין,4,2996,218,6100,27.5,2500,7.0,243,8.5,16.1,12.1,--,--,--,--,--,14,14,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,436.0,174.8,142.3,266.0,370,--,1395,0,0,205/50R17,53,מקורית,אין,אין,אין,--,אין,USB,--,--,אין,4,מזגן רגיל,1,0,ללא,בד,אין,אין,--,רגילים,יש,יש,אין,אין,אין,אין,יש,--,--,הנעה בלבד,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,קופה
220,ב.מ.וו,סדרה_1_קופה,,2011,2,4,--,7,--,--,--,2007,אחורית,אוטומטית - טיפטרוניק,6,בנזין,4,2996,218,6100,27.5,2500,7.0,243,8.5,16.1,12.1,--,--,--,--,--,14,14,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,436.0,174.8,142.3,266.0,370,--,1395,0,0,205/50R17,53,מקורית,אין,אין,אין,--,אין,USB,--,--,אין,4,מזגן רגיל,1,0,ללא,בד,אין,אין,--,רגילים,יש,יש,אין,אין,אין,אין,יש,--,--,הנעה בלבד,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,--,2X4,1,1,קופה
221,ב.מ.וו,i8,,2019,2,2,--,7,--,--,--,2013,אחורית,אוטומטית - טיפטרוניק,6,היברידי נטען (בנזין),3,1499,374,5800,32.6,3700,4.4,250,--,--,50.0,145,11.6,53,03:00,--,2,אין ציון,ABS + EBD + BAS,4,יש,יש,יש,1,1,יש,1,0,0,אין,אין,אין,אין,אין,יש,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",468.9,194.2,128.9,280.0,88,--,1610,0,0,"ק' - 215/45R20, א' - 245/40R20",30,מקורית + שליטה מההגה,יש,אין,יש,8.8,יש,כונן קשיח + USB+ AUX,אין,אין,אין,2,בקרת אקלים מפוצלת,0,1,יש,עור,יש  + זכרון,מלפנים,אין,LED,אין,יש,יש,אחוריים + קדמיים,היקפיות + מבט על,אין,יש,יש,יש,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,אין,אין,יש,יש,יש,יש,אין,אדפטיביים,אין,"מערכת שמע מתוצרת Harman Kardon עם 11 רמקולים, מפתח חכם כולל צג מגע, גלגל הגה מתכוונן חשמלית, גימור פנימי סיבי פחמן, גג בד חשמלי עד 50 קמ""ש",--,2X4,1,7,סדרה_8
222,ב.מ.וו,i8,,2018,2,2,--,7,--,--,--,2013,אחורית,אוטומטית - טיפטרוניק,6,היברידי נטען (בנזין),3,1499,374,5800,32.6,3700,4.4,250,--,--,50.0,145,11.6,53,03:00,--,1,אין ציון,ABS + EBD + BAS,4,יש,יש,יש,1,1,יש,1,0,0,אין,אין,אין,אין,אין,יש,אין,אין,אין,"מערכת ""מובילאיי"" בהתקנה מקומית",468.9,194.2,128.9,280.0,88,--,1610,0,0,"ק' - 215/45R20, א' - 245/40R20",30,מקורית + שליטה מההגה,יש,אין,יש,8.8,יש,כונן קשיח + USB+ AUX,אין,אין,אין,2,בקרת אקלים מפוצלת,0,1,יש,עור,יש  + זכרון,מלפנים,אין,LED,אין,יש,יש,אחוריים + קדמיים,היקפיות + מבט על,אין,יש,יש,יש,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,אין,אין,יש,יש,יש,יש,אין,אדפטיביים,אין,"מערכת שמע מתוצרת Harman Kardon עם 11 רמקולים, מפתח חכם כולל צג מגע, גלגל הגה מתכוונן חשמלית, גימור פנימי סיבי פחמן, גג בד חשמלי עד 50 קמ""ש",--,2X4,1,7,סדרה_8
