,index,tozeret_cd,tozar,kinuy_mishari,ramat_gimur,shnat_yitzur,degem_cd,kvuzat_agra_cd,nefah_manoa,mishkal_kolel,gova,hanaa_cd,hanaa_nm_x,automatic_ind,mispar_halonot_hashmal,halon_bagg_ind,galgaley_sagsoget_kala_ind,argaz_ind,merkav,sug_degem,delek_cd,delek_nm,mispar_dlatot,koah_sus,mispar_moshavim,bakarat_yatzivut_ind,kosher_grira_im_blamim,kosher_grira_bli_blamim,technologiat_hanaa_cd,technologiat_hanaa_nm,bakarat_stiya_menativ_ind,bakarat_stiya_menativ_makor_hatkana,nitur_merhak_milfanim_ind,nitur_merhak_milfanim_makor_hatkana,zihuy_beshetah_nistar_ind,bakarat_shyut_adaptivit_ind,zihuy_holchey_regel_ind,zihuy_holchey_regel_makor_hatkana,maarechet_ezer_labalam_ind,matzlemat_reverse_ind,hayshaney_lahatz_avir_batzmigim_ind,hayshaney_hagorot_ind,teura_automatit_benesiya_kadima_ind,shlita_automatit_beorot_gvohim_ind,shlita_automatit_beorot_gvohim_makor_hatkana,zihuy_matzav_hitkarvut_mesukenet_ind,zihuy_tamrurey_tnua_ind,zihuy_rechev_do_galgali,zihuy_tamrurey_tnua_makor_hatkana,bakarat_stiya_activ_s,blima_otomatit_nesia_leahor,bakarat_mehirut_isa,n_model,Unnamed: 0,make,model,fieldyear,fielddoors,fieldsitting,fieldprice,fieldgroupy,fieldcontinous_value,fieldguarantee,fieldchassis,fieldlaunch,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldcapacity,fieldpower,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldpollution,fieldbreaking,fieldbrake,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtowing_without_brakes,fieldtowing_with_brakes,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ,fieldprice_equ,hanaa_nm_y
571,14414,143,ב מ וו,318I,SPORT,2019,777,6,1499,2000,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,136,5,1,1300,695,,הנעה רגילה,1,יצרן,1,יצרן,0,0,1,יצרן,1,0,1,0,0,0,,1,0,0,,0,0,0,סדרה_3,638,ב.מ.וו,סדרה_3,2019,4,5,--,6,--,--,--,2012,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,3,1499,136,4500,22.4,1250,9.1,210,15.4,22.2,19.2,--,--,--,--,--,5,5,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,463.3,181.1,142.9,281.0,480,--,1500,0,0,225/55R17,60,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים,1,1,יש,בד,אין,אין,--,LED,יש,יש,יש,אין,אין,אין,יש,--,--,הנעה בלבד,אין,אין,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4
572,14433,143,ב מ וו,220I,LUXURY,2020,787,7,1998,2010,,1.0,4X2,1,4,0,1,0,קבריולט,P,1,בנזין,2,184,4,1,1500,750,,הנעה רגילה,1,יצרן,1,יצרן,0,0,1,יצרן,1,0,1,0,0,0,,1,0,0,,0,0,0,סדרה_2,121,ב.מ.וו,סדרה_2_קבריולה,2020,2,4,--,7,--,--,--,2014,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,4,1998,184,5000,27.5,1350,7.7,226,14.1,20,--,--,--,--,--,--,13,אין ציון,ABS + EBD + BAS,4,יש,יש,יש,1,1,יש,1,0,0,התרעה בלבד,אין,אין,אין,יש,אין,אין,אין,אין,--,443.2,177.4,141.3,269.0,280,--,1615,750,1500,"ק' 225/40R18 , א' 245/35R18",52,מקורית + שליטה מההגה,יש,אין,יש,6.5,אין,USB + AUX,אין,אין,אין,2,בקרת אקלים,0,1,יש,עור,יש  + זכרון,אין,אין,LED,יש,יש,יש,אחוריים,אין,אין,יש,אין,אין,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,אין,יש,יש,יש,אין,אין,אין,רגילים,אין,"בקרת שיגור, חבילת עיצוב פנים וחוץ, גג בד נפתח ונסגר חשמלית, גימורי אלומיניום, מערכת שמע משודרגת",8.8,2X4
573,14437,143,ב מ וו,218I,SPORT,2019,788,6,1499,1870,,1.0,4X2,1,2,1,1,0,קופה,P,1,בנזין,2,136,4,1,1300,680,,הנעה רגילה,1,יצרן,1,יצרן,0,0,1,יצרן,1,0,1,0,0,0,,1,0,0,,0,0,0,סדרה_2,153,ב.מ.וו,סדרה_2,2019,2,4,--,6,--,--,--,2014,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,4,1499,136,4400,22.4,1250,8.9,210,13.8,19.6,--,--,--,--,--,--,12,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,1,0,0,התרעה בלבד,אין,אין,אין,יש,אין,אין,אין,אין,--,443.2,177.4,141.8,269.0,390,--,1440,680,1300,225/45R17,52,מקורית + שליטה מההגה,יש,אין,יש,6.5,אופציונלי,USB + AUX,אין,אין,אין,4,בקרת אקלים,1,1,יש,בד,אין,אופציונלי,אין,LED,יש,יש,יש,אין,אין,אין,יש,אין,אין,הנעה בלבד,אין,אין,הגה בלבד,אין,יש,יש,יש,אין,אין,אין,רגילים,אין,--,--,2X4
574,14438,143,ב מ וו,218I,SPORT,2020,788,6,1499,1870,,1.0,4X2,1,2,1,1,0,קופה,P,1,בנזין,2,136,4,1,1300,680,,הנעה רגילה,1,יצרן,1,יצרן,0,0,1,יצרן,1,0,1,0,0,0,,1,0,0,,0,0,0,סדרה_2,154,ב.מ.וו,סדרה_2,2020,2,4,--,6,--,--,--,2014,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,4,1499,136,4400,22.4,1250,8.9,210,13.8,19.6,--,--,--,--,--,--,12,אין ציון,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,1,0,0,התרעה בלבד,אין,אין,אין,יש,אין,אין,אין,אין,--,443.2,177.4,141.8,269.0,390,--,1440,680,1300,225/45R17,52,מקורית + שליטה מההגה,יש,אין,יש,6.5,אופציונלי,USB + AUX,אין,אין,אין,4,בקרת אקלים,1,1,יש,בד,אין,אופציונלי,אין,LED,יש,יש,יש,אין,אין,אין,יש,אין,אין,הנעה בלבד,אין,אין,הגה בלבד,אין,יש,יש,יש,אין,אין,אין,רגילים,אין,--,--,2X4
575,14511,143,ב מ וו,760I,,2005,821,7,5972,2630,,1.0,4X2,1,4,0,1,0,סדאן,P,1,בנזין,4,445,5,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,סדרה_7,453,ב.מ.וו,סדרה_7,2005,4,5,--,7,--,שנתיים,--,2001,אחורית,אוטומטית - טיפטרוניק,6,בנזין,12,5972,445,6000,61.2,3950,5.5,250,--,--,7.5,--,--,--,--,--,--,אין ציון,ABS + EBD + BAS,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,504.0,190.0,148.5,299.0,500,--,2180,0,0,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,"כסאות חשמליים עם זכרון, חיישן פנסי תאורה, שמשות אחוריות כהות, כסאות קומפורט - 62,200 שקל.",2X4
576,14511,143,ב מ וו,760I,,2005,821,7,5972,2630,,1.0,4X2,1,4,0,1,0,סדאן,P,1,בנזין,4,445,5,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,סדרה_7,457,ב.מ.וו,סדרה_7,2005,4,5,--,7,--,שנתיים,--,2001,אחורית,אוטומטית - טיפטרוניק,6,בנזין,12,5972,445,6000,61.2,3950,5.6,250,--,--,7.3,--,--,--,--,--,--,אין ציון,ABS + EBD + BAS,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,518.0,190.0,148.5,313.0,500,--,2225,0,0,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,"כסאות חשמליים עם זכרון, חיישן פנסי תאורה, שמשות אחוריות כהות, כסאות קומפורט - 62,200 שקל.",2X4
577,14645,143,ב מ וו,760I,,2005,901,7,5972,2630,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,445,5,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,סדרה_7,453,ב.מ.וו,סדרה_7,2005,4,5,--,7,--,שנתיים,--,2001,אחורית,אוטומטית - טיפטרוניק,6,בנזין,12,5972,445,6000,61.2,3950,5.5,250,--,--,7.5,--,--,--,--,--,--,אין ציון,ABS + EBD + BAS,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,504.0,190.0,148.5,299.0,500,--,2180,0,0,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,"כסאות חשמליים עם זכרון, חיישן פנסי תאורה, שמשות אחוריות כהות, כסאות קומפורט - 62,200 שקל.",2X4
578,14645,143,ב מ וו,760I,,2005,901,7,5972,2630,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,445,5,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,סדרה_7,457,ב.מ.וו,סדרה_7,2005,4,5,--,7,--,שנתיים,--,2001,אחורית,אוטומטית - טיפטרוניק,6,בנזין,12,5972,445,6000,61.2,3950,5.6,250,--,--,7.3,--,--,--,--,--,--,אין ציון,ABS + EBD + BAS,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,518.0,190.0,148.5,313.0,500,--,2225,0,0,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,"כסאות חשמליים עם זכרון, חיישן פנסי תאורה, שמשות אחוריות כהות, כסאות קומפורט - 62,200 שקל.",2X4
579,14660,143,ב מ וו,760LI,,2005,911,7,5972,2670,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,445,5,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,סדרה_7,453,ב.מ.וו,סדרה_7,2005,4,5,--,7,--,שנתיים,--,2001,אחורית,אוטומטית - טיפטרוניק,6,בנזין,12,5972,445,6000,61.2,3950,5.5,250,--,--,7.5,--,--,--,--,--,--,אין ציון,ABS + EBD + BAS,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,504.0,190.0,148.5,299.0,500,--,2180,0,0,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,"כסאות חשמליים עם זכרון, חיישן פנסי תאורה, שמשות אחוריות כהות, כסאות קומפורט - 62,200 שקל.",2X4
580,14660,143,ב מ וו,760LI,,2005,911,7,5972,2670,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,445,5,0,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,סדרה_7,457,ב.מ.וו,סדרה_7,2005,4,5,--,7,--,שנתיים,--,2001,אחורית,אוטומטית - טיפטרוניק,6,בנזין,12,5972,445,6000,61.2,3950,5.6,250,--,--,7.3,--,--,--,--,--,--,אין ציון,ABS + EBD + BAS,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,518.0,190.0,148.5,313.0,500,--,2225,0,0,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,"כסאות חשמליים עם זכרון, חיישן פנסי תאורה, שמשות אחוריות כהות, כסאות קומפורט - 62,200 שקל.",2X4
581,14547,143,ב מ וו,220I,SPORT,2020,836,7,1998,2010,,1.0,4X2,1,4,0,1,0,קבריולט,P,1,בנזין,2,184,4,1,1500,750,,הנעה רגילה,1,יצרן,1,יצרן,0,0,1,יצרן,1,0,1,0,0,0,,1,0,0,,0,0,0,סדרה_2,120,ב.מ.וו,סדרה_2_קבריולה,2020,2,4,--,7,--,--,--,2014,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,4,1998,184,5000,27.5,1350,7.7,226,14.1,20,--,--,--,--,--,--,13,אין ציון,ABS + EBD + BAS,4,יש,יש,יש,1,1,יש,1,0,0,התרעה בלבד,אין,אין,אין,יש,אין,אין,אין,אין,--,443.2,177.4,141.3,269.0,280,--,1615,750,1500,225/45R17,52,מקורית + שליטה מההגה,יש,אין,יש,6.5,אין,USB + AUX,אין,אין,אין,2,בקרת אקלים,0,1,יש,עור,יש  - כוונון מלא,אין,אין,LED,יש,יש,יש,אין,אין,אין,יש,אין,אין,הנעה בלבד,אין,אין,הגה בלבד,אין,יש,יש,יש,אין,אין,אין,רגילים,אין,"בקרת שיגור, חבילת עיצוב פנים וחוץ, גג בד נפתח ונסגר חשמלית, גימורי עץ",8.8,2X4
582,14646,143,ב מ וו,530E I PER,EXCLUSIVE,2019,902,7,1998,2420,,1.0,4X2,1,4,1,1,0,סדאן,P,7,חשמל/בנזין,4,252,5,1,0,0,2.0,PLUG IN,1,יצרן,1,יצרן,1,1,1,יצרן,1,1,1,1,1,1,יצרן,1,1,1,יצרן,1,0,0,סדרה_5,764,ב.מ.וו,סדרה_5,2019,4,5,--,7,--,--,--,2016,אחורית,אוטומטית - טיפטרוניק,8,היברידי נטען (בנזין),4,1998,252,5000,42.8,1350,6.2,235,--,--,43.4,145,9.2,50,03:00,--,2,2,ABS + EBD + BAS,6,יש,יש,יש,1,1,יש,1,0,1,היגוי אקטיבי,התרעה בלבד,יש,יש,אין,אין,אין,אין,אין,"התרעת התנגשות צידית כולל היגוי אקטיבי, מערכת התראה בפני תעבורה צולבת מלפנים, מערכת סיוע לנהג בתמרוני חירום",493.6,186.8,148.3,297.5,410,--,1845,0,0,"ק' 245/40R19, א' 275/35R19",46,מקורית + שליטה מההגה,יש,אין,יש,10.2,יש,כונן קשיח + USB+ AUX,אין,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,אין,LED,יש,יש,יש,אחוריים + קדמיים,היקפיות + מבט על,יש,יש,אין,אין,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,אין,יש,יש,אין,אין,יש,אין,רגילים,יש,"חימוםקירור תא הנוסעים מראש, סגירת וואקום לדלתות, מקלט טלוויזיה, וילון אחורי חשמלי, מערכת שמע מבית Harman Kardon עם 16 רמקולים, מפתח חכם כולל צג מגע, גימורי עץ או אלומיניום",--,2X4
583,14687,143,ב מ וו,320I,LUXURY,2019,929,7,1998,2170,,1.0,4X2,1,4,1,1,0,הצ'בק,P,1,בנזין,4,184,5,1,1500,695,,הנעה רגילה,1,יצרן,1,יצרן,0,0,1,יצרן,1,1,1,0,0,0,,1,0,0,,0,0,0,סדרה_3,646,ב.מ.וו,סדרה_3,2019,4,5,--,7,--,--,--,2012,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,4,1998,184,5000,27.5,1350,7.3,235,13.2,21.3,17.2,--,--,--,--,--,9,9,ABS + EBD + BAS,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,463.3,181.1,142.9,281.0,480,--,1525,0,0,"ק' 225/45R18 , א' 255/40R18",60,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים,1,1,יש,עור,יש  + זכרון,אין,--,LED,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--,--,2X4
584,14771,143,ב מ וו,740LI,,2006,981,7,4000,3095,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,306,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,סדרה_7,443,ב.מ.וו,סדרה_7,2006,4,5,--,7,--,שנתיים,--,2001,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,4000,306,6300,39.7,3500,6.8,250,--,--,8.9,--,--,--,--,--,--,אין ציון,ABS + EBD + BAS,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,504.0,190.0,149.0,299.0,500,--,1970,0,0,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,"כסאות חשמליים עם זכרון, חיישן פנסי תאורה, שמשות אחוריות כהות, כסאות קומפורט - 61,700 שקל.",2X4
585,14771,143,ב מ וו,740LI,,2006,981,7,4000,3095,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,306,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,סדרה_7,454,ב.מ.וו,סדרה_7,2006,4,5,--,7,--,שנתיים,--,2001,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,4000,306,6300,39.7,3500,6.9,250,--,--,8.9,--,--,--,--,--,--,אין ציון,ABS + EBD + BAS,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,518.0,190.0,148.5,313.0,500,--,2010,0,0,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,"כסאות חשמליים עם זכרון, חיישן פנסי תאורה, שמשות אחוריות כהות, כסאות קומפורט - 61,700 שקל.",2X4
586,14791,143,ב מ וו,740I,,2006,991,7,4000,3055,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,306,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,סדרה_7,443,ב.מ.וו,סדרה_7,2006,4,5,--,7,--,שנתיים,--,2001,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,4000,306,6300,39.7,3500,6.8,250,--,--,8.9,--,--,--,--,--,--,אין ציון,ABS + EBD + BAS,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,504.0,190.0,149.0,299.0,500,--,1970,0,0,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,"כסאות חשמליים עם זכרון, חיישן פנסי תאורה, שמשות אחוריות כהות, כסאות קומפורט - 61,700 שקל.",2X4
587,14791,143,ב מ וו,740I,,2006,991,7,4000,3055,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,306,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,סדרה_7,454,ב.מ.וו,סדרה_7,2006,4,5,--,7,--,שנתיים,--,2001,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,4000,306,6300,39.7,3500,6.9,250,--,--,8.9,--,--,--,--,--,--,אין ציון,ABS + EBD + BAS,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,518.0,190.0,148.5,313.0,500,--,2010,0,0,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,"כסאות חשמליים עם זכרון, חיישן פנסי תאורה, שמשות אחוריות כהות, כסאות קומפורט - 61,700 שקל.",2X4
588,14772,143,ב מ וו,740LI,,2007,981,7,4000,3095,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,306,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,סדרה_7,426,ב.מ.וו,סדרה_7,2007,4,5,--,7,--,שנתיים,--,2001,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,4000,306,6300,39.7,3500,6.9,250,--,--,8.9,--,--,--,--,--,--,אין ציון,ABS + EBD + BAS,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,518.0,190.0,148.5,313.0,500,--,2010,0,0,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,"כסאות חשמליים עם זכרון, חיישן פנסי תאורה, שמשות אחוריות כהות, כסאות קומפורט - 61,700 שקל.",2X4
589,14772,143,ב מ וו,740LI,,2007,981,7,4000,3095,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,306,5,1,0,0,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,סדרה_7,427,ב.מ.וו,סדרה_7,2007,4,5,--,7,--,שנתיים,--,2001,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,4000,306,6300,39.7,3500,6.8,250,--,--,8.9,--,--,--,--,--,--,אין ציון,ABS + EBD + BAS,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,504.0,190.0,149.0,299.0,500,--,1970,0,0,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,"כסאות חשמליים עם זכרון, חיישן פנסי תאורה, שמשות אחוריות כהות, כסאות קומפורט - 61,700 שקל.",2X4
590,14773,143,ב מ וו,740LI,,2007,982,7,4000,3095,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,306,5,1,2085,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,סדרה_7,426,ב.מ.וו,סדרה_7,2007,4,5,--,7,--,שנתיים,--,2001,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,4000,306,6300,39.7,3500,6.9,250,--,--,8.9,--,--,--,--,--,--,אין ציון,ABS + EBD + BAS,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,518.0,190.0,148.5,313.0,500,--,2010,0,0,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,"כסאות חשמליים עם זכרון, חיישן פנסי תאורה, שמשות אחוריות כהות, כסאות קומפורט - 61,700 שקל.",2X4
591,14773,143,ב מ וו,740LI,,2007,982,7,4000,3095,,1.0,4X2,1,4,1,1,0,סדאן,P,1,בנזין,4,306,5,1,2085,750,,הנעה רגילה,0,,0,,0,0,0,,0,0,0,0,0,0,,0,0,0,,0,0,0,סדרה_7,427,ב.מ.וו,סדרה_7,2007,4,5,--,7,--,שנתיים,--,2001,אחורית,אוטומטית - טיפטרוניק,6,בנזין,8,4000,306,6300,39.7,3500,6.8,250,--,--,8.9,--,--,--,--,--,--,אין ציון,ABS + EBD + BAS,2 או 6,יש,אין,אין,0,0,--,0,0,1,--,--,--,--,--,--,--,--,--,--,504.0,190.0,149.0,299.0,500,--,1970,0,0,245/50R18,88,מקורית + שליטה מההגה,יש,אין,אין,--,אין,אין,--,--,אין,4,בקרת אקלים,1,1,כולל שמירת מרחק,עור,אין,אין,--,קסנון,יש,אין,אין,אחוריים,אין,אין,אין,--,--,אין,אין,אין,אין,--,--,--,--,--,--,--,--,--,--,"כסאות חשמליים עם זכרון, חיישן פנסי תאורה, שמשות אחוריות כהות, כסאות קומפורט - 61,700 שקל.",2X4
