,tozeret_cd,degem_cd,shnat_yitzur,tozar,kinuy_mishari,ramat_gimur,make,model,fieldchassis,fieldignition,fieldgearbox,fieldgear,fieldengine,fieldpiston,fieldloops,fieldmoment,fieldloopmoment,fieldacceleration,fieldspeed,fieldurban_consumption,fieldintercity_consumption,fieldconsumption,fieldelectricity_use,fieldbattery_capacity,fieldelectric_range,fieldhome_charging_time,fieldfast_charging_time,fieldairbag,fieldstability,fieldcenairbag,fieldizofix,fieldpressure_sensor,fieldbelt_warning,fieldautonomous_braking,fieldpedestrian_identification,fieldtwo_wheeler_identification,fieldadaptive_cruise_control,fieldlane_assist,fieldblind_spot,fieldrear_traffic,fieldrear_traffic_braking,fieldalert_fatigue,fieldhigh_beam_assist,fieldtraffic_sign_recognition,fieldcrossing_warning_open_door,fieldchild_rear_seat,fieldadditional_safety_equipment,fieldlength,fieldwidth,fieldheight,fieldwheel,fieldcargo,fieldchaircargo,fieldselfweight,fieldtire,fieldfuel,fieldaudio,fieldbluetooth,fielddisc_changer,fieldtouch_screen,fieldscreen_size,fieldgps,fieldaudio_connections,fieldconnectivity,fieldwireless_charging,fieldseat_screens,fieldwindows,fieldairconditioning,fieldsunroof,fieldhook,fieldrowing,fieldupholstery,fieldautochair,fieldhotchair,fieldmassage_seats,fieldlight,fieldfog,fieldrain,fielddark,fieldparking_sensors,fieldparking_camers,fieldautomatic_parking,fieldcomputer,fielddigital_cluster,fieldhead_up_display,fieldwithout_key,fieldfolding_mirrors,fieldinside_mirror,fieldleather,fieldheated_steering_wheel,fieldpaddle_shifters,fielddriving_mode,fieldstop_start,fieldelectric_handbrake,fieldambient_light,fieldhill_assist,fieldsuspension_dampers,fieldelectric_tailgate,fieldmore_equ
479,722,47,2015,ב מ וו,X5 XDRIVE 35I,LUXURY,ב.מ.וו,סדרה_5_גראן_טוריסמו,--,אחורית,אוטומטית,8,טורבו בנזין,6,5800,40.8,1200,6.3,250,8.1,15.6,12.9,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,499.8,190.1,155.9,307.0,440,1700,2015,245/50R18,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,1,1,יש,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
480,722,47,2015,ב מ וו,X5 XDRIVE 35I,LUXURY,ב.מ.וו,X6,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,6,5800,40.8,1200,6.4,240,8.8,14.3,11.6,--,--,--,--,--,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,יש,אין,אין,אין,--,490.9,198.9,170.2,293.3,550,1525,2100,"ק' 275/40R20 , א' 315/35R20",85,מקורית + שליטה מההגה,יש,אין,יש,10.2,אין,כונן קשיח + USB+ AUX,אין,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,יש,עור,יש  + זכרון,אין,אין,קסנון,יש,יש,יש,אחוריים + קדמיים,היקפיות,אין,יש,אין,אין,כניסה + הנעה,יש,מראות צד + פנים,יש,אין,יש,יש,יש,אין,יש,יש,רגילים,יש,"תיבת הילוכים והגה בכיול ספורטיבי, הגה מתכוונן חשמלית, סגירת ואקום לדלתות, מקלט טלוויזיה, מסילות גג, מערכת שמע משודרגת מתוצרת ""Harman Kardon"" עם 16 רמקולים, גימורי עץ"
481,722,47,2015,ב מ וו,X5 XDRIVE 35I,LUXURY,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,6,5800,40.8,1200,6.5,235,8.8,14.4,11.7,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2105,255/50R19,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
482,722,86,2015,ב מ וו,X6 XDRIVE 35I,LUXURY,ב.מ.וו,סדרה_5_סטיישן,--,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,6,5800,40.8,1200,6.1,250,8.4,15.3,11.7,--,--,--,--,--,6,יש,יש,יש,0,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,490.7,186.0,146.2,296.8,560,1670,1770,225/55R17,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,הנעה בלבד,יש,מראות צד + פנים,אין,--,--,--,--,--,--,--,--,--,--
483,722,86,2015,ב מ וו,X6 XDRIVE 35I,LUXURY,ב.מ.וו,סדרה_5_גראן_טוריסמו,--,אחורית,אוטומטית,8,טורבו בנזין,6,5800,40.8,1200,6.3,250,8.1,15.6,12.9,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,499.8,190.1,155.9,307.0,440,1700,2015,245/50R18,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,1,1,יש,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
484,722,86,2015,ב מ וו,X6 XDRIVE 35I,LUXURY,ב.מ.וו,X6,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,6,5800,40.8,1200,6.4,240,8.8,14.3,11.6,--,--,--,--,--,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,יש,אין,אין,אין,--,490.9,198.9,170.2,293.3,550,1525,2100,"ק' 275/40R20 , א' 315/35R20",85,מקורית + שליטה מההגה,יש,אין,יש,10.2,אין,כונן קשיח + USB+ AUX,אין,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,יש,עור,יש  + זכרון,אין,אין,קסנון,יש,יש,יש,אחוריים + קדמיים,היקפיות,אין,יש,אין,אין,כניסה + הנעה,יש,מראות צד + פנים,יש,אין,יש,יש,יש,אין,יש,יש,רגילים,יש,"תיבת הילוכים והגה בכיול ספורטיבי, הגה מתכוונן חשמלית, סגירת ואקום לדלתות, מקלט טלוויזיה, מסילות גג, מערכת שמע משודרגת מתוצרת ""Harman Kardon"" עם 16 רמקולים, גימורי עץ"
485,722,86,2015,ב מ וו,X6 XDRIVE 35I,LUXURY,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,6,5800,40.8,1200,6.5,235,8.8,14.4,11.7,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2105,255/50R19,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
486,722,98,2015,ב מ וו,X5 XDRIVE 35I,LUXURY,ב.מ.וו,סדרה_5_סטיישן,--,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,6,5800,40.8,1200,6.1,250,8.4,15.3,11.7,--,--,--,--,--,6,יש,יש,יש,0,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,490.7,186.0,146.2,296.8,560,1670,1770,225/55R17,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,הנעה בלבד,יש,מראות צד + פנים,אין,--,--,--,--,--,--,--,--,--,--
487,722,98,2015,ב מ וו,X5 XDRIVE 35I,LUXURY,ב.מ.וו,סדרה_5_גראן_טוריסמו,--,אחורית,אוטומטית,8,טורבו בנזין,6,5800,40.8,1200,6.3,250,8.1,15.6,12.9,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,499.8,190.1,155.9,307.0,440,1700,2015,245/50R18,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,1,1,יש,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
488,722,98,2015,ב מ וו,X5 XDRIVE 35I,LUXURY,ב.מ.וו,X6,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,6,5800,40.8,1200,6.4,240,8.8,14.3,11.6,--,--,--,--,--,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,יש,אין,אין,אין,--,490.9,198.9,170.2,293.3,550,1525,2100,"ק' 275/40R20 , א' 315/35R20",85,מקורית + שליטה מההגה,יש,אין,יש,10.2,אין,כונן קשיח + USB+ AUX,אין,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,יש,עור,יש  + זכרון,אין,אין,קסנון,יש,יש,יש,אחוריים + קדמיים,היקפיות,אין,יש,אין,אין,כניסה + הנעה,יש,מראות צד + פנים,יש,אין,יש,יש,יש,אין,יש,יש,רגילים,יש,"תיבת הילוכים והגה בכיול ספורטיבי, הגה מתכוונן חשמלית, סגירת ואקום לדלתות, מקלט טלוויזיה, מסילות גג, מערכת שמע משודרגת מתוצרת ""Harman Kardon"" עם 16 רמקולים, גימורי עץ"
489,722,98,2015,ב מ וו,X5 XDRIVE 35I,LUXURY,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,6,5800,40.8,1200,6.5,235,8.8,14.4,11.7,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2105,255/50R19,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
490,722,99,2015,ב מ וו,X5 XDRIVE 35I,LUXURY,ב.מ.וו,סדרה_5_סטיישן,--,אחורית,אוטומטית - טיפטרוניק,8,טורבו בנזין,6,5800,40.8,1200,6.1,250,8.4,15.3,11.7,--,--,--,--,--,6,יש,יש,יש,0,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,490.7,186.0,146.2,296.8,560,1670,1770,225/55R17,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,1,1,כולל שמירת מרחק,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים,אחורית,אין,יש,--,--,הנעה בלבד,יש,מראות צד + פנים,אין,--,--,--,--,--,--,--,--,--,--
491,722,99,2015,ב מ וו,X5 XDRIVE 35I,LUXURY,ב.מ.וו,סדרה_5_גראן_טוריסמו,--,אחורית,אוטומטית,8,טורבו בנזין,6,5800,40.8,1200,6.3,250,8.1,15.6,12.9,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,499.8,190.1,155.9,307.0,440,1700,2015,245/50R18,70,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,1,1,יש,עור,יש  + זכרון,אין,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
492,722,99,2015,ב מ וו,X5 XDRIVE 35I,LUXURY,ב.מ.וו,X6,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,6,5800,40.8,1200,6.4,240,8.8,14.3,11.6,--,--,--,--,--,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,יש,אין,אין,אין,--,490.9,198.9,170.2,293.3,550,1525,2100,"ק' 275/40R20 , א' 315/35R20",85,מקורית + שליטה מההגה,יש,אין,יש,10.2,אין,כונן קשיח + USB+ AUX,אין,אין,אין,4,בקרת אקלים + פתחי איוורור מאחור,1,1,יש,עור,יש  + זכרון,אין,אין,קסנון,יש,יש,יש,אחוריים + קדמיים,היקפיות,אין,יש,אין,אין,כניסה + הנעה,יש,מראות צד + פנים,יש,אין,יש,יש,יש,אין,יש,יש,רגילים,יש,"תיבת הילוכים והגה בכיול ספורטיבי, הגה מתכוונן חשמלית, סגירת ואקום לדלתות, מקלט טלוויזיה, מסילות גג, מערכת שמע משודרגת מתוצרת ""Harman Kardon"" עם 16 רמקולים, גימורי עץ"
493,722,99,2015,ב מ וו,X5 XDRIVE 35I,LUXURY,ב.מ.וו,X5,אחודה,כפולה (4X4),אוטומטית - טיפטרוניק,8,טורבו בנזין,6,5800,40.8,1200,6.5,235,8.8,14.4,11.7,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,488.6,193.8,176.2,293.3,650,1870,2105,255/50R19,85,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,גג שמש פנוראמי,1,יש,עור,יש  + זכרון,אין,--,"קסנון, כולל אור גבוה (בי-קסנון)",יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
494,143,208,2014,ב מ וו,M3,,ב.מ.וו,M3,--,אחורית,אוטומטית - רובוטית כפולת מצמדים,7,טורבו בנזין,6,5500,55,1850,4.1,250,9,14.9,12,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,0.0,0.0,0.0,0.0,--,--,--,--,--,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,0,1,יש,עור,יש  + זכרון,מלפנים,--,קסנון,אין,יש,יש,אחוריים + קדמיים,אין,אין,יש,--,--,אין,יש,מראות צד + פנים,יש,--,--,--,--,--,--,--,--,--,--
495,143,208,2015,ב מ וו,M3,,ב.מ.וו,M3,--,אחורית,אוטומטית - רובוטית כפולת מצמדים,7,טורבו בנזין,6,5500,55,1850,4.1,250,9,14.9,12,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,467.1,187.7,142.4,281.2,480,--,1560,"ק' 255/40R18 , א' 275/40R18",60,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים מפוצלת,0,1,יש,עור,יש  + זכרון,מלפנים,--,קסנון,אין,יש,יש,אחוריים + קדמיים,אין,אין,יש,--,--,אין,יש,מראות צד + פנים,יש,--,--,--,--,--,--,--,--,--,--
496,143,228,2015,ב מ וו,M5,,ב.מ.וו,M6,--,אחורית,אוטומטית - רובוטית כפולת מצמדים,7,טורבו בנזין,8,6000,69.3,1500,4.2,250,7.1,13.1,10.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,501.1,189.9,139.5,296.4,460,1265,1950,"ק' 265/35R20 , א' 295/30R20",80,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB,--,--,אופציונלי,2,בקרת אקלים מפוצלת,1,1,יש,עור,יש  + זכרון,מלפנים,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,יש,--,--,--,--,--,--,--,--,--,--
497,143,228,2015,ב מ וו,M5,,ב.מ.וו,M5,--,אחורית,אוטומטית - רובוטית כפולת מצמדים,7,טורבו בנזין,8,6000,68,1500,4.3,250,7.1,13.2,10.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,491.0,189.1,146.7,296.4,520,--,1945,"ק' 265/40R19 , א' 295/35R19",80,מקורית + שליטה מההגה,יש,אין,יש,--,יש,כונן קשיח + USB+ AUX,--,--,אין,4,בקרת אקלים מפוצלת,1,1,כולל שמירת מרחק,עור,יש  + זכרון,מלפנים,--,קסנון,אין,יש,יש,אחוריים + קדמיים,אין,אין,יש,--,--,הנעה בלבד,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
498,143,302,2015,ב מ וו,M6,,ב.מ.וו,M6,--,אחורית,אוטומטית - רובוטית כפולת מצמדים,7,טורבו בנזין,8,6000,69.3,1500,4.2,250,7.1,13.1,10.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,501.1,189.9,139.5,296.4,460,1265,1950,"ק' 265/35R20 , א' 295/30R20",80,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB,--,--,אופציונלי,2,בקרת אקלים מפוצלת,1,1,יש,עור,יש  + זכרון,מלפנים,--,קסנון,יש,יש,יש,אחוריים + קדמיים,אחורית,אין,יש,--,--,כניסה + הנעה,יש,מראות צד + פנים,יש,--,--,--,--,--,--,--,--,--,--
499,143,302,2015,ב מ וו,M6,,ב.מ.וו,M5,--,אחורית,אוטומטית - רובוטית כפולת מצמדים,7,טורבו בנזין,8,6000,68,1500,4.3,250,7.1,13.2,10.1,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,1,--,--,--,--,--,--,--,--,--,--,491.0,189.1,146.7,296.4,520,--,1945,"ק' 265/40R19 , א' 295/35R19",80,מקורית + שליטה מההגה,יש,אין,יש,--,יש,כונן קשיח + USB+ AUX,--,--,אין,4,בקרת אקלים מפוצלת,1,1,כולל שמירת מרחק,עור,יש  + זכרון,מלפנים,--,קסנון,אין,יש,יש,אחוריים + קדמיים,אין,אין,יש,--,--,הנעה בלבד,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
500,143,229,2014,ב מ וו,M4,,ב.מ.וו,M4_קבריולה,--,אחורית,אוטומטית - רובוטית כפולת מצמדים,7,טורבו בנזין,6,5500,55,1850,4.4,250,8.7,14.1,11.5,--,--,--,--,--,4,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,0.0,0.0,0.0,0.0,--,--,--,--,--,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,2,בקרת אקלים מפוצלת,0,1,יש,עור,יש  + זכרון,מלפנים,--,קסנון,אין,יש,יש,אחוריים + קדמיים,אין,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
501,143,229,2014,ב מ וו,M4,,ב.מ.וו,M4,--,אחורית,אוטומטית - רובוטית כפולת מצמדים,7,טורבו בנזין,6,5500,55,1850,4.1,250,9,14.9,12,--,--,--,--,--,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,461.7,187.0,138.3,281.2,445,--,1537,"ק' 255/40R18 , א' 275/40R18",60,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,אין,אין,אין,2,בקרת אקלים מפוצלת,0,1,יש,עור,יש  + זכרון,מלפנים,אין,קסנון,אין,יש,יש,אחוריים + קדמיים,אין,אין,יש,אין,אין,אין,יש,מראות צד + פנים,יש,אין,יש,יש,יש,אין,אין,אין,רגילים,אין,מערכת שטיפת פנסים
502,143,229,2015,ב מ וו,M4,,ב.מ.וו,M4_קבריולה,--,אחורית,אוטומטית - רובוטית כפולת מצמדים,7,טורבו בנזין,6,5500,55,1850,4.4,250,8.7,14.1,11.5,--,--,--,--,--,4,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,467.1,187.0,138.6,281.2,220,370,1790,"ק' 255/40R18 , א' 275/40R18",60,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,2,בקרת אקלים מפוצלת,0,1,יש,עור,יש  + זכרון,מלפנים,--,קסנון,אין,יש,יש,אחוריים + קדמיים,אין,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
503,143,229,2015,ב מ וו,M4,,ב.מ.וו,M4,--,אחורית,אוטומטית - רובוטית כפולת מצמדים,7,טורבו בנזין,6,5500,55,1850,4.1,250,9,14.9,12,--,--,--,--,--,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,467.1,187.0,138.3,281.2,445,--,1537,"ק' 255/40R18 , א' 275/40R18",60,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,אין,אין,אין,2,בקרת אקלים מפוצלת,0,1,יש,עור,יש  + זכרון,מלפנים,אין,קסנון,אין,יש,יש,אחוריים + קדמיים,אין,אין,יש,אין,אין,אין,יש,מראות צד + פנים,יש,אין,יש,יש,יש,אין,אין,אין,רגילים,אין,מערכת שטיפת פנסים
504,143,266,2015,ב מ וו,M4,,ב.מ.וו,M4_קבריולה,--,אחורית,אוטומטית - רובוטית כפולת מצמדים,7,טורבו בנזין,6,5500,55,1850,4.4,250,8.7,14.1,11.5,--,--,--,--,--,4,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,467.1,187.0,138.6,281.2,220,370,1790,"ק' 255/40R18 , א' 275/40R18",60,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,2,בקרת אקלים מפוצלת,0,1,יש,עור,יש  + זכרון,מלפנים,--,קסנון,אין,יש,יש,אחוריים + קדמיים,אין,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
505,143,266,2015,ב מ וו,M4,,ב.מ.וו,M4,--,אחורית,אוטומטית - רובוטית כפולת מצמדים,7,טורבו בנזין,6,5500,55,1850,4.1,250,9,14.9,12,--,--,--,--,--,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,467.1,187.0,138.3,281.2,445,--,1537,"ק' 255/40R18 , א' 275/40R18",60,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,אין,אין,אין,2,בקרת אקלים מפוצלת,0,1,יש,עור,יש  + זכרון,מלפנים,אין,קסנון,אין,יש,יש,אחוריים + קדמיים,אין,אין,יש,אין,אין,אין,יש,מראות צד + פנים,יש,אין,יש,יש,יש,אין,אין,אין,רגילים,אין,מערכת שטיפת פנסים
506,143,229,2016,ב מ וו,M4,,ב.מ.וו,M4_קבריולה,--,אחורית,אוטומטית - רובוטית כפולת מצמדים,7,טורבו בנזין,6,5500,55,1850,4.4,250,8.7,14.1,11.5,--,--,--,--,--,4,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,467.1,187.0,138.6,281.2,220,370,1790,"ק' 255/40R18 , א' 275/40R18",60,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,2,בקרת אקלים מפוצלת,0,1,יש,עור,יש  + זכרון,מלפנים,--,קסנון,אין,יש,יש,אחוריים + קדמיים,אין,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
507,143,229,2016,ב מ וו,M4,,ב.מ.וו,M4,--,אחורית,אוטומטית - רובוטית כפולת מצמדים,7,טורבו בנזין,6,5500,55,1850,4.1,250,9,14.9,12,--,--,--,--,--,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,467.1,187.0,138.3,281.2,445,--,1537,"ק' 255/40R18 , א' 275/40R18",60,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,אין,אין,אין,2,בקרת אקלים מפוצלת,0,1,יש,עור,יש  + זכרון,מלפנים,אין,קסנון,אין,יש,יש,אחוריים + קדמיים,אין,אין,יש,אין,אין,אין,יש,מראות צד + פנים,יש,אין,יש,יש,יש,אין,אין,אין,רגילים,אין,מערכת שטיפת פנסים
508,143,266,2016,ב מ וו,M4,,ב.מ.וו,M4_קבריולה,--,אחורית,אוטומטית - רובוטית כפולת מצמדים,7,טורבו בנזין,6,5500,55,1850,4.4,250,8.7,14.1,11.5,--,--,--,--,--,4,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,467.1,187.0,138.6,281.2,220,370,1790,"ק' 255/40R18 , א' 275/40R18",60,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,--,--,אין,2,בקרת אקלים מפוצלת,0,1,יש,עור,יש  + זכרון,מלפנים,--,קסנון,אין,יש,יש,אחוריים + קדמיים,אין,אין,יש,--,--,אין,יש,מראות צד + פנים,הגה בלבד,--,--,--,--,--,--,--,--,--,--
509,143,266,2016,ב מ וו,M4,,ב.מ.וו,M4,--,אחורית,אוטומטית - רובוטית כפולת מצמדים,7,טורבו בנזין,6,5500,55,1850,4.1,250,9,14.9,12,--,--,--,--,--,6,יש,יש,יש,1,1,אין,0,0,0,אין,אין,אין,אין,אין,אין,אין,אין,אין,--,467.1,187.0,138.3,281.2,445,--,1537,"ק' 255/40R18 , א' 275/40R18",60,מקורית + שליטה מההגה,יש,אין,יש,--,אין,USB + AUX,אין,אין,אין,2,בקרת אקלים מפוצלת,0,1,יש,עור,יש  + זכרון,מלפנים,אין,קסנון,אין,יש,יש,אחוריים + קדמיים,אין,אין,יש,אין,אין,אין,יש,מראות צד + פנים,יש,אין,יש,יש,יש,אין,אין,אין,רגילים,אין,מערכת שטיפת פנסים
510,143,232,2014,ב מ וו,320I,BUSINESS,ב.מ.וו,סדרה_3,--,אחורית,ידנית,6,טורבו בנזין,4,5000,27.5,1250,7.3,235,11.9,20,15.8,--,--,--,--,--,6,יש,יש,יש,1,1,--,0,0,0,--,--,--,--,--,--,--,--,--,--,462.4,181.1,142.9,281.0,480,--,1420,225/50R17,60,מקורית + שליטה מההגה,יש,אין,אין,--,אין,USB + AUX,--,--,אין,4,בקרת אקלים,1,1,יש,בד משולב עור,אין,אין,--,רגילים,יש,יש,יש,אין,אין,אין,יש,--,--,הנעה בלבד,אין,אין,הגה בלבד,--,--,--,--,--,--,--,--,--,--
