,tozar,kinuy_mishari,shnat_yitzur,tozeret_cd,degem_cd
9105,ב מ וו,COUNTRYMAN COOP,2019,695,69
9106,ב מ וו,COUNTRYMAN COOP,2019,695,70
9107,ב מ וו,COUNTRYMAN COOP,2019,695,71
9108,ב מ וו,COUNTRYMAN COOP,2019,695,72
9109,ב מ וו,COUNTRYMAN COOP,2019,695,73
9110,ב מ וו,COUNTRYMAN COOP,2019,695,79
9111,ב מ וו,COUNTRYMAN COOP,2019,695,87
9112,ב מ וו,COUNTRYMAN COOP,2019,695,95
9113,ב מ וו,COUNTRYMAN COOP,2019,695,101
9114,ב מ וו,COUNTRYMAN COOP,2019,695,102
9115,ב מ וו,COUNTRYMAN COOP,2019,695,105
9116,ב מ וו,COUNTRYMAN COOP,2019,695,107
9117,ב מ וו,COUNTRYMAN COOP,2019,695,108
9118,ב מ וו,COUNTRYMAN COOP,2020,695,71
9119,ב מ וו,COUNTRYMAN COOP,2020,695,72
9120,ב מ וו,COUNTRYMAN COOP,2020,695,73
9121,ב מ וו,COUNTRYMAN COOP,2020,695,95
9122,ב מ וו,COUNTRYMAN COOP,2020,695,101
9123,ב מ וו,COUNTRYMAN COOP,2020,695,102
9124,ב מ וו,COUNTRYMAN COOP,2020,695,105
9125,ב מ וו,COUNTRYMAN COOP,2020,695,107
9126,ב מ וו,COUNTRYMAN COOP,2020,695,108
9127,ב מ וו,COUNTRYMAN COOP,2020,695,109
9128,ב מ וו,COUNTRYMAN COOP,2020,695,110
9129,ב מ וו,COUNTRYMAN COOP,2020,695,111
9130,ב מ וו,COUNTRYMAN COOP,2020,695,112
9131,ב מ וו,COUNTRYMAN COOP,2020,695,117
9132,ב מ וו,COUNTRYMAN COOP,2020,695,118
9133,ב מ וו,COUNTRYMAN COOP,2021,695,107
9134,ב מ וו,COUNTRYMAN COOP,2021,695,117
9135,ב מ וו,COUNTRYMAN COOP,2021,695,118
9136,ב מ וו,COUNTRYMAN COOP,2021,695,149
9137,ב מ וו,COUNTRYMAN COOP,2021,695,150
9138,ב מ וו,COUNTRYMAN COOP,2022,695,149
9139,ב מ וו,COUNTRYMAN COOP,2022,695,150
9140,ב מ וו,COUNTRYMAN COOP,2022,695,155
9141,ב מ וו,COUNTRYMAN COOP,2022,695,161
9142,ב מ וו,COUNTRYMAN COOP,2022,695,163
9143,ב מ וו,COUNTRYMAN JCW,2013,910,18
9144,ב מ וו,COUNTRYMAN JCW,2013,910,19
9145,ב מ וו,COUNTRYMAN JCW,2013,910,25
9146,ב מ וו,COUNTRYMAN JCW,2013,910,26
9147,ב מ וו,COUNTRYMAN JCW,2014,910,25
9148,ב מ וו,COUNTRYMAN JCW,2014,910,26
9149,ב מ וו,COUNTRYMAN JCW,2015,910,26
9150,ב מ וו,COUNTRYMAN ONE,2018,695,74
9151,ב מ וו,COUNTRYMAN ONE,2018,695,83
9152,ב מ וו,COUNTRYMAN ONE,2019,695,74
9153,ב מ וו,COUNTRYMAN ONE,2019,695,83
9154,ב מ וו,COUNTRYMAN S,2017,695,35
9155,ב מ וו,COUNTRYMAN S,2017,695,53
9156,ב מ וו,COUNTRYMAN S,2018,695,35
9157,ב מ וו,COUNTRYMAN S,2018,695,53
9158,ב מ וו,COUNTRYMAN SE,2020,695,132
9159,ב מ וו,COUNTRYMAN SE,2020,695,133
9160,ב מ וו,COUNTRYMAN SE,2021,695,132
9161,ב מ וו,COUNTRYMAN SE,2021,695,133
9162,ב מ וו,COUNTRYMAN SE,2021,695,148
9163,ב מ וו,EXPLORER,2020,722,357
9164,ב מ וו,FIESTA,2018,143,784
9165,ב מ וו,FIESTA,2018,143,785
9166,ב מ וו,FIESTA,2018,143,786
9167,ב מ וו,I3,2016,143,547
9168,ב מ וו,I3,2017,143,547
9169,ב מ וו,I3,2017,143,705
9170,ב מ וו,I3,2018,143,705
9171,ב מ וו,I3,2018,143,727
9172,ב מ וו,I3,2018,143,733
9173,ב מ וו,I3,2019,143,727
9174,ב מ וו,I3,2019,143,733
9175,ב מ וו,I3,2019,143,909
9176,ב מ וו,I3,2020,143,909
9177,ב מ וו,I3,2021,143,1586
9178,ב מ וו,I3,2022,143,1586
9179,ב מ וו,I3S,2018,143,778
9180,ב מ וו,I3S,2018,143,780
9181,ב מ וו,I3S,2019,143,778
9182,ב מ וו,I3S,2019,143,780
9183,ב מ וו,I3S,2019,143,1105
9184,ב מ וו,I3S,2020,143,1105
9185,ב מ וו,I3S,2021,143,1105
9186,ב מ וו,I4 EDRIVE40,2022,143,1790
9187,ב מ וו,I4 EDRIVE40,2022,143,1825
9188,ב מ וו,I4 EDRIVE40,2022,143,1850
9189,ב מ וו,I4 M50,2022,143,1764
9190,ב מ וו,I8,2016,143,548
9191,ב מ וו,I8,2017,143,548
9192,ב מ וו,I8,2017,143,706
9193,ב מ וו,I8,2017,143,759
9194,ב מ וו,I8,2018,143,548
9195,ב מ וו,I8,2018,143,706
9196,ב מ וו,I8,2018,143,745
9197,ב מ וו,I8,2018,143,759
9198,ב מ וו,I8,2018,143,782
9199,ב מ וו,I8,2019,143,745
9200,ב מ וו,I8,2019,143,782
9201,ב מ וו,I8,2019,143,1132
9202,ב מ וו,I8,2020,143,1132
9203,ב מ וו,I8 COUPE,2018,143,764
9204,ב מ וו,I8 COUPE,2019,143,764
9205,ב מ וו,IX XDRIVE 40,2022,143,1820
9206,ב מ וו,IX XDRIVE40,2021,143,1598
9207,ב מ וו,IX XDRIVE40,2022,143,1598
9208,ב מ וו,IX XDRIVE40,2022,143,1715
9209,ב מ וו,IX XDRIVE40,2022,143,1843
9210,ב מ וו,IX XDRIVE50,2021,143,1583
9211,ב מ וו,IX XDRIVE50,2021,143,1600
9212,ב מ וו,IX XDRIVE50,2022,143,1583
9213,ב מ וו,IX XDRIVE50,2022,143,1600
9214,ב מ וו,IX XDRIVE50,2022,143,1713
9215,ב מ וו,IX XDRIVE50,2022,143,1714
9216,ב מ וו,IX3,2021,1276,1
9217,ב מ וו,IX3,2021,1276,2
9218,ב מ וו,IX3,2021,1276,3
9219,ב מ וו,IX3,2021,1276,8
9220,ב מ וו,IX3,2022,1276,1
9221,ב מ וו,IX3,2022,1276,2
9222,ב מ וו,IX3,2022,1276,3
9223,ב מ וו,IX3,2022,1276,8
9224,ב מ וו,IX3,2022,1276,9
9225,ב מ וו,IX3,2022,1276,10
9226,ב מ וו,IX3,2022,1276,11
9227,ב מ וו,IX3,2022,1276,12
9228,ב מ וו,IX3 ELECTRIC,2021,1276,4
9229,ב מ וו,IX3 ELECTRIC,2021,1276,5
9230,ב מ וו,IX3 ELECTRIC,2021,1276,6
9231,ב מ וו,IX3 ELECTRIC,2021,1276,7
9232,ב מ וו,IX3 ELECTRIC,2022,1276,4
9233,ב מ וו,IX3 ELECTRIC,2022,1276,5
9234,ב מ וו,IX3 ELECTRIC,2022,1276,6
9235,ב מ וו,IX3 ELECTRIC,2022,1276,7
9236,ב מ וו,JCW GP,2020,32,333
9237,ב מ וו,JCW GP,2021,32,333
9238,ב מ וו,JOHN COOPER W,2020,32,337
9239,ב מ וו,JOHN COOPER W,2020,32,348
9240,ב מ וו,JOHN COOPER W,2021,32,337
9241,ב מ וו,JOHN COOPER W,2021,32,348
9242,ב מ וו,JOHN COOPER W,2021,32,378
9243,ב מ וו,JOHN COOPER WO,2019,695,97
9244,ב מ וו,JOHN COOPER WO,2020,695,97
9245,ב מ וו,JOHN COOPER WO,2020,695,116
9246,ב מ וו,JOHN COOPER WO,2020,695,122
9247,ב מ וו,JOHN COOPER WO,2020,695,123
9248,ב מ וו,JOHN COOPER WO,2020,695,127
9249,ב מ וו,JOHN COOPER WO,2020,695,137
9250,ב מ וו,JOHN COOPER WO,2021,695,127
9251,ב מ וו,JOHN COOPER WO,2021,695,137
9252,ב מ וו,JOHN COOPER WOR,2015,32,155
9253,ב מ וו,JOHN COOPER WOR,2015,32,160
9254,ב מ וו,JOHN COOPER WOR,2015,32,162
9255,ב מ וו,JOHN COOPER WOR,2016,32,160
9256,ב מ וו,JOHN COOPER WOR,2016,32,162
9257,ב מ וו,JOHN COOPER WOR,2016,32,196
9258,ב מ וו,JOHN COOPER WOR,2016,695,32
9259,ב מ וו,JOHN COOPER WOR,2017,32,160
9260,ב מ וו,JOHN COOPER WOR,2017,32,196
9261,ב מ וו,JOHN COOPER WOR,2017,32,219
9262,ב מ וו,JOHN COOPER WOR,2017,32,220
9263,ב מ וו,JOHN COOPER WOR,2017,32,234
9264,ב מ וו,JOHN COOPER WOR,2017,695,32
9265,ב מ וו,JOHN COOPER WOR,2017,695,52
9266,ב מ וו,JOHN COOPER WOR,2018,32,219
9267,ב מ וו,JOHN COOPER WOR,2018,32,220
9268,ב מ וו,JOHN COOPER WOR,2018,32,234
9269,ב מ וו,JOHN COOPER WOR,2018,32,238
9270,ב מ וו,JOHN COOPER WOR,2018,32,239
9271,ב מ וו,JOHN COOPER WOR,2018,32,244
9272,ב מ וו,JOHN COOPER WOR,2018,695,52
9273,ב מ וו,JOHN COOPER WOR,2018,695,60
9274,ב מ וו,JOHN COOPER WOR,2019,32,244
9275,ב מ וו,JOHN COOPER WOR,2019,32,298
9276,ב מ וו,JOHN COOPER WOR,2019,32,299
9277,ב מ וו,JOHN COOPER WOR,2019,32,303
9278,ב מ וו,JOHN COOPER WOR,2019,32,323
9279,ב מ וו,JOHN COOPER WOR,2019,695,60
9280,ב מ וו,JOHN COOPER WOR,2019,695,86
9281,ב מ וו,JOHN COOPER WOR,2020,32,298
9282,ב מ וו,JOHN COOPER WOR,2020,32,303
9283,ב מ וו,JOHN COOPER WOR,2020,32,323
9284,ב מ וו,JOHN COOPER WOR,2020,32,326
9285,ב מ וו,JOHN COOPER WOR,2020,32,327
9286,ב מ וו,JOHN COOPER WOR,2020,32,328
9287,ב מ וו,JOHN COOPER WOR,2021,32,303
9288,ב מ וו,JOHN COOPER WOR,2021,32,323
9289,ב מ וו,JOHN COOPER WOR,2021,32,326
9290,ב מ וו,JOHN COOPER WOR,2021,32,328
9291,ב מ וו,JOHN COOPER WOR,2021,32,392
9292,ב מ וו,JOHN COOPER WOR,2021,32,393
9293,ב מ וו,JOHN COOPER WOR,2021,32,398
9294,ב מ וו,JOHN COOPER WOR,2021,32,410
9295,ב מ וו,JOHN COOPER WOR,2021,32,411
9296,ב מ וו,JOHN COOPER WOR,2021,32,412
9297,ב מ וו,JOHN COOPER WOR,2021,695,145
9298,ב מ וו,JOHN COOPER WOR,2021,695,146
9299,ב מ וו,JOHN COOPER WOR,2021,695,147
9300,ב מ וו,JOHN COOPER WOR,2022,32,392
9301,ב מ וו,JOHN COOPER WOR,2022,32,393
9302,ב מ וו,JOHN COOPER WOR,2022,32,398
9303,ב מ וו,JOHN COOPER WOR,2022,32,412
9304,ב מ וו,JOHN COOPER WOR,2022,32,423
9305,ב מ וו,JOHN COOPER WOR,2022,32,425
9306,ב מ וו,JOHN COOPER WOR,2022,32,426
9307,ב מ וו,JOHN COOPER WOR,2022,32,427
9308,ב מ וו,JOHN COOPER WOR,2022,695,145
9309,ב מ וו,JOHN COOPER WOR,2022,695,146
9310,ב מ וו,JOHN COOPER WOR,2022,695,147
9311,ב מ וו,JOHN COOPER WOR,2022,695,157
9312,ב מ וו,JOHN COOPER WOR,2022,695,159
9313,ב מ וו,JOHN COOPER WOR,2022,695,160
9314,ב מ וו,JOHN COOPER WOR,2022,695,162
9315,ב מ וו,M C S COUNTRYMA,2015,910,36
9316,ב מ וו,M135I,2012,143,74
9317,ב מ וו,M135I,2012,143,75
9318,ב מ וו,M135I,2013,143,74
9319,ב מ וו,M135I,2013,143,75
9320,ב מ וו,M135I,2013,143,98
9321,ב מ וו,M135I,2013,143,105
9322,ב מ וו,M135I,2013,143,116
9323,ב מ וו,M135I,2013,143,129
9324,ב מ וו,M135I,2013,143,137
9325,ב מ וו,M135I,2013,143,155
9326,ב מ וו,M135I,2013,143,156
9327,ב מ וו,M135I,2013,143,157
9328,ב מ וו,M135I,2013,143,158
9329,ב מ וו,M135I,2014,143,155
9330,ב מ וו,M135I,2014,143,156
9331,ב מ וו,M135I,2014,143,157
9332,ב מ וו,M135I,2014,143,158
9333,ב מ וו,M135I,2014,143,177
9334,ב מ וו,M135I,2014,143,189
9335,ב מ וו,M135I,2014,143,225
9336,ב מ וו,M135I,2014,143,235
9337,ב מ וו,M135I,2015,143,177
9338,ב מ וו,M135I,2015,143,189
9339,ב מ וו,M135I,2015,143,225
9340,ב מ וו,M135I,2015,143,286
9341,ב מ וו,M135I,2015,143,306
9342,ב מ וו,M135I,2016,143,286
9343,ב מ וו,M135I,2016,143,306
9344,ב מ וו,M135I,2016,143,352
9345,ב מ וו,M135I,2016,143,353
9346,ב מ וו,M135I,2016,143,469
9347,ב מ וו,M135I,2016,143,470
9348,ב מ וו,M135I,2022,143,1826
9349,ב מ וו,M135I XDRIVE,2019,143,1019
9350,ב מ וו,M135I XDRIVE,2019,143,1158
9351,ב מ וו,M135I XDRIVE,2020,143,1019
9352,ב מ וו,M135I XDRIVE,2020,143,1158
9353,ב מ וו,M135I XDRIVE,2020,143,1186
9354,ב מ וו,M135I XDRIVE,2021,143,1019
9355,ב מ וו,M135I XDRIVE,2021,143,1158
9356,ב מ וו,M135I XDRIVE,2021,143,1186
9357,ב מ וו,M135I XDRIVE,2021,143,1338
9358,ב מ וו,M135I XDRIVE,2021,143,1344
9359,ב מ וו,M135I XDRIVE,2021,143,1346
9360,ב מ וו,M135I XDRIVE,2021,143,1547
9361,ב מ וו,M135I XDRIVE,2021,143,1564
9362,ב מ וו,M135I XDRIVE,2022,143,1564
9363,ב מ וו,M135I XDRIVE,2022,143,1707
9364,ב מ וו,M135I XDRIVE,2022,143,1846
9365,ב מ וו,M140I,2016,143,496
9366,ב מ וו,M140I,2016,143,570
9367,ב מ וו,M140I,2017,143,496
9368,ב מ וו,M140I,2017,143,570
9369,ב מ וו,M140I,2017,143,633
9370,ב מ וו,M140I,2017,143,683
9371,ב מ וו,M140I,2017,143,790
9372,ב מ וו,M140I,2018,143,496
9373,ב מ וו,M140I,2018,143,633
9374,ב מ וו,M140I,2018,143,683
9375,ב מ וו,M140I,2018,143,728
9376,ב מ וו,M140I,2018,143,790
9377,ב מ וו,M140I,2019,143,496
9378,ב מ וו,M140I,2019,143,633
9379,ב מ וו,M140I,2019,143,683
9380,ב מ וו,M140I,2019,143,790
9381,ב מ וו,M2,2016,143,412
9382,ב מ וו,M2,2016,143,453
9383,ב מ וו,M2,2016,143,460
9384,ב מ וו,M2,2016,143,462
9385,ב מ וו,M2,2016,143,465
9386,ב מ וו,M2,2016,143,499
9387,ב מ וו,M2,2017,143,499
9388,ב מ וו,M2,2017,143,637
9389,ב מ וו,M2,2017,143,677
9390,ב מ וו,M2,2017,143,716
9391,ב מ וו,M2,2018,143,499
9392,ב מ וו,M2,2018,143,677
9393,ב מ וו,M2,2018,143,716
9394,ב מ וו,M2,2019,143,716
9395,ב מ וו,M2,2021,143,1437
9396,ב מ וו,M2 COMPETETION,2021,143,1407
9397,ב מ וו,M2 COMPETITION,2018,143,828
9398,ב מ וו,M2 COMPETITION,2018,143,833
9399,ב מ וו,M2 COMPETITION,2019,143,828
9400,ב מ וו,M2 COMPETITION,2019,143,833
9401,ב מ וו,M2 COMPETITION,2019,143,863
9402,ב מ וו,M2 COMPETITION,2019,143,908
9403,ב מ וו,M2 COMPETITION,2019,143,949
9404,ב מ וו,M2 COMPETITION,2020,143,828
9405,ב מ וו,M2 COMPETITION,2020,143,833
9406,ב מ וו,M2 COMPETITION,2020,143,908
9407,ב מ וו,M2 COMPETITION,2020,143,949
9408,ב מ וו,M2 COMPETITION,2020,143,1205
9409,ב מ וו,M2 COMPETITION,2020,143,1237
9410,ב מ וו,M2 COMPETITION,2020,143,1246
9411,ב מ וו,M2 COMPETITION,2020,143,1307
9412,ב מ וו,M2 COMPETITION,2021,143,1307
9413,ב מ וו,M2 COMPETITION,2021,143,1394
9414,ב מ וו,M2 COMPETITION,2021,143,1406
9415,ב מ וו,M2 COMPETITION,2021,143,1485
9416,ב מ וו,M2 CS,2020,143,1260
9417,ב מ וו,M2 CS,2020,143,1262
9418,ב מ וו,M235I,2014,143,193
9419,ב מ וו,M235I,2014,143,227
9420,ב מ וו,M235I,2015,143,193
9421,ב מ וו,M235I,2015,143,227
9422,ב מ וו,M235I,2015,143,262
9423,ב מ וו,M235I,2015,143,305
9424,ב מ וו,M235I,2015,143,337
9425,ב מ וו,M235I,2016,143,262
9426,ב מ וו,M235I,2016,143,337
9427,ב מ וו,M235I,2016,143,354
9428,ב מ וו,M235I,2016,143,413
9429,ב מ וו,M235I,2016,143,459
9430,ב מ וו,M235I,2016,143,467
9431,ב מ וו,M235I,2017,143,413
9432,ב מ וו,M235I XDRIVE,2020,143,1173
9433,ב מ וו,M235I XDRIVE,2021,143,1173
9434,ב מ וו,M235I XDRIVE,2021,143,1350
9435,ב מ וו,M235I XDRIVE,2021,143,1619
9436,ב מ וו,M235I XDRIVE,2022,143,1619
9437,ב מ וו,M235I XDRIVE,2022,143,1676
9438,ב מ וו,M240I,2016,143,497
9439,ב מ וו,M240I,2017,143,497
9440,ב מ וו,M240I,2017,143,630
9441,ב מ וו,M240I,2017,143,676
9442,ב מ וו,M240I,2017,143,682
9443,ב מ וו,M240I,2017,143,793
9444,ב מ וו,M240I,2018,143,630
9445,ב מ וו,M240I,2018,143,682
9446,ב מ וו,M240I,2018,143,779
9447,ב מ וו,M240I,2018,143,793
9448,ב מ וו,M240I,2019,143,630
9449,ב מ וו,M240I,2019,143,682
9450,ב מ וו,M240I,2019,143,779
9451,ב מ וו,M240I,2019,143,793
9452,ב מ וו,M240I,2019,143,940
9453,ב מ וו,M240I,2020,143,793
9454,ב מ וו,M240I,2020,143,940
9455,ב מ וו,M240I,2020,143,1365
9456,ב מ וו,M240I,2021,143,940
9457,ב מ וו,M240I,2021,143,1365
9458,ב מ וו,M3,2004,143,620
9459,ב מ וו,M3,2007,143,330
9460,ב מ וו,M3,2008,143,330
9461,ב מ וו,M3,2008,143,340
9462,ב מ וו,M3,2009,143,330
9463,ב מ וו,M3,2014,143,208
9464,ב מ וו,M3,2015,143,208
9465,ב מ וו,M3,2015,143,325
9466,ב מ וו,M3,2016,143,325
9467,ב מ וו,M3,2016,143,436
9468,ב מ וו,M3,2016,143,445
9469,ב מ וו,M3,2016,143,446
9470,ב מ וו,M3,2016,143,463
9471,ב מ וו,M3,2016,143,464
9472,ב מ וו,M3,2016,143,514
9473,ב מ וו,M3,2016,143,515
9474,ב מ וו,M3,2016,143,516
9475,ב מ וו,M3,2017,143,514
9476,ב מ וו,M3,2017,143,515
9477,ב מ וו,M3,2017,143,516
9478,ב מ וו,M3,2018,143,514
9479,ב מ וו,M3,2018,143,515
9480,ב מ וו,M3,2018,143,516
9481,ב מ וו,M3,2019,143,514
9482,ב מ וו,M3,2019,143,515
9483,ב מ וו,M3,2019,143,516
9484,ב מ וו,M3,2021,143,1526
9485,ב מ וו,M3,2021,143,1639
9486,ב מ וו,M3,2022,143,1639
9487,ב מ וו,M3,2022,143,1728
9488,ב מ וו,M3,2022,143,1734
9489,ב מ וו,M3 CABRIO,2004,143,931
9490,ב מ וו,M3 COMP,2022,143,1763
9491,ב מ וו,M3 COMPETITION,2021,143,1410
9492,ב מ וו,M3 COMPETITION,2021,143,1448
9493,ב מ וו,M3 COMPETITION,2021,143,1519
9494,ב מ וו,M3 COMPETITION,2021,143,1577
9495,ב מ וו,M3 COMPETITION,2021,143,1580
9496,ב מ וו,M3 COMPETITION,2021,143,1626
9497,ב מ וו,M3 COMPETITION,2021,143,1636
9498,ב מ וו,M3 COMPETITION,2022,143,1410
9499,ב מ וו,M3 COMPETITION,2022,143,1577
9500,ב מ וו,M3 COMPETITION,2022,143,1580
9501,ב מ וו,M3 COMPETITION,2022,143,1626
9502,ב מ וו,M3 COMPETITION,2022,143,1636
9503,ב מ וו,M3 COMPETITION,2022,143,1663
9504,ב מ וו,M3 COMPETITION,2022,143,1669
9505,ב מ וו,M3 COMPETITION,2022,143,1709
9506,ב מ וו,M3 COMPETITION,2022,143,1784
9507,ב מ וו,M3 COMPETITION,2022,143,1817
9508,ב מ וו,M3 COUPE,2011,143,2461
9509,ב מ וו,M3 COUPE,2012,143,2461
9510,ב מ וו,M3 XDRIVE,2022,143,1798
9511,ב מ וו,M340I XDRIVE,2020,143,1165
9512,ב מ וו,M340I XDRIVE,2021,143,1165
9513,ב מ וו,M340I XDRIVE,2021,143,1353
9514,ב מ וו,M340IX,2020,143,1196
9515,ב מ וו,M340IX,2021,143,1196
9516,ב מ וו,M4,2014,143,223
9517,ב מ וו,M4,2014,143,224
9518,ב מ וו,M4,2014,143,229
9519,ב מ וו,M4,2015,143,224
9520,ב מ וו,M4,2015,143,229
9521,ב מ וו,M4,2015,143,266
9522,ב מ וו,M4,2016,143,229
9523,ב מ וו,M4,2016,143,266
9524,ב מ וו,M4,2016,143,435
9525,ב מ וו,M4,2016,143,454
9526,ב מ וו,M4,2016,143,457
9527,ב מ וו,M4,2016,143,458
9528,ב מ וו,M4,2016,143,480
9529,ב מ וו,M4,2017,143,435
9530,ב מ וו,M4,2017,143,457
9531,ב מ וו,M4,2017,143,458
9532,ב מ וו,M4,2017,143,713
9533,ב מ וו,M4,2017,143,714
9534,ב מ וו,M4,2018,143,435
9535,ב מ וו,M4,2018,143,713
9536,ב מ וו,M4,2018,143,714
9537,ב מ וו,M4,2018,143,736
9538,ב מ וו,M4,2018,143,846
9539,ב מ וו,M4,2018,143,858
9540,ב מ וו,M4,2018,143,864
9541,ב מ וו,M4,2019,143,713
9542,ב מ וו,M4,2019,143,714
9543,ב מ וו,M4,2019,143,736
9544,ב מ וו,M4,2019,143,846
9545,ב מ וו,M4,2019,143,858
9546,ב מ וו,M4,2019,143,864
9547,ב מ וו,M4,2020,143,846
9548,ב מ וו,M4,2020,143,858
9549,ב מ וו,M4,2021,143,1532
9550,ב מ וו,M4,2021,143,1603
9551,ב מ וו,M4,2021,143,1605
9552,ב מ וו,M4,2021,143,1623
9553,ב מ וו,M4,2022,143,1532
9554,ב מ וו,M4,2022,143,1605
9555,ב מ וו,M4,2022,143,1623
9556,ב מ וו,M4,2022,143,1727
9557,ב מ וו,M4,2022,143,1765
9558,ב מ וו,M4,2022,143,1852
9559,ב מ וו,M4 COM M XDRIVE,2022,143,1799
9560,ב מ וו,M4 COMP XDRIVE,2021,143,1606
9561,ב מ וו,M4 COMP XDRIVE,2021,143,1608
9562,ב מ וו,M4 COMP XDRIVE,2022,143,1606
9563,ב מ וו,M4 COMP XDRIVE,2022,143,1608
9564,ב מ וו,M4 COMPETITION,2021,143,1415
9565,ב מ וו,M4 COMPETITION,2021,143,1449
9566,ב מ וו,M4 COMPETITION,2021,143,1450
9567,ב מ וו,M4 COMPETITION,2021,143,1473
9568,ב מ וו,M4 COMPETITION,2021,143,1474
9569,ב מ וו,M4 COMPETITION,2021,143,1477
9570,ב מ וו,M4 COMPETITION,2021,143,1484
9571,ב מ וו,M4 COMPETITION,2021,143,1492
9572,ב מ וו,M4 COMPETITION,2021,143,1504
9573,ב מ וו,M4 COMPETITION,2021,143,1518
9574,ב מ וו,M4 COMPETITION,2021,143,1533
9575,ב מ וו,M4 COMPETITION,2021,143,1536
9576,ב מ וו,M4 COMPETITION,2021,143,1542
9577,ב מ וו,M4 COMPETITION,2021,143,1543
9578,ב מ וו,M4 COMPETITION,2021,143,1573
9579,ב מ וו,M4 COMPETITION,2021,143,1582
9580,ב מ וו,M4 COMPETITION,2021,143,1593
9581,ב מ וו,M4 COMPETITION,2021,143,1617
9582,ב מ וו,M4 COMPETITION,2021,143,1622
9583,ב מ וו,M4 COMPETITION,2021,143,1628
9584,ב מ וו,M4 COMPETITION,2021,143,1632
9585,ב מ וו,M4 COMPETITION,2021,143,1637
9586,ב מ וו,M4 COMPETITION,2021,143,1642
9587,ב מ וו,M4 COMPETITION,2021,143,1656
9588,ב מ וו,M4 COMPETITION,2021,143,1670
9589,ב מ וו,M4 COMPETITION,2022,143,1484
9590,ב מ וו,M4 COMPETITION,2022,143,1492
9591,ב מ וו,M4 COMPETITION,2022,143,1518
9592,ב מ וו,M4 COMPETITION,2022,143,1533
9593,ב מ וו,M4 COMPETITION,2022,143,1542
9594,ב מ וו,M4 COMPETITION,2022,143,1543
9595,ב מ וו,M4 COMPETITION,2022,143,1573
9596,ב מ וו,M4 COMPETITION,2022,143,1582
9597,ב מ וו,M4 COMPETITION,2022,143,1593
9598,ב מ וו,M4 COMPETITION,2022,143,1617
9599,ב מ וו,M4 COMPETITION,2022,143,1622
9600,ב מ וו,M4 COMPETITION,2022,143,1628
9601,ב מ וו,M4 COMPETITION,2022,143,1632
9602,ב מ וו,M4 COMPETITION,2022,143,1637
9603,ב מ וו,M4 COMPETITION,2022,143,1642
9604,ב מ וו,M4 COMPETITION,2022,143,1656
9605,ב מ וו,M4 COMPETITION,2022,143,1664
9606,ב מ וו,M4 COMPETITION,2022,143,1670
9607,ב מ וו,M4 COMPETITION,2022,143,1672
9608,ב מ וו,M4 COMPETITION,2022,143,1710
9609,ב מ וו,M4 COMPETITION,2022,143,1733
9610,ב מ וו,M4 COMPETITION,2022,143,1744
9611,ב מ וו,M4 COMPETITION,2022,143,1745
9612,ב מ וו,M4 COMPETITION,2022,143,1746
9613,ב מ וו,M4 COMPETITION,2022,143,1754
9614,ב מ וו,M4 COMPETITION,2022,143,1755
9615,ב מ וו,M4 COMPETITION,2022,143,1762
9616,ב מ וו,M4 COMPETITION,2022,143,1814
9617,ב מ וו,M4 COMPETITION,2022,143,1832
9618,ב מ וו,M4 COMPETITION,2022,143,1836
9619,ב מ וו,M4 COMPETITION,2022,143,1847
9620,ב מ וו,M4 COMPETITION,2022,143,1848
9621,ב מ וו,M4 COMPETXDRIVE,2022,143,1837
9622,ב מ וו,M4 XDRIVE,2022,143,1775
9623,ב מ וו,M4 XDRIVE,2022,143,1776
9624,ב מ וו,M4 XDRIVE,2022,143,1794
9625,ב מ וו,M4 XDRIVE,2022,143,1805
9626,ב מ וו,M4 XDRIVE,2022,143,1812
9627,ב מ וו,M440 XI,2021,143,1413
9628,ב מ וו,M440I,2022,143,1819
9629,ב מ וו,M440I XDRIVE,2020,143,1309
9630,ב מ וו,M440I XDRIVE,2020,143,1323
9631,ב מ וו,M440I XDRIVE,2021,143,1309
9632,ב מ וו,M440I XDRIVE,2021,143,1323
9633,ב מ וו,M440I XDRIVE,2021,143,1367
9634,ב מ וו,M440I XDRIVE,2021,143,1368
9635,ב מ וו,M440I XDRIVE,2021,143,1386
9636,ב מ וו,M440I XDRIVE,2021,143,1403
9637,ב מ וו,M440I XDRIVE,2021,143,1439
9638,ב מ וו,M440I XDRIVE,2021,143,1490
9639,ב מ וו,M440I XDRIVE,2021,143,1535
9640,ב מ וו,M440I XDRIVE,2021,143,1558
9641,ב מ וו,M440I XDRIVE,2021,143,1633
9642,ב מ וו,M440I XDRIVE,2021,143,1650
9643,ב מ וו,M440I XDRIVE,2021,143,1655
9644,ב מ וו,M440I XDRIVE,2022,143,1367
9645,ב מ וו,M440I XDRIVE,2022,143,1439
9646,ב מ וו,M440I XDRIVE,2022,143,1633
9647,ב מ וו,M440I XDRIVE,2022,143,1650
9648,ב מ וו,M440I XDRIVE,2022,143,1655
9649,ב מ וו,M440I XDRIVE,2022,143,1704
9650,ב מ וו,M440I XDRIVE,2022,143,1719
9651,ב מ וו,M440I XDRIVE,2022,143,1737
9652,ב מ וו,M440I XDRIVE,2022,143,1783
9653,ב מ וו,M440I XDRIVE,2022,143,1824
9654,ב מ וו,M440I XDRIVE,2022,143,1835
9655,ב מ וו,M440I XDRIVE,2022,143,1840
