tozar,kinuy_mishari,shnat_yitzur,tozeret_cd,degem_cd
Toyota,COROLLA,2021,839,132
Toyota,COROLLA,2021,839,165
Toyota,COROLLA,2021,839,193
Toyota,COROLLA,2021,839,197
Toyota,COROLLA,2021,839,203
Toyota,COROLLA,2021,839,218
Toyota,COROLLA,2021,839,219
Toyota,COROLLA,2021,839,224
Toyota,COROLLA,2021,839,228
Toyota,COROLLA,2021,839,232
Toyota,COROLLA,2021,839,244
Toyota,COROLLA,2021,839,245
Toyota,COROLLA,2021,839,246
Toyota,COROLLA,2021,839,254
Toyota,COROLLA,2021,839,257
Toyota,COROLLA,2021,839,258
Toyota,COROLLA,2021,839,260
Toyota,COROLLA,2021,839,261
Toyota,COROLLA,2021,839,263
Toyota,COROLLA,2021,839,266
Toyota,COROLLA,2021,839,267
Toyota,COROLLA,2022,413,243
Toyota,COROLLA,2022,430,123
Toyota,COROLLA,2022,430,125
Toyota,COROLLA,2022,839,109
Toyota,COROLLA,2022,839,132
Toyota,COROLLA,2022,839,193
Toyota,COROLLA,2022,839,224
Toyota,COROLLA,2022,839,228
Toyota,COROLLA,2022,839,263
Toyota,COROLLA,2022,839,266
Toyota,COROLLA,2022,839,267
Toyota,COROLLA,2022,839,276
Toyota,COROLLA,2022,839,278
Toyota,COROLLA,2022,839,284
Toyota,COROLLA CROSS,2021,488,304
Toyota,COROLLA CROSS,2021,488,339
Toyota,COROLLA CROSS,2022,488,304
Toyota,COROLLA CROSS,2022,488,339
Toyota,COROLLA HB,2019,430,86
Toyota,COROLLA HB,2019,430,88
Toyota,COROLLA HB,2020,430,86
Toyota,COROLLA HB HSD,2019,430,104
Toyota,COROLLA HB HSD,2020,430,104
Toyota,COROLLA HB HSD,2020,430,116
Toyota,COROLLA HB HSD,2020,430,117
Toyota,COROLLA HB HSD,2021,430,104
Toyota,COROLLA HB HSD,2021,430,116
Toyota,COROLLA HB HSD,2021,430,117
Toyota,COROLLA HB HSD,2022,430,116
Toyota,COROLLA HB HSD,2022,430,117
Toyota,COROLLA HB HV,2019,430,99
Toyota,COROLLA HB HV,2019,430,100
Toyota,COROLLA HB HV,2019,430,102
Toyota,COROLLA HB HV,2019,430,108
Toyota,COROLLA HB HV,2020,430,99
Toyota,COROLLA HB HV,2020,430,100
Toyota,COROLLA HB HV,2020,430,102
Toyota,COROLLA HB HV,2020,430,108
Toyota,COROLLA HSD HB,2019,430,74
Toyota,COROLLA HSD HB,2019,430,75
Toyota,COROLLA HSD HB,2019,430,83
Toyota,COROLLA HSD HB,2019,430,84
Toyota,COROLLA HSD HB,2019,430,87
Toyota,COROLLA HSD HB,2019,430,89
Toyota,COROLLA HSD HB,2019,430,90
Toyota,COROLLA HSD HB,2019,430,93
Toyota,COROLLA HSD HB,2019,430,94
Toyota,COROLLA HSD HB,2019,430,95
Toyota,COROLLA HSD HB,2019,430,96
Toyota,COROLLA HSD HB,2019,430,97
Toyota,COROLLA HSD HB,2019,430,106
Toyota,COROLLA HSD HB,2020,430,74
Toyota,COROLLA HSD HB,2020,430,75
Toyota,COROLLA HSD HB,2020,430,83
Toyota,COROLLA HSD HB,2020,430,84
Toyota,COROLLA HSD HB,2020,430,96
Toyota,COROLLA HSD HB,2020,430,97
Toyota,COROLLA HSD HB,2020,430,106
Toyota,COROLLA HSD HB,2020,430,109
Toyota,COROLLA HSD HB,2020,430,113
Toyota,COROLLA HSD HB,2021,430,83
Toyota,COROLLA HSD HB,2021,430,106
Toyota,COROLLA HSD HB,2021,430,109
Toyota,COROLLA HSD HB,2022,430,124
Toyota,COROLLA HSD SDN,2019,839,90
Toyota,COROLLA HSD SDN,2019,839,92
Toyota,COROLLA HSD SDN,2019,839,93
Toyota,COROLLA HSD SDN,2019,839,94
Toyota,COROLLA HSD SDN,2019,839,95
Toyota,COROLLA HSD SDN,2019,839,96
Toyota,COROLLA HSD SDN,2019,839,103
Toyota,COROLLA HSD SDN,2019,839,104
Toyota,COROLLA HSD SDN,2019,839,113
Toyota,COROLLA HSD SDN,2019,839,115
Toyota,COROLLA HSD SDN,2019,839,135
Toyota,COROLLA HSD SDN,2019,839,136
Toyota,COROLLA HSD SDN,2019,839,137
Toyota,COROLLA HSD SDN,2019,839,140
Toyota,COROLLA HSD SDN,2019,839,150
Toyota,COROLLA HSD SDN,2019,839,153
Toyota,COROLLA HSD SDN,2019,839,189
Toyota,COROLLA HSD SDN,2019,839,190
Toyota,COROLLA HSD SDN,2019,839,281
Toyota,COROLLA HSD SDN,2019,839,282
Toyota,COROLLA HSD SDN,2020,839,90
Toyota,COROLLA HSD SDN,2020,839,93
Toyota,COROLLA HSD SDN,2020,839,94
Toyota,COROLLA HSD SDN,2020,839,95
Toyota,COROLLA HSD SDN,2020,839,96
Toyota,COROLLA HSD SDN,2020,839,103
Toyota,COROLLA HSD SDN,2020,839,104
Toyota,COROLLA HSD SDN,2020,839,113
Toyota,COROLLA HSD SDN,2020,839,135
Toyota,COROLLA HSD SDN,2020,839,137
Toyota,COROLLA HSD SDN,2020,839,140
Toyota,COROLLA HSD SDN,2020,839,150
Toyota,COROLLA HSD SDN,2020,839,189
Toyota,COROLLA HSD SDN,2020,839,190
Toyota,COROLLA HSD SDN,2020,839,236
Toyota,COROLLA HSD SDN,2020,839,237
Toyota,COROLLA HSD SDN,2020,839,281
Toyota,COROLLA HSD SDN,2020,839,282
Toyota,COROLLA HSD SDN,2021,839,90
Toyota,COROLLA HSD SDN,2021,839,93
Toyota,COROLLA HSD SDN,2021,839,95
Toyota,COROLLA HSD SDN,2021,839,96
Toyota,COROLLA HSD SDN,2021,839,103
Toyota,COROLLA HSD SDN,2021,839,104
Toyota,COROLLA HSD SDN,2021,839,135
Toyota,COROLLA HSD SDN,2021,839,140
Toyota,COROLLA HSD SDN,2021,839,189
Toyota,COROLLA HSD SDN,2021,839,190
Toyota,COROLLA HSD SDN,2021,839,236
Toyota,COROLLA HSD SDN,2021,839,237
Toyota,COROLLA HSD SDN,2021,839,262
Toyota,COROLLA HSD SDN,2021,839,281
Toyota,COROLLA HSD SDN,2021,839,282
Toyota,COROLLA HSD SDN,2022,839,95
Toyota,COROLLA HSD SDN,2022,839,96
Toyota,COROLLA HSD SDN,2022,839,103
Toyota,COROLLA HSD SDN,2022,839,140
Toyota,COROLLA HSD SDN,2022,839,190
Toyota,COROLLA HSD SDN,2022,839,236
Toyota,COROLLA HSD SDN,2022,839,237
Toyota,COROLLA HSD SDN,2022,839,262
Toyota,COROLLA HSD SDN,2022,839,273
Toyota,COROLLA HSD SDN,2022,839,274
Toyota,COROLLA HSD SDN,2022,839,281
Toyota,COROLLA HSD SDN,2022,839,282
Toyota,COROLLA HSD SDN,2022,839,283
Toyota,COROLLA HYBRID,2019,430,105
Toyota,COROLLA HYBRID,2019,839,123
Toyota,COROLLA HYBRID,2019,839,124
Toyota,COROLLA HYBRID,2019,839,125
Toyota,COROLLA HYBRID,2019,839,128
Toyota,COROLLA HYBRID,2019,839,144
Toyota,COROLLA HYBRID,2019,839,145
Toyota,COROLLA HYBRID,2019,839,183
Toyota,COROLLA HYBRID,2020,430,105
Toyota,COROLLA HYBRID,2020,839,144
Toyota,COROLLA HYBRID,2020,839,145
Toyota,COROLLA HYBRID,2020,839,183
Toyota,COROLLA HYBRID,2020,839,194
Toyota,COROLLA HYBRID,2020,839,195
Toyota,COROLLA HYBRID,2020,839,256
Toyota,COROLLA HYBRID,2021,839,144
Toyota,COROLLA HYBRID,2021,839,195
Toyota,COROLLA HYBRID,2021,839,256
Toyota,COROLLA HYBRID,2021,839,268
Toyota,COROLLA HYBRID,2021,839,269
Toyota,COROLLA HYBRID,2022,839,268
Toyota,COROLLA HYBRID,2022,839,269
Toyota,COROLLA HYBRYD,2019,839,139
Toyota,COROLLA HYBRYD,2020,839,139
Toyota,COROLLA RUNX,2004,430,10
Toyota,COROLLA RUNX,2004,430,11
Toyota,COROLLA RUNX,2004,430,21
Toyota,COROLLA RUNX,2004,430,31
Toyota,COROLLA RUNX,2005,430,71
Toyota,COROLLA RUNX,2005,430,80
Toyota,COROLLA RUNX,2005,430,81
Toyota,COROLLA RUNX,2005,430,91
Toyota,COROLLA RUNX,2005,430,101
Toyota,COROLLA RUNX,2006,430,71
Toyota,COROLLA RUNX,2006,430,81
Toyota,COROLLA RUNX,2006,430,91
Toyota,COROLLA RUNX,2007,430,71
Toyota,COROLLA RUNX,2007,430,72
Toyota,COROLLA RUNX,2007,430,81
Toyota,COROLLA RUNX,2007,430,82
Toyota,COROLLA RUNX,2007,430,91
Toyota,COROLLA RUNX,2007,430,92
Toyota,COROLLA SDN,2019,839,89
Toyota,COROLLA SDN,2020,839,89
Toyota,COROLLA SDN,2020,839,192
Toyota,COROLLA SDN,2020,839,196
Toyota,COROLLA SDN,2020,839,204
Toyota,COROLLA SDN,2021,839,89
Toyota,COROLLA SDN,2021,839,196
Toyota,COROLLA SDN,2021,839,204
Toyota,COROLLA SDN HSD,2019,839,114
Toyota,COROLLA SDN HSD,2020,839,114
Toyota,COROLLA SDN HSD,2020,839,238
Toyota,COROLLA SDN HSD,2021,839,114
Toyota,COROLLA SDN HSD,2021,839,238
Toyota,COROLLA SDN HSD,2022,839,238
Toyota,COROLLA SDN HSD,2022,839,277
Toyota,COROLLA SDN HV,2019,839,172
Toyota,COROLLA SDN HV,2019,839,173
Toyota,COROLLA SDN HV,2020,839,172
Toyota,COROLLA SDN HV,2020,839,173
Toyota,COROLLA SDN HV,2020,839,216
Toyota,COROLLA SDN HV,2021,839,172
Toyota,COROLLA SDN HV,2021,839,216
Toyota,COROLLA SDN HV,2022,839,172
Toyota,COROLLA SEDAN,2020,839,239
Toyota,COROLLA SEDAN,2021,839,239
Toyota,COROLLA SEDAN,2021,839,253
Toyota,COROLLA SEDAN,2022,839,239
Toyota,COROLLA SEDAN,2022,839,253
Toyota,COROLLA SEDAN H,2019,839,143
Toyota,COROLLA SEDAN H,2019,839,146
Toyota,COROLLA SEDAN H,2020,839,146
Toyota,COROLLA TS HSD,2019,430,76
Toyota,COROLLA TS HSD,2019,430,77
Toyota,COROLLA TS HSD,2019,430,78
Toyota,COROLLA TS HSD,2019,430,79
Toyota,COROLLA TS HSD,2019,430,85
Toyota,COROLLA TS HSD,2019,430,107
Toyota,COROLLA TS HSD,2020,430,77
Toyota,COROLLA TS HSD,2020,430,78
Toyota,COROLLA TS HSD,2020,430,79
Toyota,COROLLA TS HSD,2020,430,107
Toyota,COROLLA TS HSD,2020,430,110
Toyota,COROLLA TS HSD,2020,430,118
Toyota,COROLLA TS HSD,2020,430,119
Toyota,COROLLA TS HSD,2021,430,78
Toyota,COROLLA TS HSD,2021,430,79
Toyota,COROLLA TS HSD,2021,430,110
Toyota,COROLLA TS HSD,2021,430,118
Toyota,COROLLA TS HSD,2021,430,119
Toyota,COROLLA TS HSD,2022,430,118
Toyota,COROLLA TS HSD,2022,430,119
Toyota,COROLLA TS HV,2019,430,103
Toyota,COROLLA TS HV,2019,430,122
Toyota,COROLLA TS HV,2020,430,103
Toyota,COROLLA TS HV,2020,430,114
Toyota,COROLLA TS HV,2020,430,115
Toyota,COROLLA TS HV,2020,430,122
Toyota,COROLLA TS HV,2021,430,103
Toyota,COROLLA TS HV,2021,430,115
Toyota,COROLLA TS HV,2021,430,120
Toyota,COROLLA TS HV,2021,430,122
Toyota,COROLLA TS HV,2022,430,115
Toyota,COROLLA TS HV,2022,430,120
Toyota,COROLLA TS HV,2022,430,122
Toyota,COROLLA VERSO,2006,839,51
Toyota,COROLLA VERSO,2006,839,61
Toyota,COROLLA VERSO,2007,839,51
Toyota,COROLLA VERSO,2007,839,61
Toyota,CRUISER,2016,413,67
Toyota,CRUISER,2017,413,67
Toyota,D/F HILUX VIGO,2006,863,15
Toyota,D/F HILUX VIGO,2007,863,15
Toyota,D/F HILUX VIGO,2007,863,19
Toyota,FJ CRUISER,2015,413,53
Toyota,GR SUPRA,2020,1286,1
Toyota,GR SUPRA,2021,1286,3
Toyota,GR SUPRA,2021,1286,4
Toyota,GR SUPRA,2021,1286,5
Toyota,GR SUPRA,2021,1286,6
Toyota,GR SUPRA,2021,1286,11
Toyota,GR SUPRA,2021,1286,12
Toyota,GR SUPRA,2022,1286,4
Toyota,GR SUPRA,2022,1286,6
Toyota,GR SUPRA,2022,1286,12
Toyota,GR SUPRA,2022,1286,13
Toyota,GRN310L,2020,488,130
Toyota,HIACE,2004,413,1700
Toyota,HIACE,2004,413,1800
Toyota,HIACE,2004,413,1900
Toyota,HIACE,2004,413,2300
Toyota,HIACE,2005,413,1800
Toyota,HIACE,2005,413,2300
Toyota,HIACE,2006,413,1800
Toyota,HIACE,2006,413,2300
Toyota,HIACE,2007,413,44
Toyota,HIACE,2007,413,45
Toyota,HIACE,2007,413,1800
Toyota,HIACE,2007,413,1801
Toyota,HIACE,2007,413,2300
Toyota,HIACE,2007,413,2301
Toyota,HIACE,2008,413,44
Toyota,HIACE,2008,413,45
Toyota,HIACE,2008,413,107
Toyota,HIACE,2008,413,108
Toyota,HIACE,2008,413,30
Toyota,HIACE,2008,413,40
Toyota,HIACE,2009,413,44
Toyota,HIACE,2009,413,45
Toyota,HIACE,2009,413,107
Toyota,HIACE,2009,413,108
Toyota,HIACE,2009,413,30
Toyota,HIACE,2009,413,40
Toyota,HIACE,2010,413,44
Toyota,HIACE,2010,413,45
Toyota,HIACE,2010,413,107
Toyota,HIACE,2010,413,108
Toyota,HIACE,2010,413,30
Toyota,HIACE,2010,413,40
Toyota,HIACE,2011,413,44
Toyota,HIACE,2011,413,45
Toyota,HIACE,2011,413,107
Toyota,HIACE,2011,413,108
Toyota,HIACE,2011,413,30
Toyota,HIACE,2011,413,40
Toyota,HIGHLANDER,2014,488,6
Toyota,HIGHLANDER,2014,488,7
Toyota,HIGHLANDER,2015,488,6
Toyota,HIGHLANDER,2015,488,7
Toyota,HIGHLANDER,2015,488,13
Toyota,HIGHLANDER,2015,488,15
Toyota,HIGHLANDER,2016,488,6
Toyota,HIGHLANDER,2016,488,7
Toyota,HIGHLANDER,2016,488,13
Toyota,HIGHLANDER,2016,488,15
Toyota,HIGHLANDER,2017,488,27
Toyota,HIGHLANDER,2017,488,41
Toyota,HIGHLANDER,2017,488,51
Toyota,HIGHLANDER,2018,488,27
Toyota,HIGHLANDER,2018,488,41
Toyota,HIGHLANDER,2019,488,27
Toyota,HIGHLANDER,2020,488,115
Toyota,HIGHLANDER,2020,488,117
Toyota,HIGHLANDER,2020,488,118
Toyota,HIGHLANDER,2020,488,119
Toyota,HIGHLANDER,2020,488,122
Toyota,HIGHLANDER,2020,488,127
Toyota,HIGHLANDER,2020,488,128
Toyota,HIGHLANDER,2020,488,132
Toyota,HIGHLANDER,2020,488,162
Toyota,HIGHLANDER,2021,488,15
Toyota,HIGHLANDER,2021,488,45
Toyota,HIGHLANDER,2021,488,119
Toyota,HIGHLANDER,2021,488,162
Toyota,HIGHLANDER,2021,488,169
Toyota,HIGHLANDER,2021,488,171
Toyota,HIGHLANDER,2021,488,173
Toyota,HIGHLANDER,2021,488,183
Toyota,HIGHLANDER,2021,488,184
Toyota,HIGHLANDER,2021,488,185
Toyota,HIGHLANDER,2021,488,188
Toyota,HIGHLANDER,2021,488,192
Toyota,HIGHLANDER,2021,488,194
Toyota,HIGHLANDER,2021,488,218
Toyota,HIGHLANDER,2021,488,251
Toyota,HIGHLANDER,2021,488,253
Toyota,HIGHLANDER,2021,488,255
Toyota,HIGHLANDER,2021,488,279
Toyota,HIGHLANDER,2021,488,283
Toyota,HIGHLANDER,2021,488,284
Toyota,HIGHLANDER,2021,488,300
Toyota,HIGHLANDER,2021,488,302
Toyota,HIGHLANDER,2022,488,12
Toyota,HIGHLANDER,2022,488,13
Toyota,HIGHLANDER,2022,488,15
Toyota,HIGHLANDER,2022,488,184
Toyota,HIGHLANDER,2022,488,185
Toyota,HIGHLANDER,2022,488,251
Toyota,HIGHLANDER,2022,488,279
Toyota,HIGHLANDER,2022,488,283
Toyota,HIGHLANDER,2022,488,300
Toyota,HIGHLANDER,2022,488,332
Toyota,HIGHLANDER,2022,488,340
Toyota,HIGHLANDER,2022,488,346
Toyota,HIGHLANDER HV,2017,488,25
Toyota,HIGHLANDER HV,2017,488,26
Toyota,HIGHLANDER HV,2017,488,61
Toyota,HIGHLANDER HV,2018,488,25
Toyota,HIGHLANDER HV,2018,488,26
Toyota,HIGHLANDER HV,2018,488,61
Toyota,HIGHLANDER HV,2019,488,25
Toyota,HIGHLANDER HV,2019,488,26
Toyota,HIGHLANDER HV,2020,488,10
Toyota,HIGHLANDER HV,2020,488,25
Toyota,HIGHLANDER HV,2020,488,124
Toyota,HIGHLANDER HV,2020,488,136
Toyota,HIGHLANDER HV,2020,488,155
Toyota,HIGHLANDER HV,2021,488,124
Toyota,HIGHLANDER HV,2021,488,136
Toyota,HIGHLANDER HV,2021,488,155
Toyota,HIGHLANDER HY,2021,488,220
Toyota,HIGHLANDER HYBI,2020,488,152
Toyota,HIGHLANDER HYBI,2021,488,152
Toyota,HIGHLANDER HYBI,2022,488,152
Toyota,HIGHLANDER HYBR,2018,488,52
Toyota,HIGHLANDER HYBR,2018,488,55
Toyota,HIGHLANDER HYBR,2018,488,62
Toyota,HIGHLANDER HYBR,2019,488,52
Toyota,HIGHLANDER HYBR,2019,488,55
Toyota,HIGHLANDER HYBR,2019,488,62
Toyota,HIGHLANDER HYBR,2019,488,68
Toyota,HIGHLANDER HYBR,2019,488,73
Toyota,HIGHLANDER HYBR,2019,488,92
Toyota,HIGHLANDER HYBR,2020,488,73
Toyota,HIGHLANDER HYBR,2020,488,138
Toyota,HIGHLANDER HYBR,2020,488,145
Toyota,HIGHLANDER HYBR,2020,488,153
Toyota,HIGHLANDER HYBR,2020,488,154
Toyota,HIGHLANDER HYBR,2020,488,165
Toyota,HIGHLANDER HYBR,2021,488,138
Toyota,HIGHLANDER HYBR,2021,488,145
Toyota,HIGHLANDER HYBR,2021,488,153
Toyota,HIGHLANDER HYBR,2021,488,154
Toyota,HIGHLANDER HYBR,2021,488,165
Toyota,HIGHLANDER HYBR,2021,488,190
Toyota,HIGHLANDER HYBR,2021,488,207
Toyota,HIGHLANDER HYBR,2021,488,241
Toyota,HIGHLANDER HYBR,2021,488,242
Toyota,HIGHLANDER HYBR,2021,488,243
Toyota,HIGHLANDER HYBR,2021,488,244
Toyota,HIGHLANDER HYBR,2021,488,257
Toyota,HIGHLANDER HYBR,2021,488,301
Toyota,HIGHLANDER HYBR,2022,488,138
Toyota,HIGHLANDER HYBR,2022,488,153
Toyota,HIGHLANDER HYBR,2022,488,207
Toyota,HIGHLANDER HYBR,2022,488,243
Toyota,HIGHLANDER HYBR,2022,488,244
Toyota,HIGHLANDER HYBR,2022,488,301
Toyota,HIGHLANDER HYBR,2022,488,315
Toyota,HIGHLANDER HYBR,2022,488,325
Toyota,HIGHLANDER HYBR,2022,488,343
Toyota,HILUX,2004,413,50
Toyota,HILUX,2004,413,500
Toyota,HILUX,2004,413,600
Toyota,HILUX,2004,413,700
Toyota,HILUX,2004,413,800
Toyota,HILUX,2004,413,900
Toyota,HILUX,2005,413,50
Toyota,HILUX,2005,413,500
Toyota,HILUX,2005,413,600
Toyota,HILUX,2005,413,700
Toyota,HILUX,2005,413,800
Toyota,HILUX,2005,413,900
Toyota,HILUX,2006,413,18
Toyota,HILUX,2006,413,50
Toyota,HILUX,2006,413,500
Toyota,HILUX,2006,413,600
Toyota,HILUX,2006,413,700
Toyota,HILUX,2006,413,800
Toyota,HILUX,2006,413,900
Toyota,HILUX,2007,187,11
Toyota,HILUX,2007,863,21
Toyota,HILUX,2009,187,16
Toyota,HILUX,2009,187,17
Toyota,HILUX,2009,187,20
Toyota,HILUX,2009,187,21
Toyota,HILUX,2009,187,22
Toyota,HILUX,2010,187,16
Toyota,HILUX,2010,187,22
Toyota,HILUX,2010,187,25
Toyota,HILUX,2010,187,26
Toyota,HILUX,2011,187,22
Toyota,HILUX,2011,187,25
Toyota,HILUX,2011,187,26
Toyota,HILUX,2011,187,27
Toyota,HILUX,2011,187,28
Toyota,HILUX,2012,187,27
Toyota,HILUX,2012,187,28
Toyota,HILUX,2013,187,27
Toyota,HILUX,2013,187,28
Toyota,HILUX,2014,187,1
Toyota,HILUX,2014,187,2
Toyota,HILUX,2014,187,27
Toyota,HILUX,2014,187,28
Toyota,HILUX,2014,187,40
Toyota,HILUX,2015,187,1
Toyota,HILUX,2015,187,2
Toyota,HILUX,2015,187,3
Toyota,HILUX,2015,187,4
Toyota,HILUX,2015,187,5
Toyota,HILUX,2015,187,6
Toyota,HILUX,2015,187,40
Toyota,HILUX,2016,187,5
Toyota,HILUX,2016,187,6
Toyota,HILUX,2016,187,7
Toyota,HILUX,2016,187,8
Toyota,HILUX,2016,187,9
Toyota,HILUX,2016,187,23
Toyota,HILUX,2016,187,24
Toyota,HILUX,2016,187,29
Toyota,HILUX,2016,187,30
Toyota,HILUX,2016,187,36
Toyota,HILUX,2016,187,37
Toyota,HILUX,2017,187,6
Toyota,HILUX,2017,187,8
Toyota,HILUX,2017,187,9
Toyota,HILUX,2017,187,23
Toyota,HILUX,2017,187,24
Toyota,HILUX,2017,187,29
Toyota,HILUX,2017,187,30
Toyota,HILUX,2017,187,31
Toyota,HILUX,2017,187,32
Toyota,HILUX,2017,187,33
Toyota,HILUX,2017,187,34
Toyota,HILUX,2017,187,35
Toyota,HILUX,2017,187,36
Toyota,HILUX,2017,187,37
Toyota,HILUX,2017,187,38
Toyota,HILUX,2018,187,23
Toyota,HILUX,2018,187,29
Toyota,HILUX,2018,187,31
Toyota,HILUX,2018,187,33
Toyota,HILUX,2018,187,34
Toyota,HILUX,2018,187,35
Toyota,HILUX,2018,187,36
Toyota,HILUX,2018,187,37
Toyota,HILUX,2018,187,38
Toyota,HILUX,2018,187,39
Toyota,HILUX,2018,187,41
Toyota,HILUX,2018,187,42
Toyota,HILUX,2018,187,43
Toyota,HILUX,2018,187,44
Toyota,HILUX,2019,187,34
Toyota,HILUX,2019,187,37
Toyota,HILUX,2019,187,39
Toyota,HILUX,2019,187,41
Toyota,HILUX,2019,187,42
Toyota,HILUX,2019,187,43
Toyota,HILUX,2019,187,44
Toyota,HILUX,2019,187,45
Toyota,HILUX,2019,187,46
Toyota,HILUX,2019,187,47
Toyota,HILUX,2019,187,48
Toyota,HILUX,2019,187,49
Toyota,HILUX,2019,187,50
Toyota,HILUX,2020,187,34
Toyota,HILUX,2020,187,42
Toyota,HILUX,2020,187,44
Toyota,HILUX,2020,187,45
Toyota,HILUX,2020,187,46
Toyota,HILUX,2020,187,47
Toyota,HILUX,2020,187,48
Toyota,HILUX,2020,187,49
Toyota,HILUX,2020,187,50
Toyota,HILUX,2020,187,51
Toyota,HILUX,2020,187,52
Toyota,HILUX,2020,187,53
Toyota,HILUX,2020,187,54
Toyota,HILUX,2020,187,55
Toyota,HILUX,2020,187,56
Toyota,HILUX,2020,187,57
Toyota,HILUX,2021,187,48
Toyota,HILUX,2021,187,50
Toyota,HILUX,2021,187,52
Toyota,HILUX,2021,187,53
Toyota,HILUX,2021,187,54
Toyota,HILUX,2021,187,55
Toyota,HILUX,2021,187,56
Toyota,HILUX,2021,187,57
Toyota,HILUX,2021,187,58
Toyota,HILUX,2021,187,59
Toyota,HILUX,2021,187,60
Toyota,HILUX,2021,187,61
Toyota,HILUX,2021,187,62
Toyota,HILUX,2021,187,63
Toyota,HILUX,2021,187,64
Toyota,HILUX,2022,187,55
Toyota,HILUX,2022,187,58
Toyota,HILUX,2022,187,59
Toyota,HILUX,2022,187,60
Toyota,HILUX,2022,187,61
Toyota,HILUX,2022,187,62
Toyota,HILUX,2022,187,63
Toyota,HILUX,2022,187,64
Toyota,HILUX VIGO,2006,863,10
Toyota,HILUX VIGO,2006,863,11
Toyota,HILUX VIGO,2006,863,12
Toyota,HILUX VIGO,2006,863,13
Toyota,HILUX VIGO,2006,863,14
Toyota,HILUX VIGO,2007,187,10
Toyota,HILUX VIGO,2007,187,13
Toyota,HILUX VIGO,2007,187,14
Toyota,HILUX VIGO,2007,187,15
Toyota,HILUX VIGO,2007,863,10
Toyota,HILUX VIGO,2007,863,12
Toyota,HILUX VIGO,2007,863,13
Toyota,HILUX VIGO,2007,863,16
Toyota,HILUX VIGO,2007,863,17
Toyota,HILUX VIGO,2007,863,18
Toyota,HILUX VIGO,2007,863,20
Toyota,HILUX VIGO,2008,187,10
Toyota,HILUX VIGO,2008,187,13
Toyota,HILUX VIGO,2008,187,14
Toyota,HILUX VIGO,2008,187,15
Toyota,HILUX VIGO,2009,187,10
Toyota,HILUX VIGO,2009,187,13
Toyota,HILUX VIGO,2009,187,14
Toyota,HILUX VIGO,2009,187,15
Toyota,HILUX VIGO,2009,187,18
Toyota,HILUX VIGO,2010,187,18
Toyota,HILUX VIGO S,2007,187,12
Toyota,HILUX VIGO S,2008,187,12
Toyota,HILUX VIGO S,2009,187,12
Toyota,HILUX VIGO S,2009,187,19
Toyota,HYBRID CAMRY,2020,488,146
Toyota,HYBRID CAMRY,2021,488,146
Toyota,IQ,2012,413,3
Toyota,LAND CRISER,2004,413,850
Toyota,LAND CRISER,2005,413,850
Toyota,LAND CRIUSER,2018,413,124
Toyota,LAND CRIUSER,2019,413,124
Toyota,LAND CRUISER,2004,413,60
Toyota,LAND CRUISER,2004,413,750
Toyota,LAND CRUISER,2004,413,950
Toyota,LAND CRUISER,2004,413,1600
Toyota,LAND CRUISER,2004,413,8613
Toyota,LAND CRUISER,2005,413,10
Toyota,LAND CRUISER,2005,413,11
Toyota,LAND CRUISER,2005,413,12
Toyota,LAND CRUISER,2005,413,15
Toyota,LAND CRUISER,2005,413,17
Toyota,LAND CRUISER,2005,413,60
Toyota,LAND CRUISER,2005,413,140
Toyota,LAND CRUISER,2005,413,250
Toyota,LAND CRUISER,2005,413,750
Toyota,LAND CRUISER,2005,413,950
Toyota,LAND CRUISER,2005,413,1600
Toyota,LAND CRUISER,2005,413,2100
Toyota,LAND CRUISER,2005,413,8613
Toyota,LAND CRUISER,2005,413,1251
Toyota,LAND CRUISER,2005,413,1271
Toyota,LAND CRUISER,2006,413,11
Toyota,LAND CRUISER,2006,413,12
Toyota,LAND CRUISER,2006,413,13
Toyota,LAND CRUISER,2006,413,14
Toyota,LAND CRUISER,2006,413,15
Toyota,LAND CRUISER,2006,413,16
Toyota,LAND CRUISER,2006,413,17
Toyota,LAND CRUISER,2006,413,2100
Toyota,LAND CRUISER,2006,413,1251
Toyota,LAND CRUISER,2006,413,1271
Toyota,LAND CRUISER,2007,413,11
Toyota,LAND CRUISER,2007,413,12
Toyota,LAND CRUISER,2007,413,13
Toyota,LAND CRUISER,2007,413,14
Toyota,LAND CRUISER,2007,413,15
Toyota,LAND CRUISER,2007,413,16
Toyota,LAND CRUISER,2007,413,17
Toyota,LAND CRUISER,2007,413,20
Toyota,LAND CRUISER,2007,413,21
Toyota,LAND CRUISER,2007,413,22
Toyota,LAND CRUISER,2007,413,23
Toyota,LAND CRUISER,2007,413,24
Toyota,LAND CRUISER,2007,413,25
Toyota,LAND CRUISER,2007,413,26
Toyota,LAND CRUISER,2007,413,27
Toyota,LAND CRUISER,2007,413,28
Toyota,LAND CRUISER,2007,413,29
Toyota,LAND CRUISER,2007,413,30
Toyota,LAND CRUISER,2007,413,31
Toyota,LAND CRUISER,2007,413,32
Toyota,LAND CRUISER,2007,413,33
Toyota,LAND CRUISER,2007,413,34
Toyota,LAND CRUISER,2007,413,35
Toyota,LAND CRUISER,2007,413,46
Toyota,LAND CRUISER,2007,413,47
Toyota,LAND CRUISER,2007,413,48
Toyota,LAND CRUISER,2007,413,49
Toyota,LAND CRUISER,2007,413,51
Toyota,LAND CRUISER,2007,413,52
