,Make,Model,Year,Rating,Adult_Occupant,Child_Occupant,Vulnerable_Road_Users,Safety_Assist ,Video_Url
255,Renault,TALISMAN,2015,5,86%,84%,68%,76%,https://www.youtube.com/embed/f-KjiaKoTMM
256,Renault,MEGANE,2015,5,88%,87%,71%,71%,https://www.youtube.com/embed/bKf7XOBP6y4
257,Opel,ASTRA,2015,5,86%,84%,83%,75%,https://www.youtube.com/embed/p_lh1kJSPx4
258,Nissan,NAVARA,2015,4,79%,78%,78%,68%,https://www.youtube.com/embed/zzhmwtUO-zk
259,BMW,CLUBMAN,2015,4,90%,68%,68%,67%,https://www.youtube.com/embed/Uaavu8TG2s4
260,Mercedes,GLC,2015,5,95%,89%,82%,71%,https://www.youtube.com/embed/fIds6G7m-iw
261,Lexus,RX,2015,5,91%,82%,79%,77%,https://www.youtube.com/embed/hLyCPC472II
262,Lancia,YPSILON,2015,2,44%,79%,64%,38%,https://www.youtube.com/embed/CKz7KU3A-3Q
263,Kia,SPORTAGE,2015,5,90%,83%,66%,71%,https://www.youtube.com/embed/dinp6dhJa5I
264,Kia,OPTIMA,2015,5,89%,86%,67%,71%,https://www.youtube.com/embed/YDIqEmeiKJo
265,Jaguar,XF,2015,5,92%,84%,80%,83%,https://www.youtube.com/embed/9Yk-UJpG7lQ
266,Jaguar,XE,2015,5,92%,82%,81%,82%,https://www.youtube.com/embed/C-Yj16qQR7Y
267,Nissan,Q30?,2015,5,84%,86%,91%,81%,https://www.youtube.com/embed/nGs-Vbf1Vhc
268,BMW,Z4,2015,3,69%,61%,91%,46%,https://www.youtube.com/embed/t3z4lzsLe0c
269,BMW,X1,2015,5,90%,87%,74%,77%,https://www.youtube.com/embed/lQZkcHi_FyU
270,BMW,X2,2015,5,90%,87%,74%,77%,https://www.youtube.com/embed/lQZkcHi_FyU
271,Toyota,PROACE,2015,5,87%,91%,64%,78%,https://www.youtube.com/embed/6lfV8O3Qsg4
272,Peugeot,TRAVELLER?,2015,5,87%,91%,64%,78%,https://www.youtube.com/embed/6lfV8O3Qsg4
273,Citroen,SPACETOURER,2015,5,87%,91%,64%,78%,https://www.youtube.com/embed/6lfV8O3Qsg4
274,Audi,A4,2015,5,89%,87%,75%,75%,https://www.youtube.com/embed/e8wxUZjS-Kk
275,Audi,A5,2015,5,89%,87%,75%,75%,https://www.youtube.com/embed/e8wxUZjS-Kk
276,Alfa-Romeo,GIULIA,2016,5,98%,81%,69%,60%,https://www.youtube.com/embed/7YkddjbcQew
277,Mercedes,E_CLASS,2016,5,95%,90%,77%,62%,https://www.youtube.com/embed/oEcplOsn0KU
278,Mercedes,CLS-CLASS?,2016,5,95%,90%,77%,62%,https://www.youtube.com/embed/oEcplOsn0KU
279,Toyota,C-HR,2017,5,95%,77%,76%,78%,https://www.youtube.com/embed/ICiXkXA-Mw8
280,Land-Rover,DISCOVERY,2017,5,90%,80%,75%,73%,https://www.youtube.com/embed/SByJ1pJB3GA
281,Ford,KA+?,2017,3,73%,61%,57%,29%,https://www.youtube.com/embed/HExp6oVWXn4
282,BMW,5 SERIES,2017,5,91%,85%,81%,59%,https://www.youtube.com/embed/f5HXYUKzFY0
283,Opel,INSIGNIA,2017,5,93%,85%,78%,69%,https://www.youtube.com/embed/uWghFMcGjvo
284,Alfa-Romeo,STELVIO,2017,5,97%,84%,71%,60%,https://www.youtube.com/embed/fj0IQfMPhew
285,Opel,GRANDLAND X,2017,5,84%,87%,63%,60%,https://www.youtube.com/embed/izMUasiB7hA
286,Opel,AMPERA-E,2017,4,82%,73%,75%,72%,https://www.youtube.com/embed/ulbeSJSDQhs
287,Mercedes,C-CLASS CABRIOLET,2017,5,89%,79%,66%,53%,https://www.youtube.com/embed/oUM2YwJQvUs
288,Mazda,CX-5,2017,5,95%,80%,78%,59%,https://www.youtube.com/embed/yqg8c7ao7uE
289,Land-Rover,RANGE-ROVER-VELAR?,2017,5,93%,85%,74%,72%,https://www.youtube.com/embed/Vz1x-GFI4ng
290,Volkswagen,T-ROC,2017,5,96%,87%,79%,71%,https://www.youtube.com/embed/amhH_XWPVJw
291,Opel,CROSSLAND X,2017,5,85%,84%,62%,57%,https://www.youtube.com/embed/qCfDT3Qtrzk
292,Mitsubishi,ECLIPSE CROSS,2017,5,97%,78%,80%,71%,https://www.youtube.com/embed/V7n_0BAH4Qs
293,Citroen,C3 AIRCROSS,2017,5,85%,82%,64%,60%,https://www.youtube.com/embed/8317m7gPlGs
294,Mercedes,X-CLASS,2017,5,90%,87%,80%,77%,https://www.youtube.com/embed/akbJNwPSKY4
295,Jaguar,E-PACE,2017,5,86%,87%,77%,72%,https://www.youtube.com/embed/v0kelR06LPU
296,DS,7-CROSSBACK?,2017,5,91%,87%,73%,76%,https://www.youtube.com/embed/ZIewvVZ4Ma0
297,Citroen,E-MEHARI,2017,3,74%,78%,48%,25%,https://www.youtube.com/embed/MPDkCqokAHY
298,BMW,X3,2017,5,93%,84%,70%,58%,https://www.youtube.com/embed/2CF5x0Ix51c
299,BMW,X4,2017,5,93%,84%,70%,58%,https://www.youtube.com/embed/2CF5x0Ix51c
300,Opel,KARL,2017,3,61%,60%,58%,25%,https://www.youtube.com/embed/Z0es0scUPME
301,Jaguar,F-PACE,2017,5,93%,85%,80%,72%,https://www.youtube.com/embed/SD15DP3RLW4
302,Ford,C-MAX,2017,3,76%,60%,59%,29%,https://www.youtube.com/embed/1wi_yXVP76U
303,BMW,6 SERIES,2017,5,86%,85%,81%,59%,https://www.youtube.com/embed/6RQoj3aI0EQ
304,Alfa-Romeo,GIULIETTA,2017,3,72%,56%,59%,25%,https://www.youtube.com/embed/9OA5O3uJGF4
305,Ford,TOURNEO CONNECT,2018,4,92%,79%,65%,75%,https://www.youtube.com/embed/5p7qVSg_6-E
306,Opel,COMBO,2018,4,91%,81%,58%,68%,https://www.youtube.com/embed/esfiTax8mAk
307,Mercedes,A-CLASS,2018,5,96%,91%,92%,75%,https://www.youtube.com/embed/aT9KJ03-jDA
308,Jaguar,I-PACE,2018,5,91%,81%,73%,81%,https://www.youtube.com/embed/1cxn3TfziE0
309,Hyundai,SANTA FE,2018,5,94%,88%,67%,76%,https://www.youtube.com/embed/u3KBRi2kYyY
310,Toyota,PROACE CITY,2018,4,91%,81%,58%,68%,https://www.youtube.com/embed/y40OEYoPBZ8
311,Mercedes,G-CLASS,2019,5,90%,83%,78%,72%,https://www.youtube.com/embed/oKYyRWFuhas
312,Honda,CR-V,2019,5,93%,83%,70%,76%,https://www.youtube.com/embed/GIaZ39UY9II
313,Land-Rover,ROVER EVOQUE,2019,5,94%,87%,72%,73%,https://www.youtube.com/embed/1xOKGjMRF1Q
314,Citroen,C5 AIRCROSS,2019,5,89%,86%,67%,82%,https://www.youtube.com/embed/ySKq9yl1e60
315,Volkswagen,T-CROSS,2019,5,97%,86%,81%,80%,https://www.youtube.com/embed/1124HsYcWUk
316,Audi,e-tron,2019,5,91%,85%,71%,76%,https://www.youtube.com/embed/Go0_PztwYeE
317,Tesla,MODEL-3,2019,5,96%,86%,74%,94%,https://www.youtube.com/embed/cMiZa3HgRVE
318,Mercedes,GLE,2019,5,91%,90%,78%,78%,https://www.youtube.com/embed/16FH8QrENFw
319,Mercedes,B-CLASS,2019,5,96%,90%,78%,75%,https://www.youtube.com/embed/LXiKuxpyhE0
320,Kia,CEED,2019,5,88%,85%,68%,73%,https://www.youtube.com/embed/D1IP0qFadKo
321,DS,3-CROSSBACK,2019,5,96%,86%,64%,76%,https://www.youtube.com/embed/5gLoypicy4Y
322,Mercedes,EQC,2019,5,96%,90%,75%,75%,https://www.youtube.com/embed/pgI0fsCtbQo
323,Mercedes,CLA,2019,5,96%,91%,91%,75%,https://www.youtube.com/embed/Z9uQMJS5ajg
324,BMW,3 SERIES,2019,5,97%,87%,87%,76%,https://www.youtube.com/embed/aBAIytptrBQ
325,BMW,1 SERIES,2019,5,83%,87%,76%,72%,https://www.youtube.com/embed/W3U7h24oop4
326,Opel,CORSA,2019,4,84%,86%,66%,69%,https://www.youtube.com/embed/fBr8evB5pYA
327,Mercedes,GLB,2019,5,92%,88%,78%,74%,https://www.youtube.com/embed/HX6-aAZc74Q
328,Mazda,CX-30,2019,5,99%,86%,80%,77%,https://www.youtube.com/embed/EOLZNmIMp28
329,Tesla,MODEL-X,2019,5,98%,81%,72%,94%,https://www.youtube.com/embed/x7Hp2zACGmg
330,BMW,2-SERIES-COUPE,2019,5,94%,87%,76%,72%,https://www.youtube.com/embed/CMuNqDjDPNo
331,Volkswagen,UP!,2019,3,81%,83%,46%,55%,https://www.youtube.com/embed/YM5spunoKHg
332,MG,ZS,2019,5,90%,85%,64%,70%,https://www.youtube.com/embed/EhOQczzFQCI
333,BMW,4 SERIES,2019,5,97%,83%,93%,72%,https://www.youtube.com/embed/Caa2EYx3GDw
334,Mercedes,EQA,2019,5,97%,90%,81%,75%,https://www.youtube.com/embed/8W0Txm5t3w4
335,Mercedes,GLA,2019,5,96%,90%,79%,75%,https://www.youtube.com/embed/o5qQZCfdjU4
336,Mercedes,EQB,2019,5,95%,91%,78%,74%,https://www.youtube.com/embed/2gC48GpbqMc
337,Volkswagen,ID.3?,2020,5,87%,89%,71%,88%,https://www.youtube.com/embed/0P7M8PvG0Pc
338,Mazda,MX-30?,2020,5,91%,87%,68%,73%,https://www.youtube.com/embed/IvnwqWsdd7E
339,Land-Rover,DEFENDER,2020,5,85%,85%,71%,79%, https://www.youtube.com/embed/WpCIrMIctxU
340,Isuzu,D-MAX,2020,5,84%,86%,69%,83%,https://www.youtube.com/embed/TrW-rUnDGlk
341,Skoda,ENYAQ IV,2021,5,94%,89%,71%,82%,https://www.youtube.com/embed/sPP1n95Dcqo
342,Volkswagen,ID.4?,2021,5,93%,89%,76%,85%,https://www.youtube.com/embed/0pCeUL-GB8U
343,Dacia,SANDERO-STEPWAY,2021,2,70%,72%,41%,42%,https://www.youtube.com/embed/vmfjM4lMX50
344,Opel,MOKKA,2021,4,73%,75%,58%,64%,https://www.youtube.com/embed/PJHOa8ImE8E
345,Audi,Q4_e-tron,2021,5,93%,89%,66%,80%,https://www.youtube.com/embed/5H-6JjP2gAI
346,Toyota,YARIS CROSS,2021,5,86%,84%,78%,81%,https://www.youtube.com/embed/F3NKBHyJxV4
347,Hyundai,IONIQ 5,2021,5,88%,86%,63%,88%,https://www.youtube.com/embed/1bq9finOW0s
348,Ford,MUSTANG MACH-E,2021,5,92%,86%,69%,82%,https://www.youtube.com/embed/ncqTRsfLhpI
349,MG,MARVEL-R,2021,4,80%,75%,55%,80%,https://www.youtube.com/embed/q3un_vaxHXw
350,Mercedes,EQS,2021,5,96%,91%,76%,80%,https://www.youtube.com/embed/tBD4Qli4NOM
351,Volkswagen,ID.5?,2021,5,93%,89%,76%,85%,https://www.youtube.com/embed/Zy_uC5LtfMY
352,Ford,TOURNEO CONNECT,2021,5,84%,82%,69%,79%,https://www.youtube.com/embed/C42mveMU0I0
353,Renault,MEGANE,2022,5,85%,88%,65%,79%,https://www.youtube.com/embed/hbKSeESU3CY
354,BMW,2-SERIES-COUPE,2022,4,82%,81%,67%,64%,https://www.youtube.com/embed/2Sy5cogzpO8
355,Honda,HR-V,2022,4,82%,75%,72%,78%,https://www.youtube.com/embed/AwrA14gcteQ
356,Toyota,PRIUS,2016,5,92%,82%,77%,85%,https://www.youtube.com/embed/qW0Z4QO6NTc
357,Suzuki,BALENO,2016,4,85%,73%,65%,43%,https://www.youtube.com/embed/q-KrtWeTJqY
358,Volkswagen,TIGUAN,2016,5,96%,84%,72%,68%,https://www.youtube.com/embed/iBb6CDX581s
359,Seat,ATECA,2016,5,93%,84%,71%,60%,https://www.youtube.com/embed/GgxIM1BeoXg
360,Toyota,HILUX,2016,5,93%,82%,83%,63%,https://www.youtube.com/embed/UgwSIN-5w98
361,Subaru,LEVORG,2016,5,92%,83%,75%,68%,https://www.youtube.com/embed/2JT3QTIq_KA
362,Renault,SCENIC,2016,5,90%,82%,67%,59%,https://www.youtube.com/embed/HGSkTI9i0Vk
363,Kia,NIRO,2016,5,91%,80%,70%,81%,https://www.youtube.com/embed/hqPMa97gEQs
364,Peugeot,3008,2016,5,86%,85%,67%,58%,https://www.youtube.com/embed/TurKU2XJIOc
365,Peugeot,5008,2016,5,86%,85%,67%,58%,https://www.youtube.com/embed/TurKU2XJIOc
366,Fiat,TIPO,2016,4,82%,60%,62%,57%,https://www.youtube.com/embed/UNWOMhsTd9s
367,Suzuki,IGNIS,2016,5,87%,79%,77%,60%,https://www.youtube.com/embed/OWaPod5S1aA
368,Ssangyong,XLV,2016,4,82%,62%,65%,43%,https://www.youtube.com/embed/lSW81_LhOU4
369,Ssangyong,TIVOLI,2016,4,82%,62%,65%,43%,https://www.youtube.com/embed/fxWSs5GeGUc
370,Hyundai,IONIQ,2016,5,91%,80%,70%,82%,https://www.youtube.com/embed/a0s5ktlciDk
371,Ford,EDGE,2016,5,85%,76%,67%,89%,https://www.youtube.com/embed/4GP29ECuMe8
372,Audi,Q2,2016,5,93%,86%,70%,60%,https://www.youtube.com/embed/riKGJEdkRs8
373,Volvo,V90,2017,5,95%,80%,76%,93%,https://www.youtube.com/embed/yi3afe2s3gA
374,Volvo,S90,2017,5,95%,80%,76%,93%,https://www.youtube.com/embed/yi3afe2s3gA
375,Ford,MUSTANG,2017,2,72%,32%,64%,16%,https://www.youtube.com/embed/F0StTHnTKK8
376,Fiat,500,2017,3,66%,49%,53%,27%,https://www.youtube.com/embed/jQNcoYIfWqI
377,Citroen,C3,2017,4,88%,83%,59%,58%,https://www.youtube.com/embed/XrK-3SfJCuo
378,Audi,Q5,2017,5,93%,86%,73%,58%,https://www.youtube.com/embed/PATCPmSd2H0
379,Fiat,DOBL?,2017,3,75%,46%,57%,25%,https://www.youtube.com/embed/ckNJ0lG8L_c
380,Suzuki,SWIFT,2017,4,88%,75%,69%,44%,https://www.youtube.com/embed/V1a6DLBhntI
381,Skoda,KODIAQ,2017,5,92%,77%,71%,54%,https://www.youtube.com/embed/LKLvAsTV69E
382,Nissan,MICRA,2017,5,91%,79%,79%,72%,https://www.youtube.com/embed/etYQPuF1Uuc
383,BMW,COUNTRYMAN,2017,5,90%,80%,64%,51%,https://www.youtube.com/embed/A1E9YPaXfrA
384,Volkswagen,ARTEON,2017,5,96%,85%,85%,82%,https://www.youtube.com/embed/2rI50rLc2pI
385,Seat,IBIZA,2017,5,95%,77%,76%,60%,https://www.youtube.com/embed/zqzh2X4-BBU
386,Hyundai,I30,2017,5,88%,84%,64%,68%,https://www.youtube.com/embed/CwTnW1oXKFw
387,Honda,CIVIC,2017,4,92%,67%,75%,88%,https://www.youtube.com/embed/qMozW_JGcOQ
388,Renault,KOLEOS,2017,5,90%,79%,62%,75%,https://www.youtube.com/embed/8zBxtT2KPxk
389,Kia,RIO,2017,5,93%,84%,71%,59%,https://www.youtube.com/embed/GLAJLlgt6Kc
390,Kia,PICANTO,2017,4,87%,64%,54%,47%,https://www.youtube.com/embed/F8gsyjaQri8
391,Jeep,COMPASS,2017,5,90%,83%,64%,59%,https://www.youtube.com/embed/RlSnsBLWNl4
392,Ford,FIESTA,2017,5,87%,84%,64%,60%,https://www.youtube.com/embed/1djYYB0Ebns
393,Volkswagen,POLO,2017,5,96%,85%,76%,59%,https://www.youtube.com/embed/c_4h0aWirFE
394,Volvo,XC60,2017,5,98%,87%,76%,95%,https://www.youtube.com/embed/-XfkkABFrOM
395,Skoda,KAROQ,2017,5,93%,79%,73%,58%,https://www.youtube.com/embed/Y9th5kvwfzs
396,Seat,ARONA,2017,5,95%,80%,77%,60%,https://www.youtube.com/embed/RtPM153IMlM
397,Subaru,XV,2017,5,94%,89%,84%,68%,https://www.youtube.com/embed/OVoZoBGS2Dg
398,Subaru,IMPREZA,2017,5,94%,89%,82%,68%,https://www.youtube.com/embed/xqg2uvds3t0
399,Porsche,CAYENNE,2017,5,95%,80%,73%,62%,https://www.youtube.com/embed/xUt1Orc5rRc
400,Toyota,YARIS,2017,5,83%,80%,63%,57%,https://www.youtube.com/embed/jbmagBwloY0
401,Toyota,AYGO,2017,4,82%,63%,64%,57%,https://www.youtube.com/embed/xjkNlgmQYLY
402,MG,ZS,2017,3,71%,51%,59%,29%,https://www.youtube.com/embed/PQgS66RL_Bk
403,Kia,STONIC,2017,5,93%,84%,71%,59%,https://www.youtube.com/embed/GLAJLlgt6Kc
404,Kia,STINGER,2017,5,93%,81%,78%,82%,https://www.youtube.com/embed/k5C5cYOagnY
405,Hyundai,KONA,2017,5,87%,85%,62%,60%,https://www.youtube.com/embed/camqewC4JWE
406,Fiat,PUNTO,2017,0,51%,43%,52%,0%,https://www.youtube.com/embed/9N1Q0k6-ebg
407,DS,3,2017,3,69%,37%,55%,29%,https://www.youtube.com/embed/QWXRucG_EK0
408,Dacia,DUSTER,2017,3,71%,66%,56%,37%,https://www.youtube.com/embed/wzQMHbI60TQ
409,Nissan,LEAF,2018,5,93%,86%,71%,71%,https://www.youtube.com/embed/CVeSCjgACiA
410,Volvo,XC40,2018,5,97%,87%,71%,76%,https://www.youtube.com/embed/2g3WS_mYeGM
411,Ford,FOCUS,2018,5,85%,87%,72%,75%,https://www.youtube.com/embed/YMlYUjKXPuU
412,Volkswagen,TOUAREG,2018,5,89%,86%,72%,81%,https://www.youtube.com/embed/URqflxchCwU
413,Suzuki,JIMNY,2018,3,73%,84%,52%,50%,https://www.youtube.com/embed/bhHeNgfLGqU
414,Audi,A6,2018,5,93%,85%,81%,76%,https://www.youtube.com/embed/vgfKw6ypvDg
415,Peugeot,RIFTER,2018,4,91%,81%,58%,68%,https://www.youtube.com/embed/esfiTax8mAk
416,Mazda,6,2018,5,95%,91%,66%,73%,https://www.youtube.com/embed/xd6lnC8VlvU
417,Lexus,ES,2018,5,91%,87%,90%,77%,https://www.youtube.com/embed/6ottgh2XFZ8
418,Hyundai,NEXO,2018,5,94%,87%,67%,80%,https://www.youtube.com/embed/VuAqHRKMiSg
419,Citroen,BERLINGO,2018,4,91%,81%,58%,68%,https://www.youtube.com/embed/esfiTax8mAk
420,Volvo,V60,2018,5,96%,84%,74%,76%,https://www.youtube.com/embed/jIuPI1k_kVU
421,Volvo,S60,2018,5,96%,84%,74%,76%,https://www.youtube.com/embed/jIuPI1k_kVU
422,Peugeot,508,2018,5,96%,86%,71%,79%,https://www.youtube.com/embed/CKbRyq3gfQs
423,Jeep,WRANGLER,2018,1,50%,69%,49%,32%,https://www.youtube.com/embed/zFFXmzG0GDc
424,Fiat,PANDA,2018,0,45%,16%,47%,7%,https://www.youtube.com/embed/wYfiIU1mlig
425,BMW,X5,2018,5,89%,86%,75%,75%,https://www.youtube.com/embed/3UJpWAma8rg
426,Audi,Q3,2018,5,95%,86%,76%,85%,https://www.youtube.com/embed/pPjwBpz4aLE
427,Audi,A7,2018,5,93%,85%,81%,76%,https://www.youtube.com/embed/4oa0QscSjps
428,Seat,TARRACO?,2019,5,97%,84%,79%,79%,https://www.youtube.com/embed/hufUXyz3A4E
429,Toyota,RAV4,2019,5,93%,87%,85%,77%,https://www.youtube.com/embed/3XdLjzLCcNE
430,Toyota,COROLLA,2019,5,95%,84%,86%,77%,https://www.youtube.com/embed/poEzOEJWRMc
431,Renault,CLIO,2019,5,96%,89%,72%,75%,https://www.youtube.com/embed/iZ4MPRUzd9E
432,Mazda,3,2019,5,98%,87%,81%,73%,https://www.youtube.com/embed/sStGn0A67kQ
433,Lexus,UX,2019,5,96%,85%,82%,77%,https://www.youtube.com/embed/wm8k-I8-xHA
434,Skoda,SCALA,2019,5,97%,87%,81%,76%,https://www.youtube.com/embed/T7EMOSQN6IU
435,Skoda,KAMIQ,2019,5,96%,85%,80%,76%,https://www.youtube.com/embed/FiIbkHR8Fwk
436,Ssangyong,KORANDO,2019,5,88%,85%,68%,74%,https://www.youtube.com/embed/F45kXf4cn7o
437,Ford,FOCUS,2019,5,96%,87%,72%,75%,https://www.youtube.com/embed/MQqL5SmXYPw
438,BMW,Z4,2019,5,97%,87%,91%,76%,https://www.youtube.com/embed/pSC83SobU_w
439,Audi,A1,2019,5,95%,85%,73%,80%,https://www.youtube.com/embed/W1CpzPPSqfE
440,Peugeot,208,2019,4,91%,86%,56%,71%,https://www.youtube.com/embed/0kzerYYbavQ
441,Jeep,CHEROKEE,2019,4,80%,78%,56%,69%,https://www.youtube.com/embed/HCENvL4Y1yU
442,Ford,EXPLORER,2019,5,87%,86%,61%,76%,https://www.youtube.com/embed/m1BwHrlBFsc
443,Skoda,OCTAVIA,2019,5,92%,88%,73%,79%,https://www.youtube.com/embed/EuIn9cfV_5k
444,Volkswagen,SHARAN,2019,4,89%,78%,59%,62%,https://www.youtube.com/embed/ruEdbeQTG5E
445,Subaru,F0RESTER,2019,5,97%,91%,80%,78%,https://www.youtube.com/embed/JRuACDnjDXQ
446,Seat,ALHAMBRA,2019,4,89%,78%,59%,62%,https://www.youtube.com/embed/XDbxPxZbHMY
447,Renault,CAPTUR,2019,5,96%,83%,75%,74%,https://www.youtube.com/embed/oxFdoaZDnbM
448,Porsche,TAYCAN,2019,5,85%,83%,70%,73%,https://www.youtube.com/embed/wEzPaH1xhPA
449,Peugeot,2008,2019,5,93%,84%,73%,73%,https://www.youtube.com/embed/JohUe-9MJo8
450,Jeep,RENEGADE,2019,3,82%,84%,55%,58%,https://www.youtube.com/embed/T1df09k3dV4
451,Ford,MONDEO,2019,5,96%,87%,70%,73%,https://www.youtube.com/embed/J2R1Nc16tOg
452,Ford,KUGA,2019,5,92%,86%,82%,73%,https://www.youtube.com/embed/Uqo1YT8j8EE
453,Audi,Q7,2019,5,92%,86%,71%,72%,https://www.youtube.com/embed/YNiTmMF1h_Y
454,Skoda,CITIGO,2019,3,81%,83%,46%,55%,https://www.youtube.com/embed/033aQn0PlWw
455,Volkswagen,GOLF,2019,5,95%,89%,76%,78%,https://www.youtube.com/embed/A-mkmKic03g
456,Seat,MII,2019,3,81%,83%,46%,55%,https://www.youtube.com/embed/iCzM8-LEnTA
457,Nissan,JUKE,2019,5,94%,85%,81%,73%,https://www.youtube.com/embed/ABlWjHPllbw
458,MG,HS,2019,5,92%,81%,64%,76%,https://www.youtube.com/embed/nyGD3atT3kU
459,Ford,PUMA,2019,5,94%,84%,77%,74%,https://www.youtube.com/embed/kI8ejZ3rr6I
460,Audi,Q8,2019,5,93%,87%,71%,73%,https://www.youtube.com/embed/zUmS-vhV7o4
461,Aiways,1,2019,3,73%,70%,45%,55%,https://www.youtube.com/embed/svb40cfUXWg
462,Renault,ARKANA,2019,5,96%,83%,75%,74%,https://www.youtube.com/embed/U1g7p9LHDs4
463,Toyota,YARIS,2020,5,86%,81%,78%,85%,https://www.youtube.com/embed/DDr307KXpKk
464,Honda,JAZZ,2020,5,87%,83%,80%,76%,https://www.youtube.com/embed/UXehDELNVzo
465,Seat,LEON,2020,5,92%,88%,71%,80%,https://www.youtube.com/embed/xsMsy_PVgN4
466,Kia,SORENTO,2020,5,82%,85%,63%,87%,https://www.youtube.com/embed/LGs8NCHcCxQ
467,Hyundai,I10,2020,3,69%,75%,52%,59%,https://www.youtube.com/embed/txhUtH8MzEA
468,Honda,E?,2020,4,76%,82%,62%,65%,https://www.youtube.com/embed/g45fF2I4BoM
469,Audi,A3,2020,5,89%,81%,68%,73%,https://www.youtube.com/embed/CwdVwF1a6a8
470,Mazda,2,2020,5,86%,81%,78%,85%,https://www.youtube.com/embed/J0KhMcpN5XM
471,Seat,CUPRA FORMENTOR,2021,5,93%,88%,68%,80%,https://www.youtube.com/embed/h_7fIFWuRxE
472,Dacia,LOGAN,2021,2,70%,72%,41%,42%,https://www.youtube.com/embed/PN8R9OEb8x8
473,Hyundai,GV80,2021,5,91%,87%,66%,88%,https://www.youtube.com/embed/AVihaC6U6f4
474,Hyundai,G80,2021,5,91%,87%,77%,91%,https://www.youtube.com/embed/vxdQmKzWXqk
475,Citroen,C4,2021,4,80%,83%,57%,63%,https://www.youtube.com/embed/sqJnpCObxvM
476,Renault,KANGOO,2021,4,78%,87%,67%,72%,https://www.youtube.com/embed/CVMvHjKyQNU
477,Toyota,MIRAI,2021,5,88%,85%,80%,82%,https://www.youtube.com/embed/ZC_2kYO82Vc
478,Subaru,OUTBACK,2021,5,88%,89%,84%,95%,https://www.youtube.com/embed/az6DjY0gO6o
479,Hyundai,TUCSON,2021,5,86%,87%,66%,70%,https://www.youtube.com/embed/gZTLe4G8gCQ
480,Hyundai,BAYON,2021,4,76%,82%,76%,67%,https://www.youtube.com/embed/6pcj9fvX0dk
481,Skoda,FABIA,2021,5,85%,81%,70%,71%,https://www.youtube.com/embed/HzOrhUZjNyc
482,Volkswagen,CADDY,2021,5,84%,82%,69%,79%,https://www.youtube.com/embed/IBj1gHx5HDc
483,Renault,ZOE,2021,0,43%,52%,41%,14%,https://www.youtube.com/embed/HiOs1mCMH4Q
484,Nissan,TOWNSTAR,2021,4,78%,87%,67%,72%,https://www.youtube.com/embed/tYQlkrQzeeE
485,Nissan,QASHQAI,2021,5,91%,91%,70%,95%,https://www.youtube.com/embed/jbERFwdd2u4
486,Hyundai,GV70,2021,5,89%,87%,64%,87%,https://www.youtube.com/embed/tRZrWpumhy0
487,Hyundai,G70,2021,5,89%,87%,76%,88%,https://www.youtube.com/embed/SsNNQ0Kq0JE
488,Fiat,500,2021,4,76%,80%,67%,67%,https://www.youtube.com/embed/bOav454apLM
489,Dacia,SPRING,2021,1,49%,56%,39%,32%,https://www.youtube.com/embed/2indFTVpQ_Y
490,BMW,iX,2021,5,91%,87%,73%,81%,https://www.youtube.com/embed/7-akRXWwWnw
491,Dacia,Jogger,2021,1,70%,69%,41%,39%,https://www.youtube.com/embed/DvC0uGf7BQo
492,Volkswagen,TAIGO?,2022,5,94%,84%,71%,70%,https://www.youtube.com/embed/Jc8_P7sNxnA
493,Volkswagen,POLO,2022,5,94%,80%,70%,70%,https://www.youtube.com/embed/LZ6FlV5044Y
494,Lexus,NX,2022,5,91%,87%,83%,91%,https://www.youtube.com/embed/0Ugf157Uayg
495,DS,4,2022,5,85%,86%,74%,82%,https://www.youtube.com/embed/RYyU4sa2UkU
